"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PURUS (000)",851,826,10,188,160,113,203,107,37,8,25,2825
"De 12 a 14 años (001)",8,6,,6,,,,,,,2,6
"De 15 a 19 años (002)",101,98,5,67,25,1,,,,,3,120
"De 20 a 24 años (003)",117,112,1,40,50,16,5,,,,5,210
"De 25 a 29 años (004)",151,148,1,26,37,38,41,5,,,3,424
"De 30 a 34 años (005)",120,116,1,17,19,20,39,19,1,,4,413
"De 35 a 39 años (006)",90,89,,7,11,9,35,21,6,,1,396
"De 40 a 44 años (007)",85,83,1,9,2,9,31,23,6,2,2,401
"De 45 a 49 años (008)",54,53,,5,3,7,17,14,7,,1,257
"De 50 y más años (009)",125,121,1,11,13,13,35,25,17,6,4,598
"PEA (010)",197,185,1,56,42,22,39,15,9,1,12,555
"De 15 a 19 años (012)",9,9,,6,3,,,,,,,12
"De 20 a 24 años (013)",29,26,,10,9,4,3,,,,3,53
"De 25 a 29 años (014)",32,29,,12,8,5,4,,,,3,60
"De 30 a 34 años (015)",37,33,1,11,11,2,6,2,,,4,78
"De 35 a 39 años (016)",25,24,,3,7,5,7,1,1,,1,75
"De 40 a 44 años (017)",34,34,,8,1,5,11,7,2,,,133
"De 45 a 49 años (018)",17,16,,5,1,1,4,2,3,,1,66
"De 50 y más años (019)",14,14,,1,2,,4,3,3,1,,78
"Ocupada (020)",195,184,1,56,41,22,39,15,9,1,11,553
"De 15 a 19 años (022)",9,9,,6,3,,,,,,,12
"De 20 a 24 años (023)",29,26,,10,9,4,3,,,,3,53
"De 25 a 29 años (024)",30,28,,12,7,5,4,,,,2,58
"De 30 a 34 años (025)",37,33,1,11,11,2,6,2,,,4,78
