"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CORONGO (000)",8310,119,2612,1912,1513,1328,826
"Jefe o Jefa (001)",1939,,3,212,611,666,447
"Esposa(o) / compañera(o) (002)",1323,,4,238,498,417,166
"Hijo(a) / hijastro(a) (003)",3432,70,1989,1084,213,73,3
"Yerno / nuera (004)",144,,2,82,44,14,2
"Nieto(a) (005)",575,35,436,96,8,,
"Padres / suegros (006)",153,,,,1,30,122
"Otro(a) pariente (007)",519,11,152,129,70,90,67
"Trabajador(a) del hogar (008)",8,,,4,2,2,
"Pensionistas (009)",28,,,8,14,5,1
"Otro(a) no pariente (010)",189,3,26,59,52,31,18
"Hombres (011)",4249,57,1355,1011,767,669,390
"Jefe o Jefa (012)",1532,,2,176,515,533,306
"Esposa(o) / compañera(o) (013)",68,,1,13,22,20,12
"Hijo(a) / hijastro(a) (014)",1805,36,1022,616,98,33,
"Yerno / nuera (015)",76,,1,30,32,11,2
"Nieto(a) (016)",308,17,235,52,4,,
"Padres / suegros (017)",44,,,,,7,37
"Otro(a) pariente (018)",274,3,82,80,43,40,26
"Trabajador(a) del hogar (019)",1,,,,,1,
"Pensionistas (020)",24,,,6,12,5,1
"Otro(a) no pariente (021)",117,1,12,38,41,19,6
"Mujeres (022)",4061,62,1257,901,746,659,436
"Jefe o Jefa (023)",407,,1,36,96,133,141
"Esposa(o) / compañera(o) (024)",1255,,3,225,476,397,154
"Hijo(a) / hijastro(a) (025)",1627,34,967,468,115,40,3
"Yerno / nuera (026)",68,,1,52,12,3,
"Nieto(a) (027)",267,18,201,44,4,,
"Padres / suegros (028)",109,,,,1,23,85
"Otro(a) pariente (029)",245,8,70,49,27,50,41
"Trabajador(a) del hogar (030)",7,,,4,2,1,
"Pensionistas (031)",4,,,2,2,,
"Otro(a) no pariente (032)",72,2,14,21,11,12,12
,,,,,,,
"URBANA (033)",4094,54,1150,866,791,728,505
"Jefe o Jefa (034)",1038,,1,96,315,360,266
"Esposa(o) / compañera(o) (035)",655,,2,104,233,212,104
"Hijo(a) / hijastro(a) (036)",1551,32,874,468,125,50,2
"Yerno / nuera (037)",65,,,34,22,8,1
"Nieto(a) (038)",268,14,195,54,5,,
"Padres / suegros (039)",89,,,,,17,72
"Otro(a) pariente (040)",274,5,63,64,45,53,44
"Trabajador(a) del hogar (041)",4,,,2,1,1,
"Pensionistas (042)",28,,,8,14,5,1
"Otro(a) no pariente (043)",122,3,15,36,31,22,15
"Hombres (044)",2101,28,614,449,417,364,229
"Jefe o Jefa (045)",784,,,73,257,280,174
"Esposa(o) / compañera(o) (046)",49,,1,8,17,14,9
"Hijo(a) / hijastro(a) (047)",827,16,467,262,62,20,
"Yerno / nuera (048)",34,,,11,16,6,1
"Nieto(a) (049)",145,9,105,30,1,,
"Padres / suegros (050)",28,,,,,4,24
"Otro(a) pariente (051)",139,2,33,39,28,21,16
"Trabajador(a) del hogar (052)",1,,,,,1,
"Pensionistas (053)",24,,,6,12,5,1
"Otro(a) no pariente (054)",70,1,8,20,24,13,4
"Mujeres (055)",1993,26,536,417,374,364,276
"Jefe o Jefa (056)",254,,1,23,58,80,92
"Esposa(o) / compañera(o) (057)",606,,1,96,216,198,95
"Hijo(a) / hijastro(a) (058)",724,16,407,206,63,30,2
"Yerno / nuera (059)",31,,,23,6,2,
"Nieto(a) (060)",123,5,90,24,4,,
"Padres / suegros (061)",61,,,,,13,48
"Otro(a) pariente (062)",135,3,30,25,17,32,28
"Trabajador(a) del hogar (063)",3,,,2,1,,
"Pensionistas (064)",4,,,2,2,,
"Otro(a) no pariente (065)",52,2,7,16,7,9,11
,,,,,,,
"RURAL (066)",4216,65,1462,1046,722,600,321
"Jefe o Jefa (067)",901,,2,116,296,306,181
"Esposa(o) / compañera(o) (068)",668,,2,134,265,205,62
"Hijo(a) / hijastro(a) (069)",1881,38,1115,616,88,23,1
"Yerno / nuera (070)",79,,2,48,22,6,1
"Nieto(a) (071)",307,21,241,42,3,,
"Padres / suegros (072)",64,,,,1,13,50
"Otro(a) pariente (073)",245,6,89,65,25,37,23
"Trabajador(a) del hogar (074)",4,,,2,1,1,
"Otro(a) no pariente (076)",67,,11,23,21,9,3
"Hombres (077)",2148,29,741,562,350,305,161
"Jefe o Jefa (078)",748,,2,103,258,253,132
"Esposa(o) / compañera(o) (079)",19,,,5,5,6,3
"Hijo(a) / hijastro(a) (080)",978,20,555,354,36,13,
"Yerno / nuera (081)",42,,1,19,16,5,1
"Nieto(a) (082)",163,8,130,22,3,,
"Padres / suegros (083)",16,,,,,3,13
"Otro(a) pariente (084)",135,1,49,41,15,19,10
"Otro(a) no pariente (087)",47,,4,18,17,6,2
"Mujeres (088)",2068,36,721,484,372,295,160
"Jefe o Jefa (089)",153,,,13,38,53,49
"Esposa(o) / compañera(o) (090)",649,,2,129,260,199,59
"Hijo(a) / hijastro(a) (091)",903,18,560,262,52,10,1
"Yerno / nuera (092)",37,,1,29,6,1,
"Nieto(a) (093)",144,13,111,20,,,
"Padres / suegros (094)",48,,,,1,10,37
"Otro(a) pariente (095)",110,5,40,24,10,18,13
"Trabajador(a) del hogar (096)",4,,,2,1,1,
"Otro(a) no pariente (098)",20,,7,5,4,3,1
