"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia LA MAR (000)",83157,1816,32477,20145,14672,9788,4259
"Jefe o Jefa (001)",21407,,100,4527,7838,6107,2835
"Esposa(o) / compañera(o) (002)",12970,,47,3961,5204,2988,770
"Hijo(a) / hijastro(a) (003)",39128,1432,27906,8877,779,128,6
"Yerno / nuera (004)",673,,9,528,124,12,
"Nieto(a) (005)",2805,262,2258,270,14,1,
"Padres / suegros (006)",642,,,1,24,193,424
"Otro(a) pariente (007)",4174,107,1964,1294,409,237,163
"Trabajador(a) del hogar (008)",78,,6,57,9,4,2
"Pensionistas (009)",39,,3,21,11,4,
"Otro(a) no pariente (010)",1241,15,184,609,260,114,59
"Hombres (011)",42633,950,16747,10654,7461,4826,1995
"Jefe o Jefa (012)",15453,,49,3407,6063,4261,1673
"Esposa(o) / compañera(o) (013)",1063,,25,296,436,220,86
"Hijo(a) / hijastro(a) (014)",20975,763,14400,5330,426,53,3
"Yerno / nuera (015)",296,,6,205,76,9,
"Nieto(a) (016)",1457,136,1150,161,10,,
"Padres / suegros (017)",210,,,1,10,60,139
"Otro(a) pariente (018)",2302,45,1017,805,250,127,58
"Trabajador(a) del hogar (019)",23,,,18,3,2,
"Pensionistas (020)",24,,1,14,6,3,
"Otro(a) no pariente (021)",830,6,99,417,181,91,36
"Mujeres (022)",40524,866,15730,9491,7211,4962,2264
"Jefe o Jefa (023)",5954,,51,1120,1775,1846,1162
"Esposa(o) / compañera(o) (024)",11907,,22,3665,4768,2768,684
"Hijo(a) / hijastro(a) (025)",18153,669,13506,3547,353,75,3
"Yerno / nuera (026)",377,,3,323,48,3,
"Nieto(a) (027)",1348,126,1108,109,4,1,
"Padres / suegros (028)",432,,,,14,133,285
"Otro(a) pariente (029)",1872,62,947,489,159,110,105
"Trabajador(a) del hogar (030)",55,,6,39,6,2,2
"Pensionistas (031)",15,,2,7,5,1,
"Otro(a) no pariente (032)",411,9,85,192,79,23,23
,,,,,,,
"URBANA (033)",33800,664,12569,8924,6433,3870,1340
"Jefe o Jefa (034)",8500,,55,1790,3334,2448,873
"Esposa(o) / compañera(o) (035)",4979,,18,1492,2161,1085,223
"Hijo(a) / hijastro(a) (036)",15536,508,10460,4088,428,51,1
"Yerno / nuera (037)",371,,3,282,79,7,
"Nieto(a) (038)",1240,110,1021,103,6,,
"Padres / suegros (039)",232,,,,4,70,158
"Otro(a) pariente (040)",2011,34,879,705,222,120,51
"Trabajador(a) del hogar (041)",47,,5,36,3,3,
"Pensionistas (042)",29,,2,16,7,4,
"Otro(a) no pariente (043)",855,12,126,412,189,82,34
"Hombres (044)",17185,346,6425,4606,3242,1964,602
"Jefe o Jefa (045)",5863,,23,1224,2457,1677,482
"Esposa(o) / compañera(o) (046)",510,,9,144,226,104,27
"Hijo(a) / hijastro(a) (047)",8257,271,5369,2361,235,21,
"Yerno / nuera (048)",158,,2,106,45,5,
"Nieto(a) (049)",653,53,533,63,4,,
"Padres / suegros (050)",75,,,,3,19,53
"Otro(a) pariente (051)",1092,17,425,428,138,68,16
"Trabajador(a) del hogar (052)",12,,,10,1,1,
"Pensionistas (053)",17,,,11,3,3,
"Otro(a) no pariente (054)",548,5,64,259,130,66,24
"Mujeres (055)",16615,318,6144,4318,3191,1906,738
"Jefe o Jefa (056)",2637,,32,566,877,771,391
"Esposa(o) / compañera(o) (057)",4469,,9,1348,1935,981,196
"Hijo(a) / hijastro(a) (058)",7279,237,5091,1727,193,30,1
"Yerno / nuera (059)",213,,1,176,34,2,
"Nieto(a) (060)",587,57,488,40,2,,
"Padres / suegros (061)",157,,,,1,51,105
"Otro(a) pariente (062)",919,17,454,277,84,52,35
"Trabajador(a) del hogar (063)",35,,5,26,2,2,
"Pensionistas (064)",12,,2,5,4,1,
"Otro(a) no pariente (065)",307,7,62,153,59,16,10
,,,,,,,
"RURAL (066)",49357,1152,19908,11221,8239,5918,2919
"Jefe o Jefa (067)",12907,,45,2737,4504,3659,1962
"Esposa(o) / compañera(o) (068)",7991,,29,2469,3043,1903,547
"Hijo(a) / hijastro(a) (069)",23592,924,17446,4789,351,77,5
"Yerno / nuera (070)",302,,6,246,45,5,
"Nieto(a) (071)",1565,152,1237,167,8,1,
"Padres / suegros (072)",410,,,1,20,123,266
"Otro(a) pariente (073)",2163,73,1085,589,187,117,112
"Trabajador(a) del hogar (074)",31,,1,21,6,1,2
"Pensionistas (075)",10,,1,5,4,,
"Otro(a) no pariente (076)",386,3,58,197,71,32,25
"Hombres (077)",25448,604,10322,6048,4219,2862,1393
"Jefe o Jefa (078)",9590,,26,2183,3606,2584,1191
"Esposa(o) / compañera(o) (079)",553,,16,152,210,116,59
"Hijo(a) / hijastro(a) (080)",12718,492,9031,2969,191,32,3
"Yerno / nuera (081)",138,,4,99,31,4,
"Nieto(a) (082)",804,83,617,98,6,,
"Padres / suegros (083)",135,,,1,7,41,86
"Otro(a) pariente (084)",1210,28,592,377,112,59,42
"Trabajador(a) del hogar (085)",11,,,8,2,1,
"Pensionistas (086)",7,,1,3,3,,
"Otro(a) no pariente (087)",282,1,35,158,51,25,12
"Mujeres (088)",23909,548,9586,5173,4020,3056,1526
"Jefe o Jefa (089)",3317,,19,554,898,1075,771
"Esposa(o) / compañera(o) (090)",7438,,13,2317,2833,1787,488
"Hijo(a) / hijastro(a) (091)",10874,432,8415,1820,160,45,2
"Yerno / nuera (092)",164,,2,147,14,1,
"Nieto(a) (093)",761,69,620,69,2,1,
"Padres / suegros (094)",275,,,,13,82,180
"Otro(a) pariente (095)",953,45,493,212,75,58,70
"Trabajador(a) del hogar (096)",20,,1,13,4,,2
