"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LA CONVENCION (000)",166833,82453,9789,3317,71572
"Menos de 1 año (001)",3112,2338,134,30,610
"De 1 a 14 años (002)",55296,39734,2566,738,12331
"De 15 a 29 años (003)",44027,16828,1878,1085,24319
"De 30 a 44 años (004)",32920,11492,2922,875,17703
"De 45 a 64 años (005)",23039,8511,1860,515,12214
"De 65 y mas años (006)",8439,3550,429,74,4395
"Hombres (008)",88181,40919,5374,2192,39897
"Menos de 1 año (009)",1577,1189,56,16,316
"De 1 a 14 años (010)",28269,20211,1326,356,6411
"De 15 a 29 años (011)",23421,7889,1012,826,13756
"De 30 a 44 años (012)",17428,5371,1603,589,9916
"De 45 a 64 años (013)",12820,4396,1113,359,6999
"De 65 y mas años (014)",4666,1863,264,46,2499
"Mujeres (016)",78652,41534,4415,1125,31675
"Menos de 1 año (017)",1535,1149,78,14,294
"De 1 a 14 años (018)",27027,19523,1240,382,5920
"De 15 a 29 años (019)",20606,8939,866,259,10563
"De 30 a 44 años (020)",15492,6121,1319,286,7787
"De 45 a 64 años (021)",10219,4115,747,156,5215
"De 65 y mas años (022)",3773,1687,165,28,1896
,,,,,
"URBANA (024)",49892,13628,6269,2031,28106
"Menos de 1 año (025)",807,456,95,17,239
"De 1 a 14 años (026)",15429,7930,1775,376,5376
"De 15 a 29 años (027)",14241,2711,1117,685,9767
"De 30 a 44 años (028)",10812,1326,1761,583,7187
"De 45 a 64 años (029)",6586,829,1210,335,4240
"De 65 y mas años (030)",2017,376,311,35,1297
"Hombres (032)",25156,6561,3151,1379,14163
"Menos de 1 año (033)",425,252,40,8,125
"De 1 a 14 años (034)",7843,4043,898,179,2738
"De 15 a 29 años (035)",7034,1192,516,534,4822
"De 30 a 44 años (036)",5322,509,851,404,3589
"De 45 a 64 años (037)",3486,387,666,237,2217
"De 65 y mas años (038)",1046,178,180,17,672
"Mujeres (040)",24736,7067,3118,652,13943
"Menos de 1 año (041)",382,204,55,9,114
"De 1 a 14 años (042)",7586,3887,877,197,2638
"De 15 a 29 años (043)",7207,1519,601,151,4945
"De 30 a 44 años (044)",5490,817,910,179,3598
"De 45 a 64 años (045)",3100,442,544,98,2023
"De 65 y mas años (046)",971,198,131,18,625
,,,,,
"RURAL (048)",116941,68825,3520,1286,43466
"Menos de 1 año (049)",2305,1882,39,13,371
"De 1 a 14 años (050)",39867,31804,791,362,6955
"De 15 a 29 años (051)",29786,14117,761,400,14552
"De 30 a 44 años (052)",22108,10166,1161,292,10516
"De 45 a 64 años (053)",16453,7682,650,180,7974
"De 65 y mas años (054)",6422,3174,118,39,3098
"Hombres (056)",63025,34358,2223,813,25734
"Menos de 1 año (057)",1152,937,16,8,191
"De 1 a 14 años (058)",20426,16168,428,177,3673
"De 15 a 29 años (059)",16387,6697,496,292,8934
"De 30 a 44 años (060)",12106,4862,752,185,6327
"De 45 a 64 años (061)",9334,4009,447,122,4782
"De 65 y mas años (062)",3620,1685,84,29,1827
"Mujeres (064)",53916,34467,1297,473,17732
"Menos de 1 año (065)",1153,945,23,5,180
"De 1 a 14 años (066)",19441,15636,363,185,3282
"De 15 a 29 años (067)",13399,7420,265,108,5618
"De 30 a 44 años (068)",10002,5304,409,107,4189
"De 45 a 64 años (069)",7119,3673,203,58,3192
"De 65 y mas años (070)",2802,1489,34,10,1271
