"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia AYMARAES (000)",25782,6392,6022,5199,4701,3468
"Hombres (001)",13204,3307,3232,2774,2312,1579
"Mujeres (002)",12578,3085,2790,2425,2389,1889
"PEA (003)",9481,98,2547,3217,2533,1086
"Hombres (004)",7221,69,1952,2426,1932,842
"Mujeres (005)",2260,29,595,791,601,244
"Ocupada (006)",9224,91,2434,3142,2485,1072
"Hombres (007)",7025,66,1868,2366,1895,830
"Mujeres (008)",2199,25,566,776,590,242
"Desocupada (009)",257,7,113,75,48,14
"Hombres (010)",196,3,84,60,37,12
"Mujeres (011)",61,4,29,15,11,2
"No PEA (012)",16301,6294,3475,1982,2168,2382
"Hombres (013)",5983,3238,1280,348,380,737
"Mujeres (014)",10318,3056,2195,1634,1788,1645
,,,,,,
"URBANA (018)",11143,2801,2661,2310,1975,1396
"Hombres (019)",5515,1453,1342,1147,959,614
"Mujeres (020)",5628,1348,1319,1163,1016,782
"PEA (021)",4282,61,1082,1530,1153,456
"Hombres (022)",2952,43,753,1021,811,324
"Mujeres (023)",1330,18,329,509,342,132
"Ocupada (024)",4144,59,1027,1481,1125,452
"Hombres (025)",2849,43,714,984,787,321
"Mujeres (026)",1295,16,313,497,338,131
"Desocupada (027)",138,2,55,49,28,4
"Hombres (028)",103,,39,37,24,3
"Mujeres (029)",35,2,16,12,4,1
"No PEA (030)",6861,2740,1579,780,822,940
"Hombres (031)",2563,1410,589,126,148,290
"Mujeres (032)",4298,1330,990,654,674,650
,,,,,,
"RURAL (036)",14639,3591,3361,2889,2726,2072
"Hombres (037)",7689,1854,1890,1627,1353,965
"Mujeres (038)",6950,1737,1471,1262,1373,1107
"PEA (039)",5199,37,1465,1687,1380,630
"Hombres (040)",4269,26,1199,1405,1121,518
"Mujeres (041)",930,11,266,282,259,112
"Ocupada (042)",5080,32,1407,1661,1360,620
"Hombres (043)",4176,23,1154,1382,1108,509
"Mujeres (044)",904,9,253,279,252,111
"Desocupada (045)",119,5,58,26,20,10
"Hombres (046)",93,3,45,23,13,9
"Mujeres (047)",26,2,13,3,7,1
"No PEA (048)",9440,3554,1896,1202,1346,1442
"Hombres (049)",3420,1828,691,222,232,447
"Mujeres (050)",6020,1726,1205,980,1114,995
