"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia PAITA",,,,,,,,,
"Hogares (001)",25735,634,218,136,93,70,54,46,24484
"Ocupantes presentes (002)",107818,2415,725,444,341,311,256,231,103095
"Casa independiente",,,,,,,,,
"Hogares (004)",25548,628,216,135,92,69,54,46,24308
"Ocupantes presentes (005)",107208,2395,721,441,336,306,256,231,102522
"Departamento en edificio",,,,,,,,,
"Hogares (007)",41,3,1,,,,,,37
"Ocupantes presentes (008)",127,12,2,,,,,,113
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",14,,,,1,1,,,12
"Ocupantes presentes (011)",41,,,,5,5,,,31
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",23,,,,,,,,23
"Ocupantes presentes (014)",123,,,,,,,,123
"Choza o cabaña",,,,,,,,,
"Hogares (016)",4,,,,,,,,4
"Ocupantes presentes (017)",24,,,,,,,,24
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",74,,1,1,,,,,72
"Ocupantes presentes (020)",215,,2,3,,,,,210
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",23,3,,,,,,,20
"Ocupantes presentes (023)",55,8,,,,,,,47
"Otro tipo",,,,,,,,,
"Hogares (025)",8,,,,,,,,8
"Ocupantes presentes (026)",25,,,,,,,,25
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",24605,616,212,135,92,69,52,46,23383
"Ocupantes presentes (029)",102971,2349,695,443,337,310,248,231,98358
"Casa independiente",,,,,,,,,
"Hogares (031)",24424,610,210,134,91,68,52,46,23213
"Ocupantes presentes (032)",102388,2329,691,440,332,305,248,231,97812
"Departamento en edificio",,,,,,,,,
"Hogares (034)",41,3,1,,,,,,37
"Ocupantes presentes (035)",127,12,2,,,,,,113
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",14,,,,1,1,,,12
"Ocupantes presentes (038)",41,,,,5,5,,,31
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",23,,,,,,,,23
"Ocupantes presentes (041)",123,,,,,,,,123
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",74,,1,1,,,,,72
"Ocupantes presentes (047)",215,,2,3,,,,,210
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",21,3,,,,,,,18
"Ocupantes presentes (050)",52,8,,,,,,,44
"Otro tipo",,,,,,,,,
"Hogares (052)",8,,,,,,,,8
"Ocupantes presentes (053)",25,,,,,,,,25
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",1130,18,6,1,1,1,2,,1101
"Ocupantes presentes (056)",4847,66,30,1,4,1,8,,4737
"Casa independiente",,,,,,,,,
"Hogares (058)",1124,18,6,1,1,1,2,,1095
"Ocupantes presentes (059)",4820,66,30,1,4,1,8,,4710
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",4,,,,,,,,4
"Ocupantes presentes (071)",24,,,,,,,,24
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",2,,,,,,,,2
"Ocupantes presentes (077)",3,,,,,,,,3
"Otro tipo",,,,,,,,,
