"CUADRO Nº 7: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PADECIMIENTO DE ALGUNA DIFICULTAD O LIMITACIÓN FÍSICA O MENTAL PERMANENTE DE ALGÚN MIEMBRO DEL HOGAR, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISCAPACIDAD FÍSICA O MENTAL",,,,,"NINGUNA PERSONA CON DISCAPACIDAD"
,,"PARA VER, AÚN USANDO LENTES","PARA OÍR, AÚN USANDO AUDÍ-FONOS PARA SORDERA","PARA HABLAR (ENTONAR / VOCALIZAR)","PARA USAR BRAZOS Y MANOS / PIERNAS Y PIES","ALGUNA OTRA DIFICULTAD O LIMITACIÓN",
,,,,,,,
"Provincia PADRE ABAD",,,,,,,
"Hogares (001)",12269,489,106,126,217,210,11221
"Ocupantes presentes (002)",48740,2139,445,602,1009,979,44072
"Casa independiente",,,,,,,
"Hogares (004)",9077,370,78,89,158,163,8288
"Ocupantes presentes (005)",37535,1711,324,431,766,787,33873
"Departamento en edificio",,,,,,,
"Hogares (007)",87,1,1,1,1,,83
"Ocupantes presentes (008)",275,3,2,3,6,,261
"Vivienda en quinta",,,,,,,
"Hogares (010)",391,7,,2,4,3,375
"Ocupantes presentes (011)",1284,19,,7,20,13,1225
"Vivienda en casa de vecindad",,,,,,,
"Hogares (013)",97,7,1,1,2,1,86
"Ocupantes presentes (014)",370,21,3,7,4,4,334
"Choza o cabaña",,,,,,,
"Hogares (016)",2525,101,25,31,50,41,2306
"Ocupantes presentes (017)",8939,373,113,146,204,168,8078
"Vivienda improvisada",,,,,,,
"Hogares (019)",57,1,,2,1,1,52
"Ocupantes presentes (020)",223,6,,8,6,4,199
"Local no dest.para hab. humana",,,,,,,
"Hogares (022)",28,2,1,,1,1,24
"Ocupantes presentes (023)",88,6,3,,3,3,76
"Otro tipo",,,,,,,
"Hogares (025)",7,,,,,,7
"Ocupantes presentes (026)",26,,,,,,26
,,,,,,,
URBANA,,,,,,,
"Hogares (028)",5906,253,46,58,90,94,5399
"Ocupantes presentes (029)",24907,1198,213,285,455,446,22525
"Casa independiente",,,,,,,
"Hogares (031)",5252,236,43,52,82,89,4783
"Ocupantes presentes (032)",22673,1144,205,260,419,425,20432
"Departamento en edificio",,,,,,,
"Hogares (034)",87,1,1,1,1,,83
"Ocupantes presentes (035)",275,3,2,3,6,,261
"Vivienda en quinta",,,,,,,
"Hogares (037)",391,7,,2,4,3,375
"Ocupantes presentes (038)",1284,19,,7,20,13,1225
"Vivienda en casa de vecindad",,,,,,,
"Hogares (040)",97,7,1,1,2,1,86
"Ocupantes presentes (041)",370,21,3,7,4,4,334
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Hogares (046)",57,1,,2,1,1,52
"Ocupantes presentes (047)",223,6,,8,6,4,199
"Local no dest.para hab. humana",,,,,,,
"Hogares (049)",18,1,1,,,,16
"Ocupantes presentes (050)",63,5,3,,,,55
"Otro tipo",,,,,,,
"Hogares (052)",4,,,,,,4
"Ocupantes presentes (053)",19,,,,,,19
,,,,,,,
RURAL,,,,,,,
"Hogares (055)",6363,236,60,68,127,116,5822
"Ocupantes presentes (056)",23833,941,232,317,554,533,21547
"Casa independiente",,,,,,,
"Hogares (058)",3825,134,35,37,76,74,3505
"Ocupantes presentes (059)",14862,567,119,171,347,362,13441
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Hogares (070)",2525,101,25,31,50,41,2306
"Ocupantes presentes (071)",8939,373,113,146,204,168,8078
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Hogares (076)",10,1,,,1,1,8
"Ocupantes presentes (077)",25,1,,,3,3,21
"Otro tipo",,,,,,,
"Hogares (079)",3,,,,,,3
"Ocupantes presentes (080)",7,,,,,,7
