"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SAN PABLO (000)",19910,4807,5807,4185,3231,1880
"Hombres (001)",9631,2410,2852,1960,1536,873
"Mujeres (002)",10279,2397,2955,2225,1695,1007
"PEA (003)",6729,210,2308,2174,1524,513
"Hombres (004)",5211,114,1761,1657,1232,447
"Mujeres (005)",1518,96,547,517,292,66
"Ocupada (006)",5923,172,1825,1981,1455,490
"Hombres (007)",4604,95,1419,1495,1170,425
"Mujeres (008)",1319,77,406,486,285,65
"Desocupada (009)",806,38,483,193,69,23
"Hombres (010)",607,19,342,162,62,22
"Mujeres (011)",199,19,141,31,7,1
"No PEA (012)",13181,4597,3499,2011,1707,1367
"Hombres (013)",4420,2296,1091,303,304,426
"Mujeres (014)",8761,2301,2408,1708,1403,941
,,,,,,
"URBANA (018)",3122,649,863,799,550,261
"Hombres (019)",1511,336,427,376,252,120
"Mujeres (020)",1611,313,436,423,298,141
"PEA (021)",1316,21,351,561,315,68
"Hombres (022)",844,11,236,335,211,51
"Mujeres (023)",472,10,115,226,104,17
"Ocupada (024)",1184,20,283,511,305,65
"Hombres (025)",748,11,187,298,203,49
"Mujeres (026)",436,9,96,213,102,16
"Desocupada (027)",132,1,68,50,10,3
"Hombres (028)",96,,49,37,8,2
"Mujeres (029)",36,1,19,13,2,1
"No PEA (030)",1806,628,512,238,235,193
"Hombres (031)",667,325,191,41,41,69
"Mujeres (032)",1139,303,321,197,194,124
,,,,,,
"RURAL (036)",16788,4158,4944,3386,2681,1619
"Hombres (037)",8120,2074,2425,1584,1284,753
"Mujeres (038)",8668,2084,2519,1802,1397,866
"PEA (039)",5413,189,1957,1613,1209,445
"Hombres (040)",4367,103,1525,1322,1021,396
"Mujeres (041)",1046,86,432,291,188,49
"Ocupada (042)",4739,152,1542,1470,1150,425
"Hombres (043)",3856,84,1232,1197,967,376
"Mujeres (044)",883,68,310,273,183,49
"Desocupada (045)",674,37,415,143,59,20
"Hombres (046)",511,19,293,125,54,20
"Mujeres (047)",163,18,122,18,5,
"No PEA (048)",11375,3969,2987,1773,1472,1174
"Hombres (049)",3753,1971,900,262,263,357
"Mujeres (050)",7622,1998,2087,1511,1209,817
