"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SAN ANTONIO DE PUTINA (000)",16360,124,6626,5984,3009,617
"Empleado (001)",1069,5,468,391,191,14
"Obrero (002)",7927,18,3732,3045,1066,66
"Trabajador independiente (003)",5222,28,1576,1976,1275,367
"Empleador o patrono (004)",172,,56,68,41,7
"Trabajador familiar no remunerado (005)",1789,69,672,468,421,159
"Trabajador del hogar (006)",181,4,122,36,15,4
"Hombres (008)",12036,62,4831,4495,2205,443
"Empleado (009)",672,2,224,278,155,13
"Obrero (010)",7289,16,3445,2811,958,59
"Trabajador independiente (011)",3057,10,792,1139,845,271
"Empleador o patrono (012)",117,,31,51,31,4
"Trabajador familiar no remunerado (013)",862,33,317,209,209,94
"Trabajador del hogar (014)",39,1,22,7,7,2
"Mujeres (016)",4324,62,1795,1489,804,174
"Empleado (017)",397,3,244,113,36,1
"Obrero (018)",638,2,287,234,108,7
"Trabajador independiente (019)",2165,18,784,837,430,96
"Empleador o patrono (020)",55,,25,17,10,3
"Trabajador familiar no remunerado (021)",927,36,355,259,212,65
"Trabajador del hogar (022)",142,3,100,29,8,2
,,,,,,
"URBANA (024)",11369,90,4839,4382,1843,215
"Empleado (025)",942,5,419,337,169,12
"Obrero (026)",6223,15,2917,2415,829,47
"Trabajador independiente (027)",3270,21,1109,1355,677,108
"Empleador o patrono (028)",150,,48,61,34,7
"Trabajador familiar no remunerado (029)",627,45,240,183,121,38
"Trabajador del hogar (030)",157,4,106,31,13,3
"Hombres (032)",8394,47,3528,3309,1358,152
"Empleado (033)",596,2,205,240,138,11
"Obrero (034)",5740,13,2692,2249,746,40
"Trabajador independiente (035)",1676,8,494,701,396,77
"Empleador o patrono (036)",100,,26,46,24,4
"Trabajador familiar no remunerado (037)",249,23,92,67,48,19
"Trabajador del hogar (038)",33,1,19,6,6,1
"Mujeres (040)",2975,43,1311,1073,485,63
"Empleado (041)",346,3,214,97,31,1
"Obrero (042)",483,2,225,166,83,7
"Trabajador independiente (043)",1594,13,615,654,281,31
"Empleador o patrono (044)",50,,22,15,10,3
"Trabajador familiar no remunerado (045)",378,22,148,116,73,19
"Trabajador del hogar (046)",124,3,87,25,7,2
,,,,,,
"RURAL (048)",4991,34,1787,1602,1166,402
"Empleado (049)",127,,49,54,22,2
"Obrero (050)",1704,3,815,630,237,19
"Trabajador independiente (051)",1952,7,467,621,598,259
"Empleador o patrono (052)",22,,8,7,7,
"Trabajador familiar no remunerado (053)",1162,24,432,285,300,121
"Trabajador del hogar (054)",24,,16,5,2,1
"Hombres (056)",3642,15,1303,1186,847,291
"Empleado (057)",76,,19,38,17,2
"Obrero (058)",1549,3,753,562,212,19
"Trabajador independiente (059)",1381,2,298,438,449,194
"Empleador o patrono (060)",17,,5,5,7,
"Trabajador familiar no remunerado (061)",613,10,225,142,161,75
"Trabajador del hogar (062)",6,,3,1,1,1
"Mujeres (064)",1349,19,484,416,319,111
"Empleado (065)",51,,30,16,5,
"Obrero (066)",155,,62,68,25,
"Trabajador independiente (067)",571,5,169,183,149,65
"Empleador o patrono (068)",5,,3,2,,
"Trabajador familiar no remunerado (069)",549,14,207,143,139,46
"Trabajador del hogar (070)",18,,13,4,1,
