"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia YAUYOS (000)",24478,1178,337,9542,8862,1213,1444,524,1378
"Hombres (001)",13446,221,171,4519,5488,822,942,370,913
"Mujeres (002)",11032,957,166,5023,3374,391,502,154,465
"PEA (003)",13042,475,1,3677,5320,829,1202,375,1163
"Hombres (004)",8738,105,,2043,3981,652,859,292,806
"Mujeres (005)",4304,370,1,1634,1339,177,343,83,357
"Ocupada (006)",12764,471,1,3625,5180,806,1173,370,1138
"Hombres (007)",8543,101,,2006,3871,639,843,288,795
"Mujeres (008)",4221,370,1,1619,1309,167,330,82,343
"Desocupada (009)",278,4,,52,140,23,29,5,25
"Hombres (010)",195,4,,37,110,13,16,4,11
"Mujeres (011)",83,,,15,30,10,13,1,14
"No PEA (012)",11436,703,336,5865,3542,384,242,149,215
"Hombres (013)",4708,116,171,2476,1507,170,83,78,107
"Mujeres (014)",6728,587,165,3389,2035,214,159,71,108
,,,,,,,,,
"URBANA (018)",14010,514,210,5449,5069,675,877,309,907
"Hombres (019)",7113,96,110,2461,2820,387,488,196,555
"Mujeres (020)",6897,418,100,2988,2249,288,389,113,352
"PEA (021)",6803,183,1,1945,2647,382,689,207,749
"Hombres (022)",4156,41,,1007,1808,261,421,142,476
"Mujeres (023)",2647,142,1,938,839,121,268,65,273
"Ocupada (024)",6618,179,1,1915,2561,367,663,203,729
"Hombres (025)",4024,37,,984,1739,252,407,139,466
"Mujeres (026)",2594,142,1,931,822,115,256,64,263
"Desocupada (027)",185,4,,30,86,15,26,4,20
"Hombres (028)",132,4,,23,69,9,14,3,10
"Mujeres (029)",53,,,7,17,6,12,1,10
"No PEA (030)",7207,331,209,3504,2422,293,188,102,158
"Hombres (031)",2957,55,110,1454,1012,126,67,54,79
"Mujeres (032)",4250,276,99,2050,1410,167,121,48,79
,,,,,,,,,
"RURAL (036)",10468,664,127,4093,3793,538,567,215,471
"Hombres (037)",6333,125,61,2058,2668,435,454,174,358
"Mujeres (038)",4135,539,66,2035,1125,103,113,41,113
"PEA (039)",6239,292,,1732,2673,447,513,168,414
"Hombres (040)",4582,64,,1036,2173,391,438,150,330
"Mujeres (041)",1657,228,,696,500,56,75,18,84
"Ocupada (042)",6146,292,,1710,2619,439,510,167,409
"Hombres (043)",4519,64,,1022,2132,387,436,149,329
"Mujeres (044)",1627,228,,688,487,52,74,18,80
"Desocupada (045)",93,,,22,54,8,3,1,5
"Hombres (046)",63,,,14,41,4,2,1,1
"Mujeres (047)",30,,,8,13,4,1,,4
"No PEA (048)",4229,372,127,2361,1120,91,54,47,57
"Hombres (049)",1751,61,61,1022,495,44,16,24,28
"Mujeres (050)",2478,311,66,1339,625,47,38,23,29
