"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CANDARAVE (000)",4239,400,988,1840,35,757,14,205
"Agric., ganadería, caza y silvicultura (001)",2647,9,441,1509,27,661,,
"Pesca (002)",10,,7,3,,,,
"Explotación de minas y canteras (003)",1,,1,,,,,
"Industrias manufactureras (004)",111,1,25,25,1,59,,
"Suministro de electricidad, gas y agua (005)",19,4,15,,,,,
"Construcción (006)",351,8,327,10,3,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",172,9,1,146,2,14,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",6,,,6,,,,
"Comercio al por mayor (009)",5,2,,3,,,,
"Comercio al por menor (010)",161,7,1,137,2,14,,
"Hoteles y restaurantes (011)",55,8,4,35,1,7,,
"Trans., almac. y comunicaciones (012)",58,24,9,24,,1,,
"Intermediación financiera (013)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (014)",37,29,4,4,,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",248,110,138,,,,,
"Enseñanza (016)",172,136,1,35,,,,
"Servicios sociales y de salud (017)",30,28,,2,,,,
"Otras activ. serv.comun.soc y personales (018)",6,6,,,,,,
"Hogares privados con servicio doméstico (019)",14,,,,,,14,
"Actividad economica no especificada (021)",102,27,15,47,1,12,,
"Desocupado (022)",205,,,,,,,205
"Hombres (023)",2704,253,794,1223,24,239,3,168
"Agric., ganadería, caza y silvicultura (024)",1627,7,295,1086,19,220,,
"Pesca (025)",10,,7,3,,,,
"Industrias manufactureras (027)",45,1,22,16,1,5,,
"Suministro de electricidad, gas y agua (028)",19,4,15,,,,,
"Construcción (029)",329,7,306,10,3,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",73,5,1,62,1,4,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",6,,,6,,,,
"Comercio al por mayor (032)",3,2,,1,,,,
"Comercio al por menor (033)",64,3,1,55,1,4,,
"Hoteles y restaurantes (034)",11,4,1,2,,4,,
"Trans., almac. y comunicaciones (035)",55,22,9,23,,1,,
"Intermediación financiera (036)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (037)",26,20,3,3,,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",220,97,123,,,,,
"Enseñanza (039)",62,56,1,5,,,,
"Servicios sociales y de salud (040)",9,9,,,,,,
"Otras activ. serv.comun.soc y personales (041)",2,2,,,,,,
"Hogares privados con servicio doméstico (042)",3,,,,,,3,
"Actividad economica no especificada (044)",44,18,11,13,,2,,
"Desocupado (045)",168,,,,,,,168
"Mujeres (046)",1535,147,194,617,11,518,11,37
"Agric., ganadería, caza y silvicultura (047)",1020,2,146,423,8,441,,
"Explotación de minas y canteras (049)",1,,1,,,,,
"Industrias manufactureras (050)",66,,3,9,,54,,
"Construcción (052)",22,1,21,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",99,4,,84,1,10,,
"Comercio al por mayor (055)",2,,,2,,,,
"Comercio al por menor (056)",97,4,,82,1,10,,
"Hoteles y restaurantes (057)",44,4,3,33,1,3,,
"Trans., almac. y comunicaciones (058)",3,2,,1,,,,
"Activid.inmobil., empres. y alquileres (060)",11,9,1,1,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",28,13,15,,,,,
"Enseñanza (062)",110,80,,30,,,,
"Servicios sociales y de salud (063)",21,19,,2,,,,
"Otras activ. serv.comun.soc y personales (064)",4,4,,,,,,
"Hogares privados con servicio doméstico (065)",11,,,,,,11,
"Actividad economica no especificada (067)",58,9,4,34,1,10,,
,,,,,,,,
"URBANA (068)",2785,324,624,1146,31,486,10,164
"Agric., ganadería, caza y silvicultura (069)",1572,9,265,871,24,403,,
"Pesca (070)",4,,3,1,,,,
"Explotación de minas y canteras (071)",1,,1,,,,,
"Industrias manufactureras (072)",80,1,12,17,1,49,,
"Suministro de electricidad, gas y agua (073)",13,4,9,,,,,
"Construcción (074)",278,7,257,9,2,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",150,7,,128,2,13,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",6,,,6,,,,
"Comercio al por mayor (077)",4,1,,3,,,,
"Comercio al por menor (078)",140,6,,119,2,13,,
"Hoteles y restaurantes (079)",49,7,4,30,1,7,,
"Trans., almac. y comunicaciones (080)",45,17,5,22,,1,,
"Intermediación financiera (081)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (082)",26,21,1,4,,,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",144,89,55,,,,,
"Enseñanza (084)",134,112,1,21,,,,
"Servicios sociales y de salud (085)",22,20,,2,,,,
"Otras activ. serv.comun.soc y personales (086)",4,4,,,,,,
"Hogares privados con servicio doméstico (087)",10,,,,,,10,
"Actividad economica no especificada (089)",88,25,11,41,1,10,,
"Desocupado (090)",164,,,,,,,164
"Hombres (091)",1750,198,509,738,20,153,2,130
"Agric., ganadería, caza y silvicultura (092)",970,7,182,629,16,136,,
"Pesca (093)",4,,3,1,,,,
"Industrias manufactureras (095)",25,1,11,9,1,3,,
"Suministro de electricidad, gas y agua (096)",13,4,9,,,,,
"Construcción (097)",256,6,236,9,2,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",61,4,,52,1,4,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",6,,,6,,,,
"Comercio al por mayor (100)",2,1,,1,,,,
"Comercio al por menor (101)",53,3,,45,1,4,,
"Hoteles y restaurantes (102)",10,3,1,2,,4,,
"Trans., almac. y comunicaciones (103)",43,16,5,21,,1,,
"Intermediación financiera (104)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (105)",18,14,1,3,,,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",127,76,51,,,,,
"Enseñanza (107)",46,44,1,1,,,,
"Servicios sociales y de salud (108)",5,5,,,,,,
"Otras activ. serv.comun.soc y personales (109)",1,1,,,,,,
"Hogares privados con servicio doméstico (110)",2,,,,,,2,
"Actividad economica no especificada (112)",38,16,9,11,,2,,
"Desocupado (113)",130,,,,,,,130
"Mujeres (114)",1035,126,115,408,11,333,8,34
"Agric., ganadería, caza y silvicultura (115)",602,2,83,242,8,267,,
"Explotación de minas y canteras (117)",1,,1,,,,,
"Industrias manufactureras (118)",55,,1,8,,46,,
"Construcción (120)",22,1,21,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (121)",89,3,,76,1,9,,
"Comercio al por mayor (123)",2,,,2,,,,
"Comercio al por menor (124)",87,3,,74,1,9,,
"Hoteles y restaurantes (125)",39,4,3,28,1,3,,
"Trans., almac. y comunicaciones (126)",2,1,,1,,,,
"Activid.inmobil., empres. y alquileres (128)",8,7,,1,,,,
"Admin.pub. y defensa; p. segur.soc.afil (129)",17,13,4,,,,,
"Enseñanza (130)",88,68,,20,,,,
