"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",337,5,147,115,61,9
"Sin nivel (001)",7,,1,4,2,
"Educación inicial (002)",2,,1,1,,
"Primaria (003)",109,2,22,39,37,9
"Secundaria (004)",156,3,83,54,16,
"Superior no univ. incompleta (005)",13,,9,4,,
"Superior no univ. completa (006)",27,,17,9,1,
"Superior univ. incompleta (007)",10,,7,1,2,
"Superior univ. completa (008)",13,,7,3,3,
"Hombres (010)",269,3,114,91,53,8
"Sin nivel (011)",6,,1,3,2,
"Educación inicial (012)",1,,,1,,
"Primaria (013)",90,1,16,32,33,8
"Secundaria (014)",131,2,72,43,14,
"Superior no univ. incompleta (015)",7,,5,2,,
"Superior no univ. completa (016)",16,,9,7,,
"Superior univ. incompleta (017)",8,,6,1,1,
"Superior univ. completa (018)",10,,5,2,3,
"Mujeres (020)",68,2,33,24,8,1
"Sin nivel (021)",1,,,1,,
"Educación inicial (022)",1,,1,,,
"Primaria (023)",19,1,6,7,4,1
"Secundaria (024)",25,1,11,11,2,
"Superior no univ. incompleta (025)",6,,4,2,,
"Superior no univ. completa (026)",11,,8,2,1,
"Superior univ. incompleta (027)",2,,1,,1,
"Superior univ. completa (028)",3,,2,1,,
,,,,,,
"Area Urbana (030)",240,3,108,83,43,3
"Sin nivel (031)",4,,,3,1,
"Educación inicial (032)",2,,1,1,,
"Primaria (033)",63,2,13,23,22,3
"Secundaria (034)",112,1,57,40,14,
"Superior no univ. incompleta (035)",10,,7,3,,
"Superior no univ. completa (036)",27,,17,9,1,
"Superior univ. incompleta (037)",10,,7,1,2,
"Superior univ. completa (038)",12,,6,3,3,
"Hombres (040)",176,1,79,59,35,2
"Sin nivel (041)",3,,,2,1,
"Educación inicial (042)",1,,,1,,
"Primaria (043)",44,1,7,16,18,2
"Secundaria (044)",89,,48,29,12,
"Superior no univ. incompleta (045)",5,,4,1,,
"Superior no univ. completa (046)",16,,9,7,,
"Superior univ. incompleta (047)",8,,6,1,1,
"Superior univ. completa (048)",10,,5,2,3,
"Mujeres (050)",64,2,29,24,8,1
"Sin nivel (051)",1,,,1,,
"Educación inicial (052)",1,,1,,,
"Primaria (053)",19,1,6,7,4,1
"Secundaria (054)",23,1,9,11,2,
"Superior no univ. incompleta (055)",5,,3,2,,
"Superior no univ. completa (056)",11,,8,2,1,
"Superior univ. incompleta (057)",2,,1,,1,
"Superior univ. completa (058)",2,,1,1,,
,,,,,,
"Area Rural (060)",97,2,39,32,18,6
"Sin nivel (061)",3,,1,1,1,
"Primaria (063)",46,,9,16,15,6
"Secundaria (064)",44,2,26,14,2,
"Superior no univ. incompleta (065)",3,,2,1,,
"Superior univ. completa (068)",1,,1,,,
"Hombres (070)",93,2,35,32,18,6
"Sin nivel (071)",3,,1,1,1,
"Primaria (073)",46,,9,16,15,6
"Secundaria (074)",42,2,24,14,2,
"Superior no univ. incompleta (075)",2,,1,1,,
"Mujeres (080)",4,,4,,,
"Secundaria (084)",2,,2,,,
"Superior no univ. incompleta (085)",1,,1,,,
"Superior univ. completa (088)",1,,1,,,
