"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia YAROWILCA (000)",9886,654,786,5045,70,2949,106,276
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",31,31,,,,,,
"Profes., científicos e intelectuales (002)",434,421,,12,1,,,
"Técnicos de nivel medio y trab. asimilados (003)",65,44,,17,2,2,,
"Jefes y empleados de oficina (004)",41,41,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",340,34,3,246,1,56,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4388,,,4333,55,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",102,,30,63,3,6,,
"Obreros construc.,conf.,papel, fab., instr. (008)",156,5,41,104,5,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",3770,34,697,115,2,2816,106,
"Otra (010)",24,24,,,,,,
"Ocupaciñn no especificada (011)",259,20,15,155,1,68,,
"Desocupado (012)",276,,,,,,,276
"Hombres (013)",6573,442,637,3958,62,1242,21,211
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",25,25,,,,,,
"Profes., científicos e intelectuales (015)",287,276,,10,1,,,
"Técnicos de nivel medio y trab. asimilados (016)",51,31,,17,1,2,,
"Jefes y empleados de oficina (017)",29,29,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",108,20,,80,1,7,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",3657,,,3607,50,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",87,,27,54,2,4,,
"Obreros construc.,conf.,papel, fab., instr. (021)",156,5,41,104,5,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",1866,24,562,54,1,1204,21,
"Otra (023)",24,24,,,,,,
"Ocupaciñn no especificada (024)",72,8,7,32,1,24,,
"Desocupado (025)",211,,,,,,,211
"Mujeres (026)",3313,212,149,1087,8,1707,85,65
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",6,6,,,,,,
"Profes., científicos e intelectuales (028)",147,145,,2,,,,
"Técnicos de nivel medio y trab. asimilados (029)",14,13,,,1,,,
"Jefes y empleados de oficina (030)",12,12,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",232,14,3,166,,49,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",731,,,726,5,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",15,,3,9,1,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",1904,10,135,61,1,1612,85,
"Ocupaciñn no especificada (037)",187,12,8,123,,44,,
"Desocupado (038)",65,,,,,,,65
,,,,,,,,
"URBANA (039)",2507,451,211,1141,27,521,22,134
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",25,25,,,,,,
"Profes., científicos e intelectuales (041)",278,271,,6,1,,,
"Técnicos de nivel medio y trab. asimilados (042)",35,28,,6,,1,,
"Jefes y empleados de oficina (043)",35,35,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",221,25,1,154,,41,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",821,,,805,16,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",39,,17,17,3,2,,
"Obreros construc.,conf.,papel, fab., instr. (047)",71,5,17,45,4,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",736,25,175,63,2,449,22,
"Otra (049)",24,24,,,,,,
"Ocupaciñn no especificada (050)",88,13,1,45,1,28,,
"Desocupado (051)",134,,,,,,,134
"Hombres (052)",1670,297,174,849,21,227,3,99
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",20,20,,,,,,
"Profes., científicos e intelectuales (054)",172,167,,4,1,,,
"Técnicos de nivel medio y trab. asimilados (055)",27,20,,6,,1,,
"Jefes y empleados de oficina (056)",24,24,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",65,15,,44,,6,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",708,,,696,12,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",34,,14,16,2,2,,
"Obreros construc.,conf.,papel, fab., instr. (060)",71,5,17,45,4,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",388,17,143,22,1,202,3,
"Otra (062)",24,24,,,,,,
"Ocupaciñn no especificada (063)",38,5,,16,1,16,,
"Desocupado (064)",99,,,,,,,99
"Mujeres (065)",837,154,37,292,6,294,19,35
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",5,5,,,,,,
"Profes., científicos e intelectuales (067)",106,104,,2,,,,
"Técnicos de nivel medio y trab. asimilados (068)",8,8,,,,,,
"Jefes y empleados de oficina (069)",11,11,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",156,10,1,110,,35,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",113,,,109,4,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",5,,3,1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",348,8,32,41,1,247,19,
"Ocupaciñn no especificada (076)",50,8,1,29,,12,,
"Desocupado (077)",35,,,,,,,35
,,,,,,,,
"RURAL (078)",7379,203,575,3904,43,2428,84,142
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",6,6,,,,,,
"Profes., científicos e intelectuales (080)",156,150,,6,,,,
"Técnicos de nivel medio y trab. asimilados (081)",30,16,,11,2,1,,
"Jefes y empleados de oficina (082)",6,6,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",119,9,2,92,1,15,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",3567,,,3528,39,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",63,,13,46,,4,,
"Obreros construc.,conf.,papel, fab., instr. (086)",85,,24,59,1,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",3034,9,522,52,,2367,84,
"Ocupaciñn no especificada (089)",171,7,14,110,,40,,
"Desocupado (090)",142,,,,,,,142
"Hombres (091)",4903,145,463,3109,41,1015,18,112
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",5,5,,,,,,
"Profes., científicos e intelectuales (093)",115,109,,6,,,,
"Técnicos de nivel medio y trab. asimilados (094)",24,11,,11,1,1,,
"Jefes y empleados de oficina (095)",5,5,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",43,5,,36,1,1,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",2949,,,2911,38,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",53,,13,38,,2,,
"Obreros construc.,conf.,papel, fab., instr. (099)",85,,24,59,1,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (100)",1478,7,419,32,,1002,18,
"Ocupaciñn no especificada (102)",34,3,7,16,,8,,
"Desocupado (103)",112,,,,,,,112
