"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TARMA (000)",86325,5005,8393,2207,70817
"Conviviente (001)",22215,766,1499,446,19516
"Separado(a) (002)",2652,85,166,59,2345
"Casado(a) (003)",23503,627,3879,873,18176
"Viudo(a) (004)",4683,139,437,118,3994
"Divorciado(a) (005)",373,4,55,22,293
"Soltero(a) (006)",32899,3384,2357,689,26493
"Hombres (008)",42028,2198,4134,1299,34459
"Conviviente (009)",10800,221,813,291,9484
"Separado(a) (010)",678,17,55,20,587
"Casado(a) (011)",11570,288,1982,531,8806
"Viudo(a) (012)",1345,28,114,37,1167
"Divorciado(a) (013)",184,1,29,12,142
"Soltero(a) (014)",17451,1643,1141,408,14273
"Mujeres (016)",44297,2807,4259,908,36358
"Conviviente (017)",11415,545,686,155,10032
"Separado(a) (018)",1974,68,111,39,1758
"Casado(a) (019)",11933,339,1897,342,9370
"Viudo(a) (020)",3338,111,323,81,2827
"Divorciado(a) (021)",189,3,26,10,151
"Soltero(a) (022)",15448,1741,1216,281,12220
,,,,,
"URBANA (024)",56383,3079,7458,1929,43991
"Conviviente (025)",14025,530,1321,389,11792
"Separado(a) (026)",1854,68,152,55,1582
"Casado(a) (027)",15644,491,3431,765,11001
"Viudo(a) (028)",2861,96,382,100,2287
"Divorciado(a) (029)",287,4,50,21,213
"Soltero(a) (030)",21712,1890,2122,599,17116
"Hombres (032)",27046,1336,3593,1129,21035
"Conviviente (033)",6756,166,694,255,5646
"Separado(a) (034)",472,16,49,18,390
"Casado(a) (035)",7641,229,1724,468,5252
"Viudo(a) (036)",770,19,100,33,619
"Divorciado(a) (037)",138,1,27,11,99
"Soltero(a) (038)",11269,905,999,344,9029
"Mujeres (040)",29337,1743,3865,800,22956
"Conviviente (041)",7269,364,627,134,6146
"Separado(a) (042)",1382,52,103,37,1192
"Casado(a) (043)",8003,262,1707,297,5749
"Viudo(a) (044)",2091,77,282,67,1668
"Divorciado(a) (045)",149,3,23,10,114
"Soltero(a) (046)",10443,985,1123,255,8087
,,,,,
"RURAL (048)",29942,1926,935,278,26826
"Conviviente (049)",8190,236,178,57,7724
"Separado(a) (050)",798,17,14,4,763
"Casado(a) (051)",7859,136,448,108,7175
"Viudo(a) (052)",1822,43,55,18,1707
"Divorciado(a) (053)",86,,5,1,80
"Soltero(a) (054)",11187,1494,235,90,9377
"Hombres (056)",14982,862,541,170,13424
"Conviviente (057)",4044,55,119,36,3838
"Separado(a) (058)",206,1,6,2,197
"Casado(a) (059)",3929,59,258,63,3554
"Viudo(a) (060)",575,9,14,4,548
"Divorciado(a) (061)",46,,2,1,43
"Soltero(a) (062)",6182,738,142,64,5244
"Mujeres (064)",14960,1064,394,108,13402
"Conviviente (065)",4146,181,59,21,3886
"Separado(a) (066)",592,16,8,2,566
"Casado(a) (067)",3930,77,190,45,3621
"Viudo(a) (068)",1247,34,41,14,1159
"Divorciado(a) (069)",40,,3,,37
"Soltero(a) (070)",5005,756,93,26,4133
