"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUANCAYO (000)",8555,91,4519,2477,1262,206
"Sin nivel (001)",156,5,32,46,51,22
"Educación inicial (002)",9,2,3,4,,
"Primaria (003)",1128,44,295,338,354,97
"Secundaria (004)",3583,40,2128,904,461,50
"Superior no univ. incompleta (005)",547,,383,120,42,2
"Superior no univ. completa (006)",1019,,597,351,67,4
"Superior univ. incompleta (007)",578,,353,152,68,5
"Superior univ. completa (008)",1535,,728,562,219,26
"Hombres (010)",5262,55,2564,1505,958,180
"Sin nivel (011)",73,4,20,24,13,12
"Educación inicial (012)",5,2,2,1,,
"Primaria (013)",745,25,169,197,268,86
"Secundaria (014)",2492,24,1393,648,379,48
"Superior no univ. incompleta (015)",318,,213,71,32,2
"Superior no univ. completa (016)",494,,258,190,43,3
"Superior univ. incompleta (017)",356,,196,100,55,5
"Superior univ. completa (018)",779,,313,274,168,24
"Mujeres (020)",3293,36,1955,972,304,26
"Sin nivel (021)",83,1,12,22,38,10
"Educación inicial (022)",4,,1,3,,
"Primaria (023)",383,19,126,141,86,11
"Secundaria (024)",1091,16,735,256,82,2
"Superior no univ. incompleta (025)",229,,170,49,10,
"Superior no univ. completa (026)",525,,339,161,24,1
"Superior univ. incompleta (027)",222,,157,52,13,
"Superior univ. completa (028)",756,,415,288,51,2
,,,,,,
"Area Urbana (030)",7807,79,4098,2281,1168,181
"Sin nivel (031)",123,4,27,37,41,14
"Educación inicial (032)",9,2,3,4,,
"Primaria (033)",930,34,218,286,308,84
"Secundaria (034)",3202,39,1884,803,430,46
"Superior no univ. incompleta (035)",526,,368,117,39,2
"Superior no univ. completa (036)",967,,557,340,66,4
"Superior univ. incompleta (037)",571,,348,150,68,5
"Superior univ. completa (038)",1479,,693,544,216,26
"Hombres (040)",4707,45,2278,1344,881,159
"Sin nivel (041)",53,3,16,17,9,8
"Educación inicial (042)",5,2,2,1,,
"Primaria (043)",583,17,115,153,225,73
"Secundaria (044)",2197,23,1216,561,353,44
"Superior no univ. incompleta (045)",307,,205,70,30,2
"Superior no univ. completa (046)",465,,238,181,43,3
"Superior univ. incompleta (047)",350,,191,99,55,5
"Superior univ. completa (048)",747,,295,262,166,24
"Mujeres (050)",3100,34,1820,937,287,22
"Sin nivel (051)",70,1,11,20,32,6
"Educación inicial (052)",4,,1,3,,
"Primaria (053)",347,17,103,133,83,11
"Secundaria (054)",1005,16,668,242,77,2
"Superior no univ. incompleta (055)",219,,163,47,9,
"Superior no univ. completa (056)",502,,319,159,23,1
"Superior univ. incompleta (057)",221,,157,51,13,
"Superior univ. completa (058)",732,,398,282,50,2
,,,,,,
"Area Rural (060)",748,12,421,196,94,25
"Sin nivel (061)",33,1,5,9,10,8
"Primaria (063)",198,10,77,52,46,13
"Secundaria (064)",381,1,244,101,31,4
"Superior no univ. incompleta (065)",21,,15,3,3,
"Superior no univ. completa (066)",52,,40,11,1,
"Superior univ. incompleta (067)",7,,5,2,,
"Superior univ. completa (068)",56,,35,18,3,
"Hombres (070)",555,10,286,161,77,21
"Sin nivel (071)",20,1,4,7,4,4
"Primaria (073)",162,8,54,44,43,13
"Secundaria (074)",295,1,177,87,26,4
"Superior no univ. incompleta (075)",11,,8,1,2,
"Superior no univ. completa (076)",29,,20,9,,
"Superior univ. incompleta (077)",6,,5,1,,
"Superior univ. completa (078)",32,,18,12,2,
"Mujeres (080)",193,2,135,35,17,4
"Sin nivel (081)",13,,1,2,6,4
"Primaria (083)",36,2,23,8,3,
"Secundaria (084)",86,,67,14,5,
"Superior no univ. incompleta (085)",10,,7,2,1,
"Superior no univ. completa (086)",23,,20,2,1,
"Superior univ. incompleta (087)",1,,,1,,
"Superior univ. completa (088)",24,,17,6,1,
