"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUAYTARA (000)",20347,4717,4928,4461,3634,2607
"Hombres (001)",10724,2445,2610,2542,1905,1222
"Mujeres (002)",9623,2272,2318,1919,1729,1385
"PEA (003)",8638,154,2315,2968,2211,990
"Hombres (004)",6236,102,1660,2197,1580,697
"Mujeres (005)",2402,52,655,771,631,293
"Ocupada (006)",8262,147,2152,2859,2140,964
"Hombres (007)",5938,96,1542,2102,1525,673
"Mujeres (008)",2324,51,610,757,615,291
"Desocupada (009)",376,7,163,109,71,26
"Hombres (010)",298,6,118,95,55,24
"Mujeres (011)",78,1,45,14,16,2
"No PEA (012)",11709,4563,2613,1493,1423,1617
"Hombres (013)",4488,2343,950,345,325,525
"Mujeres (014)",7221,2220,1663,1148,1098,1092
,,,,,,
"URBANA (018)",5966,1370,1622,1289,1012,673
"Hombres (019)",3040,698,852,683,504,303
"Mujeres (020)",2926,672,770,606,508,370
"PEA (021)",2558,63,732,898,630,235
"Hombres (022)",1696,41,501,585,411,158
"Mujeres (023)",862,22,231,313,219,77
"Ocupada (024)",2411,61,660,853,609,228
"Hombres (025)",1590,39,452,548,400,151
"Mujeres (026)",821,22,208,305,209,77
"Desocupada (027)",147,2,72,45,21,7
"Hombres (028)",106,2,49,37,11,7
"Mujeres (029)",41,,23,8,10,
"No PEA (030)",3408,1307,890,391,382,438
"Hombres (031)",1344,657,351,98,93,145
"Mujeres (032)",2064,650,539,293,289,293
,,,,,,
"RURAL (036)",14381,3347,3306,3172,2622,1934
"Hombres (037)",7684,1747,1758,1859,1401,919
"Mujeres (038)",6697,1600,1548,1313,1221,1015
"PEA (039)",6080,91,1583,2070,1581,755
"Hombres (040)",4540,61,1159,1612,1169,539
"Mujeres (041)",1540,30,424,458,412,216
"Ocupada (042)",5851,86,1492,2006,1531,736
"Hombres (043)",4348,57,1090,1554,1125,522
"Mujeres (044)",1503,29,402,452,406,214
"Desocupada (045)",229,5,91,64,50,19
"Hombres (046)",192,4,69,58,44,17
"Mujeres (047)",37,1,22,6,6,2
"No PEA (048)",8301,3256,1723,1102,1041,1179
"Hombres (049)",3144,1686,599,247,232,380
"Mujeres (050)",5157,1570,1124,855,809,799
