"CUADRO Nº 4: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZAN EN EL HOGAR PARA COCINAR SUS ALIMENTOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZA PARA COCINAR",,,,,,,"NO COCINAN"
,,ELECTRICIDAD,GAS,KEROSENE,CARBÓN,LEÑA,"BOSTA, ESTIÉRCOL",OTRO,
,,,,,,,,,
"Provincia CUTERVO",,,,,,,,,
"Hogares (001)",31602,26,3151,44,180,27735,19,6,441
"Ocupantes presentes (002)",137853,101,11701,157,768,124302,92,15,717
"Casa independiente",,,,,,,,,
"Hogares (004)",28887,23,2951,41,172,25275,18,5,402
"Ocupantes presentes (005)",126202,94,10978,145,730,113524,89,12,630
"Departamento en edificio",,,,,,,,,
"Hogares (007)",87,2,78,,,,,,7
"Ocupantes presentes (008)",316,6,295,,,,,,15
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",64,,59,2,,,,,3
"Ocupantes presentes (011)",221,,214,4,,,,,3
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",81,,41,1,1,30,,,8
"Ocupantes presentes (014)",300,,148,8,3,121,,,20
"Choza o cabaña",,,,,,,,,
"Hogares (016)",2455,,19,,7,2410,1,1,17
"Ocupantes presentes (017)",10716,,55,,35,10584,3,3,36
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",4,,,,,4,,,
"Ocupantes presentes (020)",15,,,,,15,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",21,1,3,,,13,,,4
"Ocupantes presentes (023)",80,1,11,,,55,,,13
"Otro tipo",,,,,,,,,
"Hogares (025)",3,,,,,3,,,
"Ocupantes presentes (026)",3,,,,,3,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",6799,25,2921,32,107,3467,6,2,239
"Ocupantes presentes (029)",26520,97,11062,101,410,14430,23,5,392
"Casa independiente",,,,,,,,,
"Hogares (031)",6554,22,2741,29,106,3429,6,2,219
"Ocupantes presentes (032)",25641,90,10395,89,407,14284,23,5,348
"Departamento en edificio",,,,,,,,,
"Hogares (034)",87,2,78,,,,,,7
"Ocupantes presentes (035)",316,6,295,,,,,,15
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",64,,59,2,,,,,3
"Ocupantes presentes (038)",221,,214,4,,,,,3
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",81,,41,1,1,30,,,8
"Ocupantes presentes (041)",300,,148,8,3,121,,,20
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",4,,,,,4,,,
"Ocupantes presentes (047)",15,,,,,15,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",8,1,2,,,3,,,2
"Ocupantes presentes (050)",26,1,10,,,9,,,6
"Otro tipo",,,,,,,,,
"Hogares (052)",1,,,,,1,,,
"Ocupantes presentes (053)",1,,,,,1,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",24803,1,230,12,73,24268,13,4,202
"Ocupantes presentes (056)",111333,4,639,56,358,109872,69,10,325
"Casa independiente",,,,,,,,,
"Hogares (058)",22333,1,210,12,66,21846,12,3,183
"Ocupantes presentes (059)",100561,4,583,56,323,99240,66,7,282
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",2455,,19,,7,2410,1,1,17
"Ocupantes presentes (071)",10716,,55,,35,10584,3,3,36
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",13,,1,,,10,,,2
"Ocupantes presentes (077)",54,,1,,,46,,,7
"Otro tipo",,,,,,,,,
"Hogares (079)",2,,,,,2,,,
"Ocupantes presentes (080)",2,,,,,2,,,
