"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia CUTERVO",,,,,,,,
"Hogares (001)",31602,26285,3725,1028,68,733,540,4698
"Ocupantes presentes (002)",137853,118237,15429,4280,307,3187,2348,17077
"Casa independiente",,,,,,,,
"Hogares (004)",28887,24168,3595,978,65,713,519,4132
"Ocupantes presentes (005)",126202,108962,14936,4090,293,3108,2278,14836
"Departamento en edificio",,,,,,,,
"Hogares (007)",87,69,58,31,1,15,16,6
"Ocupantes presentes (008)",316,245,211,117,3,61,53,26
"Vivienda en quinta",,,,,,,,
"Hogares (010)",64,40,25,4,,,2,17
"Ocupantes presentes (011)",221,141,103,13,,,5,48
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",81,55,28,9,1,2,2,17
"Ocupantes presentes (014)",300,197,110,37,5,9,9,61
"Choza o cabaña",,,,,,,,
"Hogares (016)",2455,1936,14,4,1,3,,516
"Ocupantes presentes (017)",10716,8622,53,19,6,9,,2079
"Vivienda improvisada",,,,,,,,
"Hogares (019)",4,3,1,,,,,1
"Ocupantes presentes (020)",15,13,4,,,,,2
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",21,12,4,2,,,1,8
"Ocupantes presentes (023)",80,55,12,4,,,3,24
"Otro tipo",,,,,,,,
"Hogares (025)",3,2,,,,,,1
"Ocupantes presentes (026)",3,2,,,,,,1
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",6799,5154,3160,941,67,664,531,1151
"Ocupantes presentes (029)",26520,20607,12890,3923,301,2890,2311,3926
"Casa independiente",,,,,,,,
"Hogares (031)",6554,4983,3045,895,65,647,510,1105
"Ocupantes presentes (032)",25641,19997,12451,3752,293,2820,2241,3776
"Departamento en edificio",,,,,,,,
"Hogares (034)",87,69,58,31,1,15,16,6
"Ocupantes presentes (035)",316,245,211,117,3,61,53,26
"Vivienda en quinta",,,,,,,,
"Hogares (037)",64,40,25,4,,,2,17
"Ocupantes presentes (038)",221,141,103,13,,,5,48
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",81,55,28,9,1,2,2,17
"Ocupantes presentes (041)",300,197,110,37,5,9,9,61
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",4,3,1,,,,,1
"Ocupantes presentes (047)",15,13,4,,,,,2
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",8,4,3,2,,,1,4
"Ocupantes presentes (050)",26,14,11,4,,,3,12
"Otro tipo",,,,,,,,
"Hogares (052)",1,,,,,,,1
"Ocupantes presentes (053)",1,,,,,,,1
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",24803,21131,565,87,1,69,9,3547
"Ocupantes presentes (056)",111333,97630,2539,357,6,297,37,13151
"Casa independiente",,,,,,,,
"Hogares (058)",22333,19185,550,83,,66,9,3027
"Ocupantes presentes (059)",100561,88965,2485,338,,288,37,11060
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",2455,1936,14,4,1,3,,516
"Ocupantes presentes (071)",10716,8622,53,19,6,9,,2079
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",13,8,1,,,,,4
"Ocupantes presentes (077)",54,41,1,,,,,12
"Otro tipo",,,,,,,,
"Hogares (079)",2,2,,,,,,
"Ocupantes presentes (080)",2,2,,,,,,
