"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LAURICOCHA (000)",32948,17029,3189,332,12506
"Sin Nivel (001)",4557,2565,134,14,1848
"Educación Inicial (002)",691,583,44,1,64
"Primaria (003)",14582,8863,617,77,5045
"Secundaria (004)",10236,4473,1282,141,4394
"Sup. no Univ. Incompleta (005)",792,256,156,14,368
"Sup. no Univ. Completa (006)",883,116,419,33,326
"Sup. Univ. Incompleta (007)",428,89,109,14,222
"Sup. Univ. Completa (008)",779,84,428,38,239
"Hombres (010)",17103,8112,2193,238,6654
"Sin Nivel (011)",1904,1150,61,4,691
"Educación Inicial (012)",331,284,16,1,30
"Primaria (013)",6875,4061,332,38,2457
"Secundaria (014)",6141,2310,968,116,2799
"Sup. no Univ. Incompleta (015)",504,145,124,9,228
"Sup. no Univ. Completa (016)",560,64,314,28,165
"Sup. Univ. Incompleta (017)",257,50,72,10,131
"Sup. Univ. Completa (018)",531,48,306,32,153
"Mujeres (020)",15845,8917,996,94,5852
"Sin Nivel (021)",2653,1415,73,10,1157
"Educación Inicial (022)",360,299,28,,34
"Primaria (023)",7707,4802,285,39,2588
"Secundaria (024)",4095,2163,314,25,1595
"Sup. no Univ. Incompleta (025)",288,111,32,5,140
"Sup. no Univ. Completa (026)",323,52,105,5,161
"Sup. Univ. Incompleta (027)",171,39,37,4,91
"Sup. Univ. Completa (028)",248,36,122,6,86
,,,,,
"URBANA (030)",7452,3559,1221,127,2559
"Sin Nivel (031)",687,432,64,10,183
"Educación Inicial (032)",208,160,25,1,22
"Primaria (033)",2884,1684,292,42,870
"Secundaria (034)",2481,1110,353,34,989
"Sup. no Univ. Incompleta (035)",254,63,51,3,137
"Sup. no Univ. Completa (036)",349,44,165,15,126
"Sup. Univ. Incompleta (037)",186,33,40,5,108
"Sup. Univ. Completa (038)",403,33,231,17,124
"Hombres (040)",3697,1678,651,73,1306
"Sin Nivel (041)",286,200,33,3,52
"Educación Inicial (042)",94,76,10,1,7
"Primaria (043)",1260,730,131,19,381
"Secundaria (044)",1376,575,183,20,603
"Sup. no Univ. Incompleta (045)",147,36,33,2,76
"Sup. no Univ. Completa (046)",188,25,95,11,58
"Sup. Univ. Incompleta (047)",93,16,18,2,57
"Sup. Univ. Completa (048)",253,20,148,15,72
"Mujeres (050)",3755,1881,570,54,1253
"Sin Nivel (051)",401,232,31,7,131
"Educación Inicial (052)",114,84,15,,15
"Primaria (053)",1624,954,161,23,489
"Secundaria (054)",1105,535,170,14,386
"Sup. no Univ. Incompleta (055)",107,27,18,1,61
"Sup. no Univ. Completa (056)",161,19,70,4,68
"Sup. Univ. Incompleta (057)",93,17,22,3,51
"Sup. Univ. Completa (058)",150,13,83,2,52
,,,,,
"RURAL (060)",25496,13470,1968,205,9947
"Sin Nivel (061)",3870,2133,70,4,1665
"Educación Inicial (062)",483,423,19,,42
"Primaria (063)",11698,7179,325,35,4175
"Secundaria (064)",7755,3363,929,107,3405
"Sup. no Univ. Incompleta (065)",538,193,105,11,231
"Sup. no Univ. Completa (066)",534,72,254,18,200
"Sup. Univ. Incompleta (067)",242,56,69,9,114
"Sup. Univ. Completa (068)",376,51,197,21,115
"Hombres (070)",13406,6434,1542,165,5348
"Sin Nivel (071)",1618,950,28,1,639
"Educación Inicial (072)",237,208,6,,23
"Primaria (073)",5615,3331,201,19,2076
"Secundaria (074)",4765,1735,785,96,2196
"Sup. no Univ. Incompleta (075)",357,109,91,7,152
"Sup. no Univ. Completa (076)",372,39,219,17,107
"Sup. Univ. Incompleta (077)",164,34,54,8,74
"Sup. Univ. Completa (078)",278,28,158,17,81
"Mujeres (080)",12090,7036,426,40,4599
"Sin Nivel (081)",2252,1183,42,3,1026
"Educación Inicial (082)",246,215,13,,19
"Primaria (083)",6083,3848,124,16,2099
"Secundaria (084)",2990,1628,144,11,1209
"Sup. no Univ. Incompleta (085)",181,84,14,4,79
"Sup. no Univ. Completa (086)",162,33,35,1,93
"Sup. Univ. Incompleta (087)",78,22,15,1,40
"Sup. Univ. Completa (088)",98,23,39,4,34
