"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PACHITEA (000)",866,178,688
"Sin nivel (001)",117,15,102
"Primaria (003)",419,80,339
"Secundaria (004)",263,68,195
"Superior no univ. incompleta (005)",11,5,6
"Superior no univ. completa (006)",19,5,14
"Superior univ. incompleta (007)",7,1,6
"Superior univ. completa (008)",30,4,26
"De 14 a 29 años (010)",542,144,398
"Sin nivel (011)",36,10,26
"Primaria (013)",250,64,186
"Secundaria (014)",212,59,153
"Superior no univ. incompleta (015)",10,5,5
"Superior no univ. completa (016)",10,2,8
"Superior univ. incompleta (017)",5,1,4
"Superior univ. completa (018)",19,3,16
"De 30 a 44 años (020)",197,31,166
"Sin nivel (021)",28,4,24
"Primaria (023)",106,14,92
"Secundaria (024)",42,9,33
"Superior no univ. completa (026)",9,3,6
"Superior univ. incompleta (027)",2,,2
"Superior univ. completa (028)",10,1,9
"De 45 a 64 años (030)",93,3,90
"Sin nivel (031)",29,1,28
"Primaria (033)",53,2,51
"Secundaria (034)",9,,9
"Superior no univ. incompleta (035)",1,,1
"Superior univ. completa (038)",1,,1
"De 65 y más años (040)",34,,34
"Sin nivel (041)",24,,24
"Primaria (043)",10,,10
,,,
"AREA URBANA (050)",236,56,180
"Sin nivel (051)",13,1,12
"Primaria (053)",80,18,62
"Secundaria (054)",94,25,69
"Superior no univ. incompleta (055)",9,4,5
"Superior no univ. completa (056)",15,3,12
"Superior univ. incompleta (057)",7,1,6
"Superior univ. completa (058)",18,4,14
"De 14 a 29 años (060)",149,48,101
"Sin nivel (061)",5,1,4
"Primaria (063)",40,15,25
"Secundaria (064)",69,22,47
"Superior no univ. incompleta (065)",8,4,4
"Superior no univ. completa (066)",8,2,6
"Superior univ. incompleta (067)",5,1,4
"Superior univ. completa (068)",14,3,11
"De 30 a 44 años (070)",58,8,50
"Sin nivel (071)",4,,4
"Primaria (073)",24,3,21
"Secundaria (074)",18,3,15
"Superior no univ. completa (076)",7,1,6
"Superior univ. incompleta (077)",2,,2
"Superior univ. completa (078)",3,1,2
"De 45 a 64 años (080)",24,,24
"Sin nivel (081)",1,,1
"Primaria (083)",14,,14
"Secundaria (084)",7,,7
"Superior no univ. incompleta (085)",1,,1
"Superior univ. completa (088)",1,,1
"De 65 y más años (090)",5,,5
"Sin nivel (091)",3,,3
"Primaria (093)",2,,2
,,,
"AREA RURAL (100)",630,122,508
"Sin nivel (101)",104,14,90
"Primaria (103)",339,62,277
"Secundaria (104)",169,43,126
"Superior no univ. incompleta (105)",2,1,1
"Superior no univ. completa (106)",4,2,2
"Superior univ. completa (108)",12,,12
"De 14 a 29 años (110)",393,96,297
"Sin nivel (111)",31,9,22
"Primaria (113)",210,49,161
"Secundaria (114)",143,37,106
"Superior no univ. incompleta (115)",2,1,1
"Superior no univ. completa (116)",2,,2
"Superior univ. completa (118)",5,,5
"De 30 a 44 años (120)",139,23,116
"Sin nivel (121)",24,4,20
"Primaria (123)",82,11,71
"Secundaria (124)",24,6,18
"Superior no univ. completa (126)",2,2,
"Superior univ. completa (128)",7,,7
"De 45 a 64 años (130)",69,3,66
"Sin nivel (131)",28,1,27
"Primaria (133)",39,2,37
"Secundaria (134)",2,,2
"De 65 y más años (140)",29,,29
"Sin nivel (141)",21,,21
"Primaria (143)",8,,8
