"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SANDIA (000)",14208,13689,83,2779,2743,2377,3340,1705,571,91,519,46761
"De 12 a 14 años (001)",29,12,1,8,3,,,,,,17,14
"De 15 a 19 años (002)",423,382,6,338,35,3,,,,,41,417
"De 20 a 24 años (003)",1559,1372,11,833,399,108,19,2,,,187,2048
"De 25 a 29 años (004)",2071,1930,14,694,660,371,175,14,2,,141,3970
"De 30 a 34 años (005)",1846,1789,7,293,565,442,414,62,6,,57,4954
"De 35 a 39 años (006)",1901,1877,5,174,417,457,606,178,35,5,24,6511
"De 40 a 44 años (007)",1562,1550,5,106,195,294,570,284,83,13,12,6550
"De 45 a 49 años (008)",1262,1254,7,79,130,193,437,292,105,11,8,5748
"De 50 y más años (009)",3555,3523,27,254,339,509,1119,873,340,62,32,16549
"PEA (010)",7816,7526,46,1426,1487,1313,1917,946,336,55,290,26255
"De 12 a 14 años (011)",5,1,,,1,,,,,,4,2
"De 15 a 19 años (012)",164,148,1,129,17,1,,,,,16,166
"De 20 a 24 años (013)",677,583,,360,166,49,6,2,,,94,879
"De 25 a 29 años (014)",1074,985,13,363,327,184,89,7,2,,89,2006
"De 30 a 34 años (015)",1072,1027,6,187,322,248,227,36,1,,45,2774
"De 35 a 39 años (016)",1124,1109,4,107,264,279,341,92,19,3,15,3739
"De 40 a 44 años (017)",929,919,3,77,121,158,354,158,43,5,10,3789
"De 45 a 49 años (018)",780,775,7,54,81,127,255,173,70,8,5,3520
"De 50 y más años (019)",1991,1979,12,149,188,267,645,478,201,39,12,9380
"Ocupada (020)",7746,7472,45,1409,1469,1304,1910,944,336,55,274,26130
"De 12 a 14 años (021)",5,1,,,1,,,,,,4,2
