"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SULLANA (000)",287680,51758,41797,16719,178160
"Menos de 1 año (001)",5846,2678,797,240,2141
"De 1 a 14 años (002)",82189,31630,12524,3889,34284
"De 15 a 29 años (003)",78705,9491,6922,4659,57759
"De 30 a 44 años (004)",59368,4495,9118,3546,42465
"De 45 a 64 años (005)",43444,2421,7366,2899,30953
"De 65 y mas años (006)",18128,1043,5070,1486,10558
"Hombres (008)",142411,23992,20273,9594,89018
"Menos de 1 año (009)",2873,1335,413,114,1018
"De 1 a 14 años (010)",41617,16040,6320,1995,17332
"De 15 a 29 años (011)",38612,3561,3165,2921,29037
"De 30 a 44 años (012)",28723,1454,4133,2000,21305
"De 45 a 64 años (013)",21663,1043,3450,1700,15599
"De 65 y mas años (014)",8923,559,2792,864,4727
"Mujeres (016)",145269,27766,21524,7125,89142
"Menos de 1 año (017)",2973,1343,384,126,1123
"De 1 a 14 años (018)",40572,15590,6204,1894,16952
"De 15 a 29 años (019)",40093,5930,3757,1738,28722
"De 30 a 44 años (020)",30645,3041,4985,1546,21160
"De 45 a 64 años (021)",21781,1378,3916,1199,15354
"De 65 y mas años (022)",9205,484,2278,622,5831
,,,,,
"URBANA (024)",258723,44472,39920,15959,159101
"Menos de 1 año (025)",5272,2354,759,222,1947
"De 1 a 14 años (026)",73385,27036,11946,3711,30828
"De 15 a 29 años (027)",70689,8203,6478,4342,51788
"De 30 a 44 años (028)",53858,3838,8769,3454,38045
"De 45 a 64 años (029)",39403,2111,7149,2823,27506
"De 65 y mas años (030)",16116,930,4819,1407,8987
"Hombres (032)",127295,20520,19275,9063,78883
"Menos de 1 año (033)",2629,1199,397,107,933
"De 1 a 14 años (034)",37127,13714,6035,1891,15557
"De 15 a 29 años (035)",34406,3035,2944,2664,25832
"De 30 a 44 años (036)",25874,1193,3940,1937,18966
"De 45 a 64 años (037)",19480,895,3334,1653,13718
"De 65 y mas años (038)",7779,484,2625,811,3877
"Mujeres (040)",131428,23952,20645,6896,80218
"Menos de 1 año (041)",2643,1155,362,115,1014
"De 1 a 14 años (042)",36258,13322,5911,1820,15271
"De 15 a 29 años (043)",36283,5168,3534,1678,25956
"De 30 a 44 años (044)",27984,2645,4829,1517,19079
"De 45 a 64 años (045)",19923,1216,3815,1170,13788
"De 65 y mas años (046)",8337,446,2194,596,5110
,,,,,
"RURAL (048)",28957,7286,1877,760,19059
"Menos de 1 año (049)",574,324,38,18,194
"De 1 a 14 años (050)",8804,4594,578,178,3456
"De 15 a 29 años (051)",8016,1288,444,317,5971
"De 30 a 44 años (052)",5510,657,349,92,4420
"De 45 a 64 años (053)",4041,310,217,76,3447
"De 65 y mas años (054)",2012,113,251,79,1571
"Hombres (056)",15116,3472,998,531,10135
"Menos de 1 año (057)",244,136,16,7,85
"De 1 a 14 años (058)",4490,2326,285,104,1775
"De 15 a 29 años (059)",4206,526,221,257,3205
"De 30 a 44 años (060)",2849,261,193,63,2339
"De 45 a 64 años (061)",2183,148,116,47,1881
"De 65 y mas años (062)",1144,75,167,53,850
"Mujeres (064)",13841,3814,879,229,8924
"Menos de 1 año (065)",330,188,22,11,109
"De 1 a 14 años (066)",4314,2268,293,74,1681
"De 15 a 29 años (067)",3810,762,223,60,2766
"De 30 a 44 años (068)",2661,396,156,29,2081
"De 45 a 64 años (069)",1858,162,101,29,1566
"De 65 y mas años (070)",868,38,84,26,721
