"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia HUAYLAS (000)",29666,13876,451,307,13540,478,10,101,62,841
"Hombres (001)",10559,7180,279,149,2131,235,7,50,62,466
"Mujeres (002)",19107,6696,172,158,11409,243,3,51,,375
"De 06 a 14 años (003)",11828,10879,,,439,171,,11,,328
"Hombres (004)",5978,5591,,,136,87,,6,,158
"Mujeres (005)",5850,5288,,,303,84,,5,,170
"De 15 a 29 años (006)",7464,2932,5,94,4138,,2,29,62,202
"Hombres (007)",2443,1567,,43,650,,1,16,62,104
"Mujeres (008)",5021,1365,5,51,3488,,1,13,,98
"De 30 a 44 años (009)",3919,49,14,65,3693,,3,12,,83
"Hombres (010)",585,20,4,26,476,,3,7,,49
"Mujeres (011)",3334,29,10,39,3217,,,5,,34
"De 45 a 64 años (012)",3369,15,141,67,3038,5,2,15,,86
"Hombres (013)",631,1,86,35,430,4,1,6,,68
"Mujeres (014)",2738,14,55,32,2608,1,1,9,,18
"De 65 y más años (015)",3086,1,291,81,2232,302,3,34,,142
"Hombres (016)",922,1,189,45,439,144,2,15,,87
"Mujeres (017)",2164,,102,36,1793,158,1,19,,55
,,,,,,,,,,
"AREA URBANA (018)",8525,4504,365,147,3170,71,8,28,55,177
"Hombres (019)",3212,2272,221,64,443,29,6,13,55,109
"Mujeres (020)",5313,2232,144,83,2727,42,2,15,,68
"De 06 a 14 años (021)",3217,3102,,,63,17,,5,,30
"Hombres (022)",1655,1602,,,27,7,,2,,17
"Mujeres (023)",1562,1500,,,36,10,,3,,13
"De 15 a 29 años (024)",2450,1372,,41,910,,1,8,55,63
"Hombres (025)",900,657,,18,131,,1,5,55,33
"Mujeres (026)",1550,715,,23,779,,,3,,30
"De 30 a 44 años (027)",946,26,8,31,854,,2,3,,22
"Hombres (028)",123,11,3,10,77,,2,3,,17
"Mujeres (029)",823,15,5,21,777,,,,,5
"De 45 a 64 años (030)",930,3,128,34,734,,2,4,,25
"Hombres (031)",223,1,79,16,103,,1,2,,21
"Mujeres (032)",707,2,49,18,631,,1,2,,4
"De 65 y más años (033)",982,1,229,41,609,54,3,8,,37
"Hombres (034)",311,1,139,20,105,22,2,1,,21
"Mujeres (035)",671,,90,21,504,32,1,7,,16
,,,,,,,,,,
"AREA RURAL (036)",21141,9372,86,160,10370,407,2,73,7,664
"Hombres (037)",7347,4908,58,85,1688,206,1,37,7,357
"Mujeres (038)",13794,4464,28,75,8682,201,1,36,,307
"De 06 a 14 años (039)",8611,7777,,,376,154,,6,,298
"Hombres (040)",4323,3989,,,109,80,,4,,141
"Mujeres (041)",4288,3788,,,267,74,,2,,157
"De 15 a 29 años (042)",5014,1560,5,53,3228,,1,21,7,139
"Hombres (043)",1543,910,,25,519,,,11,7,71
"Mujeres (044)",3471,650,5,28,2709,,1,10,,68
"De 30 a 44 años (045)",2973,23,6,34,2839,,1,9,,61
"Hombres (046)",462,9,1,16,399,,1,4,,32
"Mujeres (047)",2511,14,5,18,2440,,,5,,29
"De 45 a 64 años (048)",2439,12,13,33,2304,5,,11,,61
"Hombres (049)",408,,7,19,327,4,,4,,47
"Mujeres (050)",2031,12,6,14,1977,1,,7,,14
"De 65 y más años (051)",2104,,62,40,1623,248,,26,,105
"Hombres (052)",611,,50,25,334,122,,14,,66
"Mujeres (053)",1493,,12,15,1289,126,,12,,39
