"CUADRO Nº 1: VIVIENDAS PARTICULARES, POR CONDICIÓN DE OCUPACIÓN DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y TIPO DE VIVIENDA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y TIPO DE VIVIENDA",TOTAL,"CONDICIÓN DE OCUPACIÓN",,,,,,,,
,,OCUPADA,,,,DESOCUPADA,,,,
,,TOTAL,"CON PERSONAS PRESENTES","CON PERSONAS AUSENTES","DE USO OCASIONAL",TOTAL,"EN ALQUILER O VENTA","EN CONSTRUCCIÓN O REPARACIÓN","ABANDONADA CERRADA","OTRA CAUSA"
,,,,,,,,,,
"Provincia TACNA (000)",86595,79702,71553,6211,1938,6893,321,1100,5243,229
"Casa independiente (001)",71975,67382,61902,4154,1326,4593,223,1079,3121,170
"Departamento en edificio (002)",2674,2494,2226,248,20,180,78,8,87,7
"Vivienda en quinta (003)",437,417,393,24,,20,13,2,5,
"Vivienda en casa de vecindad (004)",479,442,410,31,1,37,7,11,15,4
"Choza o cabaña (005)",3618,2954,1807,608,539,664,,,643,21
"Vivienda improvisada (006)",7243,5844,4646,1146,52,1399,,,1372,27
"Local no dest.para hab. humana (007)",139,139,139,,,,,,,
"Otro tipo (008)",30,30,30,,,,,,,
,,,,,,,,,,
"URBANA (009)",77170,71581,66179,4577,825,5589,311,914,4187,177
"Casa independiente (010)",66188,62235,58355,3128,752,3953,213,893,2708,139
"Departamento en edificio (011)",2674,2494,2226,248,20,180,78,8,87,7
"Vivienda en quinta (012)",437,417,393,24,,20,13,2,5,
"Vivienda en casa de vecindad (013)",479,442,410,31,1,37,7,11,15,4
"Vivienda improvisada (015)",7243,5844,4646,1146,52,1399,,,1372,27
"Local no dest.para hab. humana (016)",131,131,131,,,,,,,
"Otro tipo (017)",18,18,18,,,,,,,
,,,,,,,,,,
"RURAL (018)",9425,8121,5374,1634,1113,1304,10,186,1056,52
"Casa independiente (019)",5787,5147,3547,1026,574,640,10,186,413,31
"Choza o cabaña (023)",3618,2954,1807,608,539,664,,,643,21
"Local no dest.para hab. humana (025)",8,8,8,,,,,,,
"Otro tipo (026)",12,12,12,,,,,,,
