"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia MELGAR (000)",24305,20154,1153,748,2250
"Hombres (001)",14281,11286,823,586,1586
"Mujeres (002)",10024,8868,330,162,664
"De 06 a 14 años (003)",359,342,15,,2
"Hombres (004)",189,180,8,,1
"Mujeres (005)",170,162,7,,1
"De 15 a 29 años (006)",6589,5447,412,231,499
"Hombres (007)",3801,2995,302,181,323
"Mujeres (008)",2788,2452,110,50,176
"De 30 a 44 años (009)",8456,6606,454,324,1072
"Hombres (010)",4987,3660,321,243,763
"Mujeres (011)",3469,2946,133,81,309
"De 45 a 64 años (012)",6690,5625,231,179,655
"Hombres (013)",3979,3182,166,150,481
"Mujeres (014)",2711,2443,65,29,174
"De 65 y más años (015)",2211,2134,41,14,22
"Hombres (016)",1325,1269,26,12,18
"Mujeres (017)",886,865,15,2,4
,,,,,
"URBANA (018)",10262,7317,671,493,1781
"Hombres (019)",6039,4030,480,370,1159
"Mujeres (020)",4223,3287,191,123,622
"De 06 a 14 años (021)",136,125,9,,2
"Hombres (022)",67,62,4,,1
"Mujeres (023)",69,63,5,,1
"De 15 a 29 años (024)",2854,2100,247,136,371
"Hombres (025)",1719,1222,181,101,215
"Mujeres (026)",1135,878,66,35,156
"De 30 a 44 años (027)",4025,2688,276,237,824
"Hombres (028)",2349,1449,197,169,534
"Mujeres (029)",1676,1239,79,68,290
"De 45 a 64 años (030)",2694,1897,115,114,568
"Hombres (031)",1587,1013,83,94,397
"Mujeres (032)",1107,884,32,20,171
"De 65 y más años (033)",553,507,24,6,16
"Hombres (034)",317,284,15,6,12
"Mujeres (035)",236,223,9,,4
,,,,,
"RURAL (036)",14043,12837,482,255,469
"Hombres (037)",8242,7256,343,216,427
"Mujeres (038)",5801,5581,139,39,42
"De 06 a 14 años (039)",223,217,6,,
"Hombres (040)",122,118,4,,
"Mujeres (041)",101,99,2,,
"De 15 a 29 años (042)",3735,3347,165,95,128
"Hombres (043)",2082,1773,121,80,108
"Mujeres (044)",1653,1574,44,15,20
"De 30 a 44 años (045)",4431,3918,178,87,248
"Hombres (046)",2638,2211,124,74,229
"Mujeres (047)",1793,1707,54,13,19
"De 45 a 64 años (048)",3996,3728,116,65,87
"Hombres (049)",2392,2169,83,56,84
"Mujeres (050)",1604,1559,33,9,3
"De 65 y más años (051)",1658,1627,17,8,6
"Hombres (052)",1008,985,11,6,6
"Mujeres (053)",650,642,6,2,
