"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia RIOJA (000)",36922,4898,5830,18690,1433,3830,1296,945
"Agric., ganadería, caza y silvicultura (001)",19713,26,3816,11769,1084,3018,,
"Pesca (002)",7,,4,1,2,,,
"Explotación de minas y canteras (003)",11,6,5,,,,,
"Industrias manufactureras (004)",1462,83,450,837,48,44,,
"Suministro de electricidad, gas y agua (005)",38,17,18,3,,,,
"Construcción (006)",1130,25,822,245,27,11,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",4623,773,128,3050,152,520,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",541,52,83,357,30,19,,
"Comercio al por mayor (009)",197,48,15,98,12,24,,
"Comercio al por menor (010)",3885,673,30,2595,110,477,,
"Hoteles y restaurantes (011)",1178,346,30,744,21,37,,
"Trans., almac. y comunicaciones (012)",1808,337,210,1191,45,25,,
"Intermediación financiera (013)",47,42,1,3,1,,,
"Activid.inmobil., empres. y alquileres (014)",429,300,23,86,16,4,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",461,420,41,,,,,
"Enseñanza (016)",1585,1503,,77,1,4,,
"Servicios sociales y de salud (017)",426,341,4,73,4,4,,
"Otras activ. serv.comun.soc y personales (018)",473,248,27,182,8,8,,
"Hogares privados con servicio doméstico (019)",1296,,,,,,1296,
"Actividad economica no especificada (021)",1290,431,251,429,24,155,,
"Desocupado (022)",945,,,,,,,945
"Hombres (023)",27717,2626,5082,15402,1284,2588,48,687
"Agric., ganadería, caza y silvicultura (024)",17839,20,3275,11157,1035,2352,,
"Pesca (025)",6,,3,1,2,,,
"Explotación de minas y canteras (026)",11,6,5,,,,,
"Industrias manufactureras (027)",1144,68,413,599,38,26,,
"Suministro de electricidad, gas y agua (028)",35,16,17,2,,,,
"Construcción (029)",1112,24,807,244,27,10,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",2433,404,125,1693,104,107,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",499,44,81,336,28,10,,
"Comercio al por mayor (032)",131,29,15,68,12,7,,
"Comercio al por menor (033)",1803,331,29,1289,64,90,,
"Hoteles y restaurantes (034)",203,78,10,107,3,5,,
"Trans., almac. y comunicaciones (035)",1701,264,198,1174,43,22,,
"Intermediación financiera (036)",37,33,1,2,1,,,
"Activid.inmobil., empres. y alquileres (037)",327,224,18,72,11,2,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",299,273,26,,,,,
"Enseñanza (039)",804,769,,32,1,2,,
"Servicios sociales y de salud (040)",163,110,4,45,3,1,,
"Otras activ. serv.comun.soc y personales (041)",264,144,19,87,6,8,,
"Hogares privados con servicio doméstico (042)",48,,,,,,48,
"Actividad economica no especificada (044)",604,193,161,187,10,53,,
"Desocupado (045)",687,,,,,,,687
"Mujeres (046)",9205,2272,748,3288,149,1242,1248,258
"Agric., ganadería, caza y silvicultura (047)",1874,6,541,612,49,666,,
"Pesca (048)",1,,1,,,,,
"Industrias manufactureras (050)",318,15,37,238,10,18,,
"Suministro de electricidad, gas y agua (051)",3,1,1,1,,,,
"Construcción (052)",18,1,15,1,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",2190,369,3,1357,48,413,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",42,8,2,21,2,9,,
"Comercio al por mayor (055)",66,19,,30,,17,,
"Comercio al por menor (056)",2082,342,1,1306,46,387,,
"Hoteles y restaurantes (057)",975,268,20,637,18,32,,
"Trans., almac. y comunicaciones (058)",107,73,12,17,2,3,,
"Intermediación financiera (059)",10,9,,1,,,,
"Activid.inmobil., empres. y alquileres (060)",102,76,5,14,5,2,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",162,147,15,,,,,
"Enseñanza (062)",781,734,,45,,2,,
"Servicios sociales y de salud (063)",263,231,,28,1,3,,
"Otras activ. serv.comun.soc y personales (064)",209,104,8,95,2,,,
"Hogares privados con servicio doméstico (065)",1248,,,,,,1248,
"Actividad economica no especificada (067)",686,238,90,242,14,102,,
,,,,,,,,
"URBANA (068)",27872,4755,4590,13448,956,2362,945,816
"Agric., ganadería, caza y silvicultura (069)",11943,26,2696,6974,616,1631,,
"Pesca (070)",7,,4,1,2,,,
"Explotación de minas y canteras (071)",11,6,5,,,,,
"Industrias manufactureras (072)",1366,82,400,796,47,41,,
"Suministro de electricidad, gas y agua (073)",35,16,16,3,,,,
"Construcción (074)",1096,24,798,237,27,10,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",4459,761,126,2924,151,497,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",532,52,83,349,30,18,,
"Comercio al por mayor (077)",193,47,15,95,12,24,,
"Comercio al por menor (078)",3734,662,28,2480,109,455,,
"Hoteles y restaurantes (079)",1103,340,30,676,21,36,,
"Trans., almac. y comunicaciones (080)",1700,331,195,1108,43,23,,
"Intermediación financiera (081)",47,42,1,3,1,,,
"Activid.inmobil., empres. y alquileres (082)",422,296,22,84,16,4,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",437,397,40,,,,,
"Enseñanza (084)",1526,1447,,74,1,4,,
"Servicios sociales y de salud (085)",413,330,4,71,4,4,,
"Otras activ. serv.comun.soc y personales (086)",443,236,23,169,8,7,,
"Hogares privados con servicio doméstico (087)",945,,,,,,945,
"Actividad economica no especificada (089)",1103,421,230,328,19,105,,
"Desocupado (090)",816,,,,,,,816
"Hombres (091)",19846,2526,3999,10481,822,1399,41,578
"Agric., ganadería, caza y silvicultura (092)",10581,20,2300,6500,579,1182,,
"Pesca (093)",6,,3,1,2,,,
"Explotación de minas y canteras (094)",11,6,5,,,,,
"Industrias manufactureras (095)",1063,67,366,568,37,25,,
"Suministro de electricidad, gas y agua (096)",32,15,15,2,,,,
"Construcción (097)",1080,23,784,236,27,10,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",2343,398,123,1614,103,105,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",491,44,81,328,28,10,,
"Comercio al por mayor (100)",128,28,15,66,12,7,,
"Comercio al por menor (101)",1724,326,27,1220,63,88,,
"Hoteles y restaurantes (102)",200,77,10,105,3,5,,
"Trans., almac. y comunicaciones (103)",1597,260,183,1093,41,20,,
"Intermediación financiera (104)",37,33,1,2,1,,,
"Activid.inmobil., empres. y alquileres (105)",321,220,18,70,11,2,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",279,254,25,,,,,
"Enseñanza (107)",759,725,,31,1,2,,
"Servicios sociales y de salud (108)",158,106,4,44,3,1,,
"Otras activ. serv.comun.soc y personales (109)",243,135,16,79,6,7,,
"Hogares privados con servicio doméstico (110)",41,,,,,,41,
"Actividad economica no especificada (112)",517,187,146,136,8,40,,
"Desocupado (113)",578,,,,,,,578
"Mujeres (114)",8026,2229,591,2967,134,963,904,238
