"CUADRO Nº 18: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y TIPO DE SERVICIO HIGIÉNICO QUE TIENE LA VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y TIPO DE SERVICIO HIGIÉNICO QUE TIENE LA VIVIENDA",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia CORONEL PORTILLO (000)",72167,52521,19646
"Red pública de desague dentro de la vivienda (001)",17189,16855,334
"Red pública de desague fuera de la vivienda (002)",5453,5186,267
"Pozo séptico (003)",6706,5226,1480
"Pozo ciego o negro / letrina (004)",32323,20615,11708
"Río, acequia o canal (005)",2471,1698,773
"No tiene (006)",8025,2941,5084
,,,
"URBANA (008)",60844,50915,9929
"Red pública de desague dentro de la vivienda (009)",17147,16823,324
"Red pública de desague fuera de la vivienda (010)",5418,5152,266
"Pozo séptico (011)",6144,5093,1051
"Pozo ciego o negro / letrina (012)",26432,19653,6779
"Río, acequia o canal (013)",1869,1591,278
"No tiene (014)",3834,2603,1231
,,,
"RURAL (016)",11323,1606,9717
"Red pública de desague dentro de la vivienda (017)",42,32,10
"Red pública de desague fuera de la vivienda (018)",35,34,1
"Pozo séptico (019)",562,133,429
"Pozo ciego o negro / letrina (020)",5891,962,4929
"Río, acequia o canal (021)",602,107,495
"No tiene (022)",4191,338,3853
