"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia AYMARAES (000)",16301,8081,235,168,7229,233,6,28,,321
"Hombres (001)",5983,4178,186,68,1220,109,5,15,,202
"Mujeres (002)",10318,3903,49,100,6009,124,1,13,,119
"De 06 a 14 años (003)",6294,6142,,,85,21,,4,,42
"Hombres (004)",3238,3166,,,37,13,,2,,20
"Mujeres (005)",3056,2976,,,48,8,,2,,22
"De 15 a 29 años (006)",3475,1882,1,32,1474,,1,7,,78
"Hombres (007)",1280,993,,10,228,,1,3,,45
"Mujeres (008)",2195,889,1,22,1246,,,4,,33
"De 30 a 44 años (009)",1982,42,3,27,1801,,1,5,,103
"Hombres (010)",348,15,2,9,246,,,4,,72
"Mujeres (011)",1634,27,1,18,1555,,1,1,,31
"De 45 a 64 años (012)",2168,15,68,32,1999,4,3,4,,43
"Hombres (013)",380,4,45,10,281,1,3,2,,34
"Mujeres (014)",1788,11,23,22,1718,3,,2,,9
"De 65 y más años (015)",2382,,163,77,1870,208,1,8,,55
"Hombres (016)",737,,139,39,428,95,1,4,,31
"Mujeres (017)",1645,,24,38,1442,113,,4,,24
,,,,,,,,,,
"AREA URBANA (018)",6861,3695,141,103,2709,68,4,6,,135
"Hombres (019)",2563,1898,105,48,414,29,3,1,,65
"Mujeres (020)",4298,1797,36,55,2295,39,1,5,,70
"De 06 a 14 años (021)",2740,2716,,,19,,,1,,4
"Hombres (022)",1410,1402,,,5,,,,,3
"Mujeres (023)",1330,1314,,,14,,,1,,1
"De 15 a 29 años (024)",1579,957,,20,561,,1,1,,39
"Hombres (025)",589,488,,7,76,,1,,,17
"Mujeres (026)",990,469,,13,485,,,1,,22
"De 30 a 44 años (027)",780,16,1,13,699,,1,,,50
"Hombres (028)",126,7,1,6,89,,,,,23
"Mujeres (029)",654,9,,7,610,,1,,,27
"De 45 a 64 años (030)",822,6,43,17,729,3,2,2,,20
"Hombres (031)",148,1,25,6,99,1,2,1,,13
"Mujeres (032)",674,5,18,11,630,2,,1,,7
"De 65 y más años (033)",940,,97,53,701,65,,2,,22
"Hombres (034)",290,,79,29,145,28,,,,9
"Mujeres (035)",650,,18,24,556,37,,2,,13
,,,,,,,,,,
"AREA RURAL (036)",9440,4386,94,65,4520,165,2,22,,186
"Hombres (037)",3420,2280,81,20,806,80,2,14,,137
"Mujeres (038)",6020,2106,13,45,3714,85,,8,,49
"De 06 a 14 años (039)",3554,3426,,,66,21,,3,,38
"Hombres (040)",1828,1764,,,32,13,,2,,17
"Mujeres (041)",1726,1662,,,34,8,,1,,21
"De 15 a 29 años (042)",1896,925,1,12,913,,,6,,39
"Hombres (043)",691,505,,3,152,,,3,,28
"Mujeres (044)",1205,420,1,9,761,,,3,,11
"De 30 a 44 años (045)",1202,26,2,14,1102,,,5,,53
"Hombres (046)",222,8,1,3,157,,,4,,49
"Mujeres (047)",980,18,1,11,945,,,1,,4
"De 45 a 64 años (048)",1346,9,25,15,1270,1,1,2,,23
"Hombres (049)",232,3,20,4,182,,1,1,,21
"Mujeres (050)",1114,6,5,11,1088,1,,1,,2
"De 65 y más años (051)",1442,,66,24,1169,143,1,6,,33
"Hombres (052)",447,,60,10,283,67,1,4,,22
"Mujeres (053)",995,,6,14,886,76,,2,,11
