"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia OCROS",,,,,,,,
"Viviendas particulares (001)",2513,2114,364,7,7,18,2,1
"Ocupantes presentes (002)",9130,7772,1256,17,24,56,2,3
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",2419,2027,360,6,7,16,2,1
"Ocupantes presentes (005)",8804,7467,1246,15,24,47,2,3
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",3,,2,1,,,,
"Ocupantes presentes (008)",8,,6,2,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",9,7,,,,2,,
"Ocupantes presentes (014)",44,35,,,,9,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",79,78,1,,,,,
"Ocupantes presentes (017)",268,265,3,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",2,1,1,,,,,
"Ocupantes presentes (023)",2,1,1,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,
"Ocupantes presentes (026)",4,4,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",1420,1177,215,5,6,15,2,
"Ocupantes presentes (029)",5236,4428,719,14,20,53,2,
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",1408,1170,213,4,6,13,2,
"Ocupantes presentes (032)",5184,4393,713,12,20,44,2,
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",3,,2,1,,,,
"Ocupantes presentes (035)",8,,6,2,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",9,7,,,,2,,
"Ocupantes presentes (041)",44,35,,,,9,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",1093,937,149,2,1,3,,1
"Ocupantes presentes (056)",3894,3344,537,3,4,3,,3
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",1011,857,147,2,1,3,,1
"Ocupantes presentes (059)",3620,3074,533,3,4,3,,3
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",79,78,1,,,,,
"Ocupantes presentes (071)",268,265,3,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",2,1,1,,,,,
"Ocupantes presentes (077)",2,1,1,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,
"Ocupantes presentes (080)",4,4,,,,,,
