"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia PISCO (000)",120061,2306,33951,33042,25153,18597,7012
"Jefe o Jefa (001)",31694,,31,5470,11168,10733,4292
"Esposa(o) / compañera(o) (002)",19531,,26,4849,7798,5552,1306
"Hijo(a) / hijastro(a) (003)",50767,1613,27159,17372,3838,766,19
"Yerno / nuera (004)",2020,,17,1190,674,135,4
"Nieto(a) (005)",6714,549,4838,1233,87,7,
"Padres / suegros (006)",1298,,,1,16,344,937
"Otro(a) pariente (007)",6490,133,1709,2274,1179,830,365
"Trabajador(a) del hogar (008)",97,,3,57,21,13,3
"Pensionistas (009)",152,,2,80,36,23,11
"Otro(a) no pariente (010)",1298,11,166,516,336,194,75
"Hombres (011)",60548,1145,17445,16690,12231,9398,3639
"Jefe o Jefa (012)",22873,,16,3922,8302,7714,2919
"Esposa(o) / compañera(o) (013)",1638,,20,412,606,467,133
"Hijo(a) / hijastro(a) (014)",26494,794,13874,9459,1969,387,11
"Yerno / nuera (015)",1072,,4,524,430,111,3
"Nieto(a) (016)",3603,276,2553,726,44,4,
"Padres / suegros (017)",470,,,,6,116,348
"Otro(a) pariente (018)",3577,69,897,1313,667,460,171
"Trabajador(a) del hogar (019)",42,,1,25,10,4,2
"Pensionistas (020)",107,,2,52,31,16,6
"Otro(a) no pariente (021)",672,6,78,257,166,119,46
"Mujeres (022)",59513,1161,16506,16352,12922,9199,3373
"Jefe o Jefa (023)",8821,,15,1548,2866,3019,1373
"Esposa(o) / compañera(o) (024)",17893,,6,4437,7192,5085,1173
"Hijo(a) / hijastro(a) (025)",24273,819,13285,7913,1869,379,8
"Yerno / nuera (026)",948,,13,666,244,24,1
"Nieto(a) (027)",3111,273,2285,507,43,3,
"Padres / suegros (028)",828,,,1,10,228,589
"Otro(a) pariente (029)",2913,64,812,961,512,370,194
"Trabajador(a) del hogar (030)",55,,2,32,11,9,1
"Pensionistas (031)",45,,,28,5,7,5
"Otro(a) no pariente (032)",626,5,88,259,170,75,29
,,,,,,,
"URBANA (033)",104909,2000,29561,28858,22241,16361,5888
"Jefe o Jefa (034)",27611,,28,4751,9801,9439,3592
"Esposa(o) / compañera(o) (035)",16860,,23,4113,6844,4824,1056
"Hijo(a) / hijastro(a) (036)",44156,1377,23447,15205,3429,680,18
"Yerno / nuera (037)",1852,,15,1083,627,123,4
"Nieto(a) (038)",6052,505,4369,1093,78,7,
"Padres / suegros (039)",1149,,,1,15,312,821
"Otro(a) pariente (040)",5841,112,1529,2035,1080,768,317
"Trabajador(a) del hogar (041)",74,,2,43,15,11,3
"Pensionistas (042)",143,,2,74,35,23,9
"Otro(a) no pariente (043)",1171,6,146,460,317,174,68
"Hombres (044)",52601,992,15170,14490,10715,8203,3031
"Jefe o Jefa (045)",19684,,14,3350,7205,6711,2404
"Esposa(o) / compañera(o) (046)",1426,,17,368,522,401,118
"Hijo(a) / hijastro(a) (047)",22924,678,11957,8194,1744,341,10
"Yerno / nuera (048)",991,,4,482,399,103,3
"Nieto(a) (049)",3237,252,2306,637,38,4,
"Padres / suegros (050)",413,,,,6,100,307
"Otro(a) pariente (051)",3200,59,797,1170,608,423,143
"Trabajador(a) del hogar (052)",30,,,17,8,3,2
"Pensionistas (053)",98,,2,46,30,16,4
"Otro(a) no pariente (054)",598,3,73,226,155,101,40
"Mujeres (055)",52308,1008,14391,14368,11526,8158,2857
"Jefe o Jefa (056)",7927,,14,1401,2596,2728,1188
"Esposa(o) / compañera(o) (057)",15434,,6,3745,6322,4423,938
"Hijo(a) / hijastro(a) (058)",21232,699,11490,7011,1685,339,8
"Yerno / nuera (059)",861,,11,601,228,20,1
"Nieto(a) (060)",2815,253,2063,456,40,3,
"Padres / suegros (061)",736,,,1,9,212,514
"Otro(a) pariente (062)",2641,53,732,865,472,345,174
"Trabajador(a) del hogar (063)",44,,2,26,7,8,1
"Pensionistas (064)",45,,,28,5,7,5
"Otro(a) no pariente (065)",573,3,73,234,162,73,28
,,,,,,,
"RURAL (066)",15152,306,4390,4184,2912,2236,1124
"Jefe o Jefa (067)",4083,,3,719,1367,1294,700
"Esposa(o) / compañera(o) (068)",2671,,3,736,954,728,250
"Hijo(a) / hijastro(a) (069)",6611,236,3712,2167,409,86,1
"Yerno / nuera (070)",168,,2,107,47,12,
"Nieto(a) (071)",662,44,469,140,9,,
"Padres / suegros (072)",149,,,,1,32,116
"Otro(a) pariente (073)",649,21,180,239,99,62,48
"Trabajador(a) del hogar (074)",23,,1,14,6,2,
"Pensionistas (075)",9,,,6,1,,2
"Otro(a) no pariente (076)",127,5,20,56,19,20,7
"Hombres (077)",7947,153,2275,2200,1516,1195,608
"Jefe o Jefa (078)",3189,,2,572,1097,1003,515
"Esposa(o) / compañera(o) (079)",212,,3,44,84,66,15
"Hijo(a) / hijastro(a) (080)",3570,116,1917,1265,225,46,1
"Yerno / nuera (081)",81,,,42,31,8,
"Nieto(a) (082)",366,24,247,89,6,,
"Padres / suegros (083)",57,,,,,16,41
"Otro(a) pariente (084)",377,10,100,143,59,37,28
"Trabajador(a) del hogar (085)",12,,1,8,2,1,
"Pensionistas (086)",9,,,6,1,,2
"Otro(a) no pariente (087)",74,3,5,31,11,18,6
"Mujeres (088)",7205,153,2115,1984,1396,1041,516
"Jefe o Jefa (089)",894,,1,147,270,291,185
"Esposa(o) / compañera(o) (090)",2459,,,692,870,662,235
"Hijo(a) / hijastro(a) (091)",3041,120,1795,902,184,40,
"Yerno / nuera (092)",87,,2,65,16,4,
"Nieto(a) (093)",296,20,222,51,3,,
"Padres / suegros (094)",92,,,,1,16,75
"Otro(a) pariente (095)",272,11,80,96,40,25,20
