"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CAJABAMBA (000)",62984,17015,18068,12632,9855,5414
"Hombres (001)",30896,8781,8928,6068,4611,2508
"Mujeres (002)",32088,8234,9140,6564,5244,2906
"PEA (003)",22020,721,7770,6916,4850,1763
"Hombres (004)",17594,543,6194,5414,3914,1529
"Mujeres (005)",4426,178,1576,1502,936,234
"Ocupada (006)",21089,618,7250,6729,4761,1731
"Hombres (007)",16909,483,5832,5260,3835,1499
"Mujeres (008)",4180,135,1418,1469,926,232
"Desocupada (009)",931,103,520,187,89,32
"Hombres (010)",685,60,362,154,79,30
"Mujeres (011)",246,43,158,33,10,2
"No PEA (012)",40964,16294,10298,5716,5005,3651
"Hombres (013)",13302,8238,2734,654,697,979
"Mujeres (014)",27662,8056,7564,5062,4308,2672
,,,,,,
"URBANA (018)",15994,3750,4759,3522,2643,1320
"Hombres (019)",7503,1926,2251,1581,1182,563
"Mujeres (020)",8491,1824,2508,1941,1461,757
"PEA (021)",6142,108,1906,2306,1471,351
"Hombres (022)",3818,65,1239,1352,920,242
"Mujeres (023)",2324,43,667,954,551,109
"Ocupada (024)",5854,103,1759,2218,1434,340
"Hombres (025)",3601,61,1131,1287,889,233
"Mujeres (026)",2253,42,628,931,545,107
"Desocupada (027)",288,5,147,88,37,11
"Hombres (028)",217,4,108,65,31,9
"Mujeres (029)",71,1,39,23,6,2
"No PEA (030)",9852,3642,2853,1216,1172,969
"Hombres (031)",3685,1861,1012,229,262,321
"Mujeres (032)",6167,1781,1841,987,910,648
,,,,,,
"RURAL (036)",46990,13265,13309,9110,7212,4094
"Hombres (037)",23393,6855,6677,4487,3429,1945
"Mujeres (038)",23597,6410,6632,4623,3783,2149
"PEA (039)",15878,613,5864,4610,3379,1412
"Hombres (040)",13776,478,4955,4062,2994,1287
"Mujeres (041)",2102,135,909,548,385,125
"Ocupada (042)",15235,515,5491,4511,3327,1391
"Hombres (043)",13308,422,4701,3973,2946,1266
"Mujeres (044)",1927,93,790,538,381,125
"Desocupada (045)",643,98,373,99,52,21
"Hombres (046)",468,56,254,89,48,21
"Mujeres (047)",175,42,119,10,4,
"No PEA (048)",31112,12652,7445,4500,3833,2682
"Hombres (049)",9617,6377,1722,425,435,658
"Mujeres (050)",21495,6275,5723,4075,3398,2024
