"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SUCRE (000)",3714,335,3,1153,1332,116,416,70,289
"Empleado (001)",728,3,,17,105,41,282,32,248
"Obrero (002)",700,60,,216,350,28,30,6,10
"Trabajador independiente (003)",1568,170,1,605,613,36,89,27,27
"Empleador o patrono (004)",18,,,6,8,,3,,1
"Trabajador familiar no remunerado (005)",680,102,2,301,247,8,12,5,3
"Trabajador del hogar (006)",20,,,8,9,3,,,
"Hombres (008)",2581,130,1,825,1024,80,272,52,197
"Empleado (009)",477,1,,9,73,26,178,20,170
"Obrero (010)",592,32,,180,314,27,27,5,7
"Trabajador independiente (011)",1146,77,,484,466,21,59,22,17
"Empleador o patrono (012)",12,,,3,7,,1,,1
"Trabajador familiar no remunerado (013)",354,20,1,149,164,6,7,5,2
"Mujeres (016)",1133,205,2,328,308,36,144,18,92
"Empleado (017)",251,2,,8,32,15,104,12,78
"Obrero (018)",108,28,,36,36,1,3,1,3
"Trabajador independiente (019)",422,93,1,121,147,15,30,5,10
"Empleador o patrono (020)",6,,,3,1,,2,,
"Trabajador familiar no remunerado (021)",326,82,1,152,83,2,5,,1
"Trabajador del hogar (022)",20,,,8,9,3,,,
,,,,,,,,,
"URBANA (024)",2428,165,3,622,876,94,360,60,248
"Empleado (025)",638,1,,13,91,28,252,30,223
"Obrero (026)",396,27,,106,208,25,21,4,5
"Trabajador independiente (027)",901,70,1,298,390,30,73,21,18
"Empleador o patrono (028)",10,,,5,3,,2,,
"Trabajador familiar no remunerado (029)",466,67,2,194,176,8,12,5,2
"Trabajador del hogar (030)",17,,,6,8,3,,,
"Hombres (032)",1574,47,1,393,630,64,231,45,163
"Empleado (033)",418,,,7,65,18,160,18,150
"Obrero (034)",332,15,,86,182,24,18,4,3
"Trabajador independiente (035)",597,19,,216,274,16,45,18,9
"Empleador o patrono (036)",6,,,2,3,,1,,
"Trabajador familiar no remunerado (037)",221,13,1,82,106,6,7,5,1
"Mujeres (040)",854,118,2,229,246,30,129,15,85
"Empleado (041)",220,1,,6,26,10,92,12,73
"Obrero (042)",64,12,,20,26,1,3,,2
"Trabajador independiente (043)",304,51,1,82,116,14,28,3,9
"Empleador o patrono (044)",4,,,3,,,1,,
"Trabajador familiar no remunerado (045)",245,54,1,112,70,2,5,,1
"Trabajador del hogar (046)",17,,,6,8,3,,,
,,,,,,,,,
"RURAL (048)",1286,170,,531,456,22,56,10,41
"Empleado (049)",90,2,,4,14,13,30,2,25
"Obrero (050)",304,33,,110,142,3,9,2,5
"Trabajador independiente (051)",667,100,,307,223,6,16,6,9
"Empleador o patrono (052)",8,,,1,5,,1,,1
"Trabajador familiar no remunerado (053)",214,35,,107,71,,,,1
"Trabajador del hogar (054)",3,,,2,1,,,,
"Hombres (056)",1007,83,,432,394,16,41,7,34
"Empleado (057)",59,1,,2,8,8,18,2,20
"Obrero (058)",260,17,,94,132,3,9,1,4
"Trabajador independiente (059)",549,58,,268,192,5,14,4,8
"Empleador o patrono (060)",6,,,1,4,,,,1
"Trabajador familiar no remunerado (061)",133,7,,67,58,,,,1
"Mujeres (064)",279,87,,99,62,6,15,3,7
"Empleado (065)",31,1,,2,6,5,12,,5
"Obrero (066)",44,16,,16,10,,,1,1
"Trabajador independiente (067)",118,42,,39,31,1,2,2,1
"Empleador o patrono (068)",2,,,,1,,1,,
"Trabajador familiar no remunerado (069)",81,28,,40,13,,,,
"Trabajador del hogar (070)",3,,,2,1,,,,
