"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia URUBAMBA (000)",53606,14939,5892,1946,30956
"Sin Nivel (001)",7205,3020,364,77,3752
"Educación Inicial (002)",1391,825,163,35,376
"Primaria (003)",19555,7208,1384,396,10594
"Secundaria (004)",17069,3413,1895,559,11230
"Sup. no Univ. Incompleta (005)",2259,172,339,121,1633
"Sup. no Univ. Completa (006)",2305,133,868,183,1148
"Sup. Univ. Incompleta (007)",1472,79,219,175,1007
"Sup. Univ. Completa (008)",2350,89,660,400,1216
"Hombres (010)",27246,7225,3180,1196,15734
"Sin Nivel (011)",2464,1178,163,29,1098
"Educación Inicial (012)",692,415,74,18,190
"Primaria (013)",9819,3633,715,228,5258
"Secundaria (014)",9657,1751,1078,390,6456
"Sup. no Univ. Incompleta (015)",1280,93,203,84,906
"Sup. no Univ. Completa (016)",1195,66,436,124,593
"Sup. Univ. Incompleta (017)",916,40,140,106,636
"Sup. Univ. Completa (018)",1223,49,371,217,597
"Mujeres (020)",26360,7714,2712,750,15222
"Sin Nivel (021)",4741,1842,201,48,2654
"Educación Inicial (022)",699,410,89,17,186
"Primaria (023)",9736,3575,669,168,5336
"Secundaria (024)",7412,1662,817,169,4774
"Sup. no Univ. Incompleta (025)",979,79,136,37,727
"Sup. no Univ. Completa (026)",1110,67,432,59,555
"Sup. Univ. Incompleta (027)",556,39,79,69,371
"Sup. Univ. Completa (028)",1127,40,289,183,619
,,,,,
"URBANA (030)",26393,4074,4856,1647,15914
"Sin Nivel (031)",2196,598,295,65,1244
"Educación Inicial (032)",655,283,136,28,213
"Primaria (033)",7581,1694,1051,312,4539
"Secundaria (034)",9174,1193,1530,455,6018
"Sup. no Univ. Incompleta (035)",1564,81,297,100,1091
"Sup. no Univ. Completa (036)",1867,97,762,158,875
"Sup. Univ. Incompleta (037)",1246,52,190,166,846
"Sup. Univ. Completa (038)",2110,76,595,363,1088
"Hombres (040)",13377,1931,2574,972,7969
"Sin Nivel (041)",832,283,135,22,395
"Educación Inicial (042)",314,136,61,13,107
"Primaria (043)",3650,813,526,170,2147
"Secundaria (044)",4958,557,861,306,3248
"Sup. no Univ. Incompleta (045)",876,37,174,68,602
"Sup. no Univ. Completa (046)",942,46,372,106,440
"Sup. Univ. Incompleta (047)",747,21,117,99,516
"Sup. Univ. Completa (048)",1058,38,328,188,514
"Mujeres (050)",13016,2143,2282,675,7945
"Sin Nivel (051)",1364,315,160,43,849
"Educación Inicial (052)",341,147,75,15,106
"Primaria (053)",3931,881,525,142,2392
"Secundaria (054)",4216,636,669,149,2770
"Sup. no Univ. Incompleta (055)",688,44,123,32,489
"Sup. no Univ. Completa (056)",925,51,390,52,435
"Sup. Univ. Incompleta (057)",499,31,73,67,330
"Sup. Univ. Completa (058)",1052,38,267,175,574
,,,,,
"RURAL (060)",27213,10865,1036,299,15042
"Sin Nivel (061)",5009,2422,69,12,2508
"Educación Inicial (062)",736,542,27,7,163
"Primaria (063)",11974,5514,333,84,6055
"Secundaria (064)",7895,2220,365,104,5212
"Sup. no Univ. Incompleta (065)",695,91,42,21,542
"Sup. no Univ. Completa (066)",438,36,106,25,273
"Sup. Univ. Incompleta (067)",226,27,29,9,161
"Sup. Univ. Completa (068)",240,13,65,37,128
"Hombres (070)",13869,5294,606,224,7765
"Sin Nivel (071)",1632,895,28,7,703
"Educación Inicial (072)",378,279,13,5,83
"Primaria (073)",6169,2820,189,58,3111
"Secundaria (074)",4699,1194,217,84,3208
"Sup. no Univ. Incompleta (075)",404,56,29,16,304
"Sup. no Univ. Completa (076)",253,20,64,18,153
"Sup. Univ. Incompleta (077)",169,19,23,7,120
"Sup. Univ. Completa (078)",165,11,43,29,83
"Mujeres (080)",13344,5571,430,75,7277
"Sin Nivel (081)",3377,1527,41,5,1805
"Educación Inicial (082)",358,263,14,2,80
"Primaria (083)",5805,2694,144,26,2944
"Secundaria (084)",3196,1026,148,20,2004
"Sup. no Univ. Incompleta (085)",291,35,13,5,238
"Sup. no Univ. Completa (086)",185,16,42,7,120
"Sup. Univ. Incompleta (087)",57,8,6,2,41
"Sup. Univ. Completa (088)",75,2,22,8,45
