"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia ABANCAY (000)",46818,40077,6741
"De 3 a 5 años (001)",6000,502,5498
"De 6 a 11 años (002)",13831,12809,1022
"De 12 a 16 años (003)",12817,12749,68
"De 17 a 24 años (004)",14170,14017,153
"Hombres (005)",23738,20316,3422
"De 3 a 5 años (006)",3064,259,2805
"De 6 a 11 años (007)",7125,6602,523
"De 12 a 16 años (008)",6612,6576,36
"De 17 a 24 años (009)",6937,6879,58
"Mujeres (010)",23080,19761,3319
"De 3 a 5 años (011)",2936,243,2693
"De 6 a 11 años (012)",6706,6207,499
"De 12 a 16 años (013)",6205,6173,32
"De 17 a 24 años (014)",7233,7138,95
,,,
"URBANA (015)",30445,26894,3551
"De 3 a 5 años (016)",3469,377,3092
"De 6 a 11 años (017)",8231,7827,404
"De 12 a 16 años (018)",8340,8319,21
"De 17 a 24 años (019)",10405,10371,34
"Hombres (020)",15154,13341,1813
"De 3 a 5 años (021)",1798,196,1602
"De 6 a 11 años (022)",4215,4026,189
"De 12 a 16 años (023)",4154,4144,10
"De 17 a 24 años (024)",4987,4975,12
"Mujeres (025)",15291,13553,1738
"De 3 a 5 años (026)",1671,181,1490
"De 6 a 11 años (027)",4016,3801,215
"De 12 a 16 años (028)",4186,4175,11
"De 17 a 24 años (029)",5418,5396,22
,,,
"RURAL (030)",16373,13183,3190
"De 3 a 5 años (031)",2531,125,2406
"De 6 a 11 años (032)",5600,4982,618
"De 12 a 16 años (033)",4477,4430,47
"De 17 a 24 años (034)",3765,3646,119
"Hombres (035)",8584,6975,1609
"De 3 a 5 años (036)",1266,63,1203
"De 6 a 11 años (037)",2910,2576,334
"De 12 a 16 años (038)",2458,2432,26
"De 17 a 24 años (039)",1950,1904,46
"Mujeres (040)",7789,6208,1581
"De 3 a 5 años (041)",1265,62,1203
"De 6 a 11 años (042)",2690,2406,284
"De 12 a 16 años (043)",2019,1998,21
"De 17 a 24 años (044)",1815,1742,73
