"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia GRAN CHIMU (000)",354,19,224,81,23,7
"Sin nivel (001)",15,1,5,4,2,3
"Educación inicial (002)",1,,,1,,
"Primaria (003)",205,17,116,51,17,4
"Secundaria (004)",105,1,85,16,3,
"Superior no univ. incompleta (005)",5,,5,,,
"Superior no univ. completa (006)",12,,6,6,,
"Superior univ. incompleta (007)",5,,3,1,1,
"Superior univ. completa (008)",6,,4,2,,
"Hombres (010)",297,11,183,74,22,7
"Sin nivel (011)",14,1,5,4,1,3
"Educación inicial (012)",1,,,1,,
"Primaria (013)",173,10,96,46,17,4
"Secundaria (014)",90,,72,15,3,
"Superior no univ. incompleta (015)",3,,3,,,
"Superior no univ. completa (016)",8,,3,5,,
"Superior univ. incompleta (017)",4,,2,1,1,
"Superior univ. completa (018)",4,,2,2,,
"Mujeres (020)",57,8,41,7,1,
"Sin nivel (021)",1,,,,1,
"Primaria (023)",32,7,20,5,,
"Secundaria (024)",15,1,13,1,,
"Superior no univ. incompleta (025)",2,,2,,,
"Superior no univ. completa (026)",4,,3,1,,
"Superior univ. incompleta (027)",1,,1,,,
"Superior univ. completa (028)",2,,2,,,
,,,,,,
"Area Urbana (030)",66,1,46,12,6,1
"Sin nivel (031)",2,,1,,,1
"Educación inicial (032)",1,,,1,,
"Primaria (033)",18,,11,2,5,
"Secundaria (034)",30,1,24,4,1,
"Superior no univ. incompleta (035)",3,,3,,,
"Superior no univ. completa (036)",5,,2,3,,
"Superior univ. incompleta (037)",3,,2,1,,
"Superior univ. completa (038)",4,,3,1,,
"Hombres (040)",53,,35,11,6,1
"Sin nivel (041)",2,,1,,,1
"Educación inicial (042)",1,,,1,,
"Primaria (043)",18,,11,2,5,
"Secundaria (044)",23,,18,4,1,
"Superior no univ. incompleta (045)",2,,2,,,
"Superior no univ. completa (046)",3,,1,2,,
"Superior univ. incompleta (047)",2,,1,1,,
"Superior univ. completa (048)",2,,1,1,,
"Mujeres (050)",13,1,11,1,,
"Secundaria (054)",7,1,6,,,
"Superior no univ. incompleta (055)",1,,1,,,
"Superior no univ. completa (056)",2,,1,1,,
"Superior univ. incompleta (057)",1,,1,,,
"Superior univ. completa (058)",2,,2,,,
,,,,,,
"Area Rural (060)",288,18,178,69,17,6
"Sin nivel (061)",13,1,4,4,2,2
"Primaria (063)",187,17,105,49,12,4
"Secundaria (064)",75,,61,12,2,
"Superior no univ. incompleta (065)",2,,2,,,
"Superior no univ. completa (066)",7,,4,3,,
"Superior univ. incompleta (067)",2,,1,,1,
"Superior univ. completa (068)",2,,1,1,,
"Hombres (070)",244,11,148,63,16,6
"Sin nivel (071)",12,1,4,4,1,2
"Primaria (073)",155,10,85,44,12,4
"Secundaria (074)",67,,54,11,2,
"Superior no univ. incompleta (075)",1,,1,,,
"Superior no univ. completa (076)",5,,2,3,,
"Superior univ. incompleta (077)",2,,1,,1,
"Superior univ. completa (078)",2,,1,1,,
"Mujeres (080)",44,7,30,6,1,
"Sin nivel (081)",1,,,,1,
"Primaria (083)",32,7,20,5,,
"Secundaria (084)",8,,7,1,,
"Superior no univ. incompleta (085)",1,,1,,,
"Superior no univ. completa (086)",2,,2,,,
