"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia HUACAYBAMBA (000)",10663,7895,2768
"De 3 a 5 años (001)",1843,98,1745
"De 6 a 11 años (002)",3837,3013,824
"De 12 a 16 años (003)",2780,2726,54
"De 17 a 24 años (004)",2203,2058,145
"Hombres (005)",5448,4100,1348
"De 3 a 5 años (006)",927,50,877
"De 6 a 11 años (007)",1927,1529,398
"De 12 a 16 años (008)",1460,1435,25
"De 17 a 24 años (009)",1134,1086,48
"Mujeres (010)",5215,3795,1420
"De 3 a 5 años (011)",916,48,868
"De 6 a 11 años (012)",1910,1484,426
"De 12 a 16 años (013)",1320,1291,29
"De 17 a 24 años (014)",1069,972,97
,,,
"URBANA (015)",1828,1495,333
"De 3 a 5 años (016)",263,15,248
"De 6 a 11 años (017)",630,557,73
"De 12 a 16 años (018)",522,518,4
"De 17 a 24 años (019)",413,405,8
"Hombres (020)",921,773,148
"De 3 a 5 años (021)",116,9,107
"De 6 a 11 años (022)",320,285,35
"De 12 a 16 años (023)",264,261,3
"De 17 a 24 años (024)",221,218,3
"Mujeres (025)",907,722,185
"De 3 a 5 años (026)",147,6,141
"De 6 a 11 años (027)",310,272,38
"De 12 a 16 años (028)",258,257,1
"De 17 a 24 años (029)",192,187,5
,,,
"RURAL (030)",8835,6400,2435
"De 3 a 5 años (031)",1580,83,1497
"De 6 a 11 años (032)",3207,2456,751
"De 12 a 16 años (033)",2258,2208,50
"De 17 a 24 años (034)",1790,1653,137
"Hombres (035)",4527,3327,1200
"De 3 a 5 años (036)",811,41,770
"De 6 a 11 años (037)",1607,1244,363
"De 12 a 16 años (038)",1196,1174,22
"De 17 a 24 años (039)",913,868,45
"Mujeres (040)",4308,3073,1235
"De 3 a 5 años (041)",769,42,727
"De 6 a 11 años (042)",1600,1212,388
"De 12 a 16 años (043)",1062,1034,28
"De 17 a 24 años (044)",877,785,92
