"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CARAVELI (000)",32412,622,9264,8509,7168,4736,2113
"Jefe o Jefa (001)",9689,,20,1865,3561,2909,1334
"Esposa(o) / compañera(o) (002)",5354,,13,1555,2148,1242,396
"Hijo(a) / hijastro(a) (003)",12146,459,7630,3206,683,163,5
"Yerno / nuera (004)",328,,2,208,97,20,1
"Nieto(a) (005)",1264,116,968,161,17,2,
"Padres / suegros (006)",332,,,,11,83,238
"Otro(a) pariente (007)",2073,35,524,869,332,202,111
"Trabajador(a) del hogar (008)",78,,3,58,10,6,1
"Pensionistas (009)",48,,3,25,10,10,
"Otro(a) no pariente (010)",1100,12,101,562,299,99,27
"Hombres (011)",17352,302,4760,4489,3939,2716,1146
"Jefe o Jefa (012)",7345,,13,1406,2795,2199,932
"Esposa(o) / compañera(o) (013)",474,,8,127,170,122,47
"Hijo(a) / hijastro(a) (014)",6434,212,3870,1804,439,105,4
"Yerno / nuera (015)",167,,1,85,62,18,1
"Nieto(a) (016)",704,59,527,105,11,2,
"Padres / suegros (017)",138,,,,7,43,88
"Otro(a) pariente (018)",1302,23,287,583,221,135,53
"Trabajador(a) del hogar (019)",14,,1,6,3,3,1
"Pensionistas (020)",32,,,18,8,6,
"Otro(a) no pariente (021)",742,8,53,355,223,83,20
"Mujeres (022)",15060,320,4504,4020,3229,2020,967
"Jefe o Jefa (023)",2344,,7,459,766,710,402
"Esposa(o) / compañera(o) (024)",4880,,5,1428,1978,1120,349
"Hijo(a) / hijastro(a) (025)",5712,247,3760,1402,244,58,1
"Yerno / nuera (026)",161,,1,123,35,2,
"Nieto(a) (027)",560,57,441,56,6,,
"Padres / suegros (028)",194,,,,4,40,150
"Otro(a) pariente (029)",771,12,237,286,111,67,58
"Trabajador(a) del hogar (030)",64,,2,52,7,3,
"Pensionistas (031)",16,,3,7,2,4,
"Otro(a) no pariente (032)",358,4,48,207,76,16,7
,,,,,,,
"URBANA (033)",21984,375,6481,5453,5026,3232,1417
"Jefe o Jefa (034)",6292,,16,1027,2411,1965,873
"Esposa(o) / compañera(o) (035)",3556,,9,893,1553,853,248
"Hijo(a) / hijastro(a) (036)",8472,261,5267,2322,503,117,2
"Yerno / nuera (037)",237,,1,148,70,17,1
"Nieto(a) (038)",929,79,719,118,12,1,
"Padres / suegros (039)",253,,,,7,59,187
"Otro(a) pariente (040)",1402,26,380,527,233,148,88
"Trabajador(a) del hogar (041)",55,,1,47,5,2,
"Pensionistas (042)",43,,3,23,8,9,
"Otro(a) no pariente (043)",745,9,85,348,224,61,18
"Hombres (044)",11364,184,3300,2744,2599,1793,744
"Jefe o Jefa (045)",4533,,11,709,1798,1429,586
"Esposa(o) / compañera(o) (046)",343,,6,84,126,87,40
"Hijo(a) / hijastro(a) (047)",4436,122,2643,1290,306,73,2
"Yerno / nuera (048)",123,,,60,47,15,1
"Nieto(a) (049)",515,39,394,73,8,1,
"Padres / suegros (050)",99,,,,4,31,64
"Otro(a) pariente (051)",826,16,202,324,144,101,39
"Trabajador(a) del hogar (052)",8,,1,5,1,1,
"Pensionistas (053)",27,,,16,6,5,
"Otro(a) no pariente (054)",454,7,43,183,159,50,12
"Mujeres (055)",10620,191,3181,2709,2427,1439,673
"Jefe o Jefa (056)",1759,,5,318,613,536,287
"Esposa(o) / compañera(o) (057)",3213,,3,809,1427,766,208
"Hijo(a) / hijastro(a) (058)",4036,139,2624,1032,197,44,
"Yerno / nuera (059)",114,,1,88,23,2,
"Nieto(a) (060)",414,40,325,45,4,,
"Padres / suegros (061)",154,,,,3,28,123
"Otro(a) pariente (062)",576,10,178,203,89,47,49
"Trabajador(a) del hogar (063)",47,,,42,4,1,
"Pensionistas (064)",16,,3,7,2,4,
"Otro(a) no pariente (065)",291,2,42,165,65,11,6
,,,,,,,
"RURAL (066)",10428,247,2783,3056,2142,1504,696
"Jefe o Jefa (067)",3397,,4,838,1150,944,461
"Esposa(o) / compañera(o) (068)",1798,,4,662,595,389,148
"Hijo(a) / hijastro(a) (069)",3674,198,2363,884,180,46,3
"Yerno / nuera (070)",91,,1,60,27,3,
"Nieto(a) (071)",335,37,249,43,5,1,
"Padres / suegros (072)",79,,,,4,24,51
"Otro(a) pariente (073)",671,9,144,342,99,54,23
"Trabajador(a) del hogar (074)",23,,2,11,5,4,1
"Pensionistas (075)",5,,,2,2,1,
"Otro(a) no pariente (076)",355,3,16,214,75,38,9
"Hombres (077)",5988,118,1460,1745,1340,923,402
"Jefe o Jefa (078)",2812,,2,697,997,770,346
"Esposa(o) / compañera(o) (079)",131,,2,43,44,35,7
"Hijo(a) / hijastro(a) (080)",1998,90,1227,514,133,32,2
"Yerno / nuera (081)",44,,1,25,15,3,
"Nieto(a) (082)",189,20,133,32,3,1,
"Padres / suegros (083)",39,,,,3,12,24
"Otro(a) pariente (084)",476,7,85,259,77,34,14
"Trabajador(a) del hogar (085)",6,,,1,2,2,1
"Pensionistas (086)",5,,,2,2,1,
"Otro(a) no pariente (087)",288,1,10,172,64,33,8
"Mujeres (088)",4440,129,1323,1311,802,581,294
"Jefe o Jefa (089)",585,,2,141,153,174,115
"Esposa(o) / compañera(o) (090)",1667,,2,619,551,354,141
"Hijo(a) / hijastro(a) (091)",1676,108,1136,370,47,14,1
"Yerno / nuera (092)",47,,,35,12,,
"Nieto(a) (093)",146,17,116,11,2,,
"Padres / suegros (094)",40,,,,1,12,27
"Otro(a) pariente (095)",195,2,59,83,22,20,9
"Trabajador(a) del hogar (096)",17,,2,10,3,2,
"Otro(a) no pariente (098)",67,2,6,42,11,5,1
