"CUADRO Nº 4: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZAN EN EL HOGAR PARA COCINAR SUS ALIMENTOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZA PARA COCINAR",,,,,,,"NO COCINAN"
,,ELECTRICIDAD,GAS,KEROSENE,CARBÓN,LEÑA,"BOSTA, ESTIÉRCOL",OTRO,
,,,,,,,,,
"Provincia BOLIVAR",,,,,,,,,
"Hogares (001)",3834,2,107,3,9,3651,4,,58
"Ocupantes presentes (002)",16570,3,372,16,46,16019,8,,106
"Casa independiente",,,,,,,,,
"Hogares (004)",3634,2,95,3,9,3466,4,,55
"Ocupantes presentes (005)",15700,3,325,16,46,15208,8,,94
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",11,,10,,,,,,1
"Ocupantes presentes (011)",50,,44,,,,,,6
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",5,,1,,,4,,,
"Ocupantes presentes (014)",5,,1,,,4,,,
"Choza o cabaña",,,,,,,,,
"Hogares (016)",181,,1,,,179,,,1
"Ocupantes presentes (017)",802,,2,,,796,,,4
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",3,,,,,2,,,1
"Ocupantes presentes (023)",13,,,,,11,,,2
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",1420,,88,3,3,1284,3,,39
"Ocupantes presentes (029)",5674,,297,16,12,5269,5,,75
"Casa independiente",,,,,,,,,
"Hogares (031)",1402,,77,3,3,1279,3,,37
"Ocupantes presentes (032)",5611,,252,16,12,5259,5,,67
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",11,,10,,,,,,1
"Ocupantes presentes (038)",50,,44,,,,,,6
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",5,,1,,,4,,,
"Ocupantes presentes (041)",5,,1,,,4,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",2,,,,,1,,,1
"Ocupantes presentes (050)",8,,,,,6,,,2
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",2414,2,19,,6,2367,1,,19
"Ocupantes presentes (056)",10896,3,75,,34,10750,3,,31
"Casa independiente",,,,,,,,,
"Hogares (058)",2232,2,18,,6,2187,1,,18
"Ocupantes presentes (059)",10089,3,73,,34,9949,3,,27
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",181,,1,,,179,,,1
"Ocupantes presentes (071)",802,,2,,,796,,,4
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,,,1,,,
"Ocupantes presentes (077)",5,,,,,5,,,
"Otro tipo",,,,,,,,,
