"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUAROCHIRI (000)",19207,18189,92,4175,4103,2921,3726,1998,892,282,1018,60896
"De 12 a 14 años (001)",16,12,,9,3,,,,,,4,15
"De 15 a 19 años (002)",432,385,12,322,44,7,,,,,47,431
"De 20 a 24 años (003)",2043,1719,16,1128,462,92,21,,,,324,2415
"De 25 a 29 años (004)",2348,2070,9,915,750,285,101,8,2,,278,3758
"De 30 a 34 años (005)",2385,2242,7,605,839,479,271,40,1,,143,5139
"De 35 a 39 años (006)",2260,2186,4,368,640,561,493,102,16,2,74,6265
"De 40 a 44 años (007)",1846,1807,4,213,395,391,545,199,51,9,39,6359
"De 45 a 49 años (008)",1561,1531,5,138,281,312,444,264,65,22,30,6057
"De 50 y más años (009)",6316,6237,35,477,689,794,1851,1385,757,249,79,30457
"PEA (010)",8603,8052,45,1934,1799,1308,1676,832,358,100,551,26258
"De 12 a 14 años (011)",2,2,,2,,,,,,,,2
"De 15 a 19 años (012)",125,112,5,95,11,1,,,,,13,120
"De 20 a 24 años (013)",754,590,7,409,135,30,9,,,,164,806
"De 25 a 29 años (014)",1006,836,5,416,263,109,38,4,1,,170,1464
"De 30 a 34 años (015)",1112,1027,4,351,358,190,104,19,1,,85,2201
"De 35 a 39 años (016)",1203,1152,3,231,338,295,228,49,8,,51,3155
"De 40 a 44 años (017)",999,979,2,128,244,198,282,99,22,4,20,3311
"De 45 a 49 años (018)",826,807,4,84,143,168,240,122,34,12,19,3123
"De 50 y más años (019)",2576,2547,15,218,307,317,775,539,292,84,29,12076
"Ocupada (020)",8433,7907,45,1873,1767,1286,1654,825,357,100,526,25915
"De 12 a 14 años (021)",2,2,,2,,,,,,,,2
