"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia PAUCARTAMBO",,,,,,,,,
"Viviendas particulares (001)",11311,4640,3811,1392,906,243,147,74,98
"Ocupantes presentes (002)",45494,16537,15928,6300,4201,1120,659,324,425
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",9714,3715,3381,1243,835,223,147,72,98
"Ocupantes presentes (005)",39364,13319,14074,5654,3890,1027,659,316,425
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",2,,,1,1,,,,
"Ocupantes presentes (008)",3,,,2,1,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",20,15,3,,,,,2,
"Ocupantes presentes (011)",50,32,10,,,,,8,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",308,174,54,33,33,14,,,
"Ocupantes presentes (014)",1050,506,206,147,133,58,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1243,717,372,112,36,6,,,
"Ocupantes presentes (017)",4954,2635,1634,478,172,35,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",5,5,,,,,,,
"Ocupantes presentes (020)",13,13,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",14,9,1,3,1,,,,
"Ocupantes presentes (023)",53,25,4,19,5,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",5,5,,,,,,,
"Ocupantes presentes (026)",7,7,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2178,754,638,253,280,95,67,32,59
"Ocupantes presentes (029)",8163,2360,2346,1132,1202,435,300,160,228
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1838,558,580,217,246,81,67,30,59
"Ocupantes presentes (032)",7023,1805,2126,967,1068,377,300,152,228
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",2,,,1,1,,,,
"Ocupantes presentes (035)",3,,,2,1,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",20,15,3,,,,,2,
"Ocupantes presentes (038)",50,32,10,,,,,8,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",308,174,54,33,33,14,,,
"Ocupantes presentes (041)",1050,506,206,147,133,58,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",5,5,,,,,,,
"Ocupantes presentes (047)",13,13,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",5,2,1,2,,,,,
"Ocupantes presentes (050)",24,4,4,16,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",9133,3886,3173,1139,626,148,80,42,39
"Ocupantes presentes (056)",37331,14177,13582,5168,2999,685,359,164,197
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",7876,3157,2801,1026,589,142,80,42,39
"Ocupantes presentes (059)",32341,11514,11948,4687,2822,650,359,164,197
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1243,717,372,112,36,6,,,
"Ocupantes presentes (071)",4954,2635,1634,478,172,35,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",9,7,,1,1,,,,
"Ocupantes presentes (077)",29,21,,3,5,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",5,5,,,,,,,
"Ocupantes presentes (080)",7,7,,,,,,,
