"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia SAN ANTONIO DE PUTINA (000)",25299,11289,100,512,12628,171,9,16,4,570
"Hombres (001)",9673,5874,60,270,3033,90,5,10,4,327
"Mujeres (002)",15626,5415,40,242,9595,81,4,6,,243
"De 06 a 14 años (003)",8482,8005,,,242,82,,4,,149
"Hombres (004)",4286,4063,,,105,41,,3,,74
"Mujeres (005)",4196,3942,,,137,41,,1,,75
"De 15 a 29 años (006)",8683,3203,8,189,5059,,4,4,4,212
"Hombres (007)",3036,1759,6,89,1052,,2,2,4,122
"Mujeres (008)",5647,1444,2,100,4007,,2,2,,90
"De 30 a 44 años (009)",4012,63,14,156,3678,,4,4,,93
"Hombres (010)",958,41,7,83,756,,3,3,,65
"Mujeres (011)",3054,22,7,73,2922,,1,1,,28
"De 45 a 64 años (012)",2607,15,33,104,2383,5,1,2,,64
"Hombres (013)",817,11,24,63,676,2,,1,,40
"Mujeres (014)",1790,4,9,41,1707,3,1,1,,24
"De 65 y más años (015)",1515,3,45,63,1266,84,,2,,52
"Hombres (016)",576,,23,35,444,47,,1,,26
"Mujeres (017)",939,3,22,28,822,37,,1,,26
,,,,,,,,,,
"AREA URBANA (018)",16147,7357,79,404,7836,84,6,6,2,373
"Hombres (019)",6129,3778,52,210,1815,49,4,4,2,215
"Mujeres (020)",10018,3579,27,194,6021,35,2,2,,158
"De 06 a 14 años (021)",5333,5081,,,148,37,,1,,66
"Hombres (022)",2670,2544,,,67,23,,1,,35
"Mujeres (023)",2663,2537,,,81,14,,,,31
"De 15 a 29 años (024)",5947,2220,8,156,3393,,2,3,2,163
"Hombres (025)",1984,1199,6,71,614,,1,2,2,89
"Mujeres (026)",3963,1021,2,85,2779,,1,1,,74
"De 30 a 44 años (027)",2745,45,14,126,2480,,4,2,,74
"Hombres (028)",676,28,7,68,516,,3,1,,53
"Mujeres (029)",2069,17,7,58,1964,,1,1,,21
"De 45 a 64 años (030)",1420,10,30,77,1259,4,,,,40
"Hombres (031)",497,7,21,46,398,1,,,,24
"Mujeres (032)",923,3,9,31,861,3,,,,16
"De 65 y más años (033)",702,1,27,45,556,43,,,,30
"Hombres (034)",302,,18,25,220,25,,,,14
"Mujeres (035)",400,1,9,20,336,18,,,,16
,,,,,,,,,,
"AREA RURAL (036)",9152,3932,21,108,4792,87,3,10,2,197
"Hombres (037)",3544,2096,8,60,1218,41,1,6,2,112
"Mujeres (038)",5608,1836,13,48,3574,46,2,4,,85
"De 06 a 14 años (039)",3149,2924,,,94,45,,3,,83
"Hombres (040)",1616,1519,,,38,18,,2,,39
"Mujeres (041)",1533,1405,,,56,27,,1,,44
"De 15 a 29 años (042)",2736,983,,33,1666,,2,1,2,49
"Hombres (043)",1052,560,,18,438,,1,,2,33
"Mujeres (044)",1684,423,,15,1228,,1,1,,16
"De 30 a 44 años (045)",1267,18,,30,1198,,,2,,19
"Hombres (046)",282,13,,15,240,,,2,,12
"Mujeres (047)",985,5,,15,958,,,,,7
"De 45 a 64 años (048)",1187,5,3,27,1124,1,1,2,,24
"Hombres (049)",320,4,3,17,278,1,,1,,16
"Mujeres (050)",867,1,,10,846,,1,1,,8
"De 65 y más años (051)",813,2,18,18,710,41,,2,,22
"Hombres (052)",274,,5,10,224,22,,1,,12
"Mujeres (053)",539,2,13,8,486,19,,1,,10
