"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia TAHUAMANU",,,,,,,,,
"Viviendas particulares (001)",2662,1186,798,339,198,61,31,18,31
"Ocupantes presentes (002)",9086,3216,2891,1454,847,301,146,88,143
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1898,705,597,290,169,57,31,18,31
"Ocupantes presentes (005)",7194,2217,2314,1276,736,274,146,88,143
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",26,16,5,2,3,,,,
"Ocupantes presentes (011)",63,34,23,3,3,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",328,251,39,20,16,2,,,
"Ocupantes presentes (014)",829,545,141,64,63,16,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",390,198,154,27,10,1,,,
"Ocupantes presentes (017)",946,378,402,111,45,10,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",12,8,3,,,1,,,
"Ocupantes presentes (020)",36,24,11,,,1,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",7,7,,,,,,,
"Ocupantes presentes (023)",14,14,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,,
"Ocupantes presentes (026)",4,4,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1818,749,494,277,167,55,29,17,30
"Ocupantes presentes (029)",6423,2034,1877,1184,717,264,132,84,131
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1444,466,447,255,148,52,29,17,30
"Ocupantes presentes (032)",5477,1413,1702,1117,651,247,132,84,131
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",26,16,5,2,3,,,,
"Ocupantes presentes (038)",63,34,23,3,3,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",328,251,39,20,16,2,,,
"Ocupantes presentes (041)",829,545,141,64,63,16,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",12,8,3,,,1,,,
"Ocupantes presentes (047)",36,24,11,,,1,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",7,7,,,,,,,
"Ocupantes presentes (050)",14,14,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,,
"Ocupantes presentes (053)",4,4,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",844,437,304,62,31,6,2,1,1
"Ocupantes presentes (056)",2663,1182,1014,270,130,37,14,4,12
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",454,239,150,35,21,5,2,1,1
"Ocupantes presentes (059)",1717,804,612,159,85,27,14,4,12
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",390,198,154,27,10,1,,,
"Ocupantes presentes (071)",946,378,402,111,45,10,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
