"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia JUNIN (000)",23070,3802,4094,3763,3691,2970,4750
"Católica (001)",19208,3239,3457,3171,3103,2428,3810
"Cristiana/Evangélica (002)",3456,496,533,508,546,493,880
"Otra (003)",194,25,41,46,21,26,35
"Ninguna (004)",212,42,63,38,21,23,25
"Hombres (006)",10974,1927,1985,1770,1672,1385,2235
"Católica (007)",9168,1647,1684,1499,1412,1147,1779
"Cristiana/Evangélica (008)",1590,243,251,221,240,210,425
"Otra (009)",94,14,19,26,7,11,17
"Ninguna (010)",122,23,31,24,13,17,14
"Mujeres (012)",12096,1875,2109,1993,2019,1585,2515
"Católica (013)",10040,1592,1773,1672,1691,1281,2031
"Cristiana/Evangélica (014)",1866,253,282,287,306,283,455
"Otra (015)",100,11,22,20,14,15,18
"Ninguna (016)",90,19,32,14,8,6,11
,,,,,,,
"URBANA (018)",16316,2822,2933,2747,2646,2056,3112
"Católica (019)",13796,2425,2477,2346,2252,1702,2594
"Cristiana/Evangélica (020)",2172,341,362,323,359,315,472
"Otra (021)",173,24,37,42,19,22,29
"Ninguna (022)",175,32,57,36,16,17,17
"Hombres (024)",7517,1423,1377,1248,1155,917,1397
"Católica (025)",6371,1221,1166,1071,988,769,1156
"Cristiana/Evangélica (026)",961,169,166,130,151,126,219
"Otra (027)",82,13,17,23,6,10,13
"Ninguna (028)",103,20,28,24,10,12,9
"Mujeres (030)",8799,1399,1556,1499,1491,1139,1715
"Católica (031)",7425,1204,1311,1275,1264,933,1438
"Cristiana/Evangélica (032)",1211,172,196,193,208,189,253
"Otra (033)",91,11,20,19,13,12,16
"Ninguna (034)",72,12,29,12,6,5,8
,,,,,,,
"RURAL (036)",6754,980,1161,1016,1045,914,1638
"Católica (037)",5412,814,980,825,851,726,1216
"Cristiana/Evangélica (038)",1284,155,171,185,187,178,408
"Otra (039)",21,1,4,4,2,4,6
"Ninguna (040)",37,10,6,2,5,6,8
"Hombres (042)",3457,504,608,522,517,468,838
"Católica (043)",2797,426,518,428,424,378,623
"Cristiana/Evangélica (044)",629,74,85,91,89,84,206
"Otra (045)",12,1,2,3,1,1,4
"Ninguna (046)",19,3,3,,3,5,5
"Mujeres (048)",3297,476,553,494,528,446,800
"Católica (049)",2615,388,462,397,427,348,593
"Cristiana/Evangélica (050)",655,81,86,94,98,94,202
"Otra (051)",9,,2,1,1,3,2
"Ninguna (052)",18,7,3,2,2,1,3
