"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia PADRE ABAD",,,,,,,,
"Hogares (001)",12269,8076,4472,1397,117,1269,284,2582
"Ocupantes presentes (002)",48740,32868,19784,6285,542,5782,1230,9015
"Casa independiente",,,,,,,,
"Hogares (004)",9077,5938,3952,1249,103,1168,241,1751
"Ocupantes presentes (005)",37535,25196,17816,5698,480,5365,1078,6279
"Departamento en edificio",,,,,,,,
"Hogares (007)",87,61,64,20,3,22,10,7
"Ocupantes presentes (008)",275,193,216,77,15,94,33,22
"Vivienda en quinta",,,,,,,,
"Hogares (010)",391,188,255,62,7,58,29,83
"Ocupantes presentes (011)",1284,656,896,222,34,250,106,229
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",97,41,54,9,1,6,3,28
"Ocupantes presentes (014)",370,163,217,40,6,25,12,100
"Choza o cabaña",,,,,,,,
"Hogares (016)",2525,1813,112,53,3,7,,675
"Ocupantes presentes (017)",8939,6523,509,238,7,23,,2251
"Vivienda improvisada",,,,,,,,
"Hogares (019)",57,17,21,3,,3,,26
"Ocupantes presentes (020)",223,68,81,8,,10,,98
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",28,16,13,1,,5,1,8
"Ocupantes presentes (023)",88,63,46,2,,15,1,19
"Otro tipo",,,,,,,,
"Hogares (025)",7,2,1,,,,,4
"Ocupantes presentes (026)",26,6,3,,,,,17
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",5906,3426,3741,1126,111,1123,269,1052
"Ocupantes presentes (029)",24907,15026,16400,5010,519,5118,1163,3879
"Casa independiente",,,,,,,,
"Hogares (031)",5252,3107,3334,1031,100,1029,226,903
"Ocupantes presentes (032)",22673,13890,14946,4661,464,4724,1011,3413
"Departamento en edificio",,,,,,,,
"Hogares (034)",87,61,64,20,3,22,10,7
"Ocupantes presentes (035)",275,193,216,77,15,94,33,22
"Vivienda en quinta",,,,,,,,
"Hogares (037)",391,188,255,62,7,58,29,83
"Ocupantes presentes (038)",1284,656,896,222,34,250,106,229
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",97,41,54,9,1,6,3,28
"Ocupantes presentes (041)",370,163,217,40,6,25,12,100
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",57,17,21,3,,3,,26
"Ocupantes presentes (047)",223,68,81,8,,10,,98
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",18,11,12,1,,5,1,3
"Ocupantes presentes (050)",63,52,41,2,,15,1,5
"Otro tipo",,,,,,,,
"Hogares (052)",4,1,1,,,,,2
"Ocupantes presentes (053)",19,4,3,,,,,12
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",6363,4650,731,271,6,146,15,1530
"Ocupantes presentes (056)",23833,17842,3384,1275,23,664,67,5136
"Casa independiente",,,,,,,,
"Hogares (058)",3825,2831,618,218,3,139,15,848
"Ocupantes presentes (059)",14862,11306,2870,1037,16,641,67,2866
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",2525,1813,112,53,3,7,,675
"Ocupantes presentes (071)",8939,6523,509,238,7,23,,2251
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",10,5,1,,,,,5
"Ocupantes presentes (077)",25,11,5,,,,,14
"Otro tipo",,,,,,,,
"Hogares (079)",3,1,,,,,,2
"Ocupantes presentes (080)",7,2,,,,,,5
