"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia COTABAMBAS (000)",14907,14550,4110,1402,1416,1373,2456,1946,1129,718,357,49303
"De 12 a 14 años (001)",1914,1910,1898,7,5,,,,,,4,17
"De 15 a 19 años (002)",1765,1724,1437,235,43,6,3,,,,41,351
"De 20 a 24 años (003)",1316,1232,253,453,356,134,32,4,,,84,1724
"De 25 a 29 años (004)",1431,1346,107,252,360,327,258,36,6,,85,3330
"De 30 a 34 años (005)",1361,1322,61,127,189,272,453,169,44,7,39,4821
"De 35 a 39 años (006)",1263,1250,50,65,105,180,390,315,110,35,13,5906
"De 40 a 44 años (007)",1179,1169,31,35,70,87,325,325,207,89,10,6718
"De 45 a 49 años (008)",966,953,27,41,48,82,232,253,170,100,13,5610
"De 50 y más años (009)",3712,3644,246,187,240,285,763,844,592,487,68,20826
"PEA (010)",2100,2004,372,326,300,274,347,216,100,69,96,6264
"De 12 a 14 años (011)",39,39,36,1,2,,,,,,,5
"De 15 a 19 años (012)",147,144,109,29,5,1,,,,,3,42
"De 20 a 24 años (013)",216,201,67,72,39,18,4,1,,,15,227
"De 25 a 29 años (014)",328,287,60,79,66,48,30,4,,,41,507
"De 30 a 34 años (015)",326,311,40,68,57,63,60,17,4,2,15,804
"De 35 a 39 años (016)",278,269,19,31,46,54,71,37,10,1,9,934
"De 40 a 44 años (017)",215,212,7,15,32,34,58,46,12,8,3,926
"De 45 a 49 años (018)",163,158,5,9,16,18,43,30,22,15,5,829
"De 50 y más años (019)",388,383,29,22,37,38,81,81,52,43,5,1990
"Ocupada (020)",1956,1865,334,311,284,256,325,198,93,64,91,5841
"De 12 a 14 años (021)",31,31,28,1,2,,,,,,,5
"De 15 a 19 años (022)",124,121,90,27,3,1,,,,,3,36
