"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUANUCO (000)",253902,85123,35650,6998,126636
"Sin Nivel (001)",44090,20431,2527,567,20606
"Educación Inicial (002)",5854,3325,911,170,1470
"Primaria (003)",93408,42221,8258,1857,41212
"Secundaria (004)",65213,16338,9060,1982,37921
"Sup. no Univ. Incompleta (005)",7161,821,1031,256,5065
"Sup. no Univ. Completa (006)",8039,583,3089,409,4004
"Sup. Univ. Incompleta (007)",13106,759,2183,676,9523
"Sup. Univ. Completa (008)",17031,645,8591,1081,6835
"Hombres (010)",124713,40091,16871,3793,64244
"Sin Nivel (011)",16792,7928,1065,234,7583
"Educación Inicial (012)",2950,1661,473,85,742
"Primaria (013)",47573,21124,3874,892,21751
"Secundaria (014)",34922,8267,4440,1141,21135
"Sup. no Univ. Incompleta (015)",3532,335,489,165,2552
"Sup. no Univ. Completa (016)",3337,166,1186,243,1763
"Sup. Univ. Incompleta (017)",7014,344,1131,405,5156
"Sup. Univ. Completa (018)",8593,266,4213,628,3562
"Mujeres (020)",129189,45032,18779,3205,62392
"Sin Nivel (021)",27298,12503,1462,333,13023
"Educación Inicial (022)",2904,1664,438,85,728
"Primaria (023)",45835,21097,4384,965,19461
"Secundaria (024)",30291,8071,4620,841,16786
"Sup. no Univ. Incompleta (025)",3629,486,542,91,2513
"Sup. no Univ. Completa (026)",4702,417,1903,166,2241
"Sup. Univ. Incompleta (027)",6092,415,1052,271,4367
"Sup. Univ. Completa (028)",8438,379,4378,453,3273
,,,,,
"URBANA (030)",154245,30953,33589,6279,83818
"Sin Nivel (031)",14171,4837,2196,430,6728
"Educación Inicial (032)",3593,1428,855,141,1173
"Primaria (033)",43297,12946,7409,1506,21521
"Secundaria (034)",49752,9206,8581,1827,30214
"Sup. no Univ. Incompleta (035)",6600,705,973,244,4689
"Sup. no Univ. Completa (036)",7657,526,3003,395,3776
"Sup. Univ. Incompleta (037)",12644,697,2140,670,9172
"Sup. Univ. Completa (038)",16531,608,8432,1066,6545
"Hombres (040)",74069,13889,15811,3424,41171
"Sin Nivel (041)",5220,1909,920,187,2210
"Educación Inicial (042)",1809,708,446,70,587
"Primaria (043)",20036,6071,3436,716,9852
"Secundaria (044)",25573,4225,4179,1042,16179
"Sup. no Univ. Incompleta (045)",3208,274,456,154,2332
"Sup. no Univ. Completa (046)",3161,147,1144,237,1654
"Sup. Univ. Incompleta (047)",6739,306,1107,402,4946
"Sup. Univ. Completa (048)",8323,249,4123,616,3411
"Mujeres (050)",80176,17064,17778,2855,42647
"Sin Nivel (051)",8951,2928,1276,243,4518
"Educación Inicial (052)",1784,720,409,71,586
"Primaria (053)",23261,6875,3973,790,11669
"Secundaria (054)",24179,4981,4402,785,14035
"Sup. no Univ. Incompleta (055)",3392,431,517,90,2357
"Sup. no Univ. Completa (056)",4496,379,1859,158,2122
"Sup. Univ. Incompleta (057)",5905,391,1033,268,4226
"Sup. Univ. Completa (058)",8208,359,4309,450,3134
,,,,,
"RURAL (060)",99657,54170,2061,719,42818
"Sin Nivel (061)",29919,15594,331,137,13878
"Educación Inicial (062)",2261,1897,56,29,297
"Primaria (063)",50111,29275,849,351,19691
"Secundaria (064)",15461,7132,479,155,7707
"Sup. no Univ. Incompleta (065)",561,116,58,12,376
"Sup. no Univ. Completa (066)",382,57,86,14,228
"Sup. Univ. Incompleta (067)",462,62,43,6,351
"Sup. Univ. Completa (068)",500,37,159,15,290
"Hombres (070)",50644,26202,1060,369,23073
"Sin Nivel (071)",11572,6019,145,47,5373
"Educación Inicial (072)",1141,953,27,15,155
"Primaria (073)",27537,15053,438,176,11899
"Secundaria (074)",9349,4042,261,99,4956
"Sup. no Univ. Incompleta (075)",324,61,33,11,220
"Sup. no Univ. Completa (076)",176,19,42,6,109
"Sup. Univ. Incompleta (077)",275,38,24,3,210
"Sup. Univ. Completa (078)",270,17,90,12,151
"Mujeres (080)",49013,27968,1001,350,19745
"Sin Nivel (081)",18347,9575,186,90,8505
"Educación Inicial (082)",1120,944,29,14,142
"Primaria (083)",22574,14222,411,175,7792
"Secundaria (084)",6112,3090,218,56,2751
"Sup. no Univ. Incompleta (085)",237,55,25,1,156
"Sup. no Univ. Completa (086)",206,38,44,8,119
"Sup. Univ. Incompleta (087)",187,24,19,3,141
"Sup. Univ. Completa (088)",230,20,69,3,139
