"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia AREQUIPA (000)",340701,123509,64450,121496,8097,11183,11966
"Sin nivel (001)",8512,692,2388,4220,134,544,534
"Educación inicial (002)",239,32,73,66,4,28,36
"Primaria (003)",34966,2996,10070,16322,651,2288,2639
"Secundaria (004)",104010,21473,28900,41936,1875,4073,5753
"Superior no univ. incompleta (005)",32148,10903,6689,11772,618,979,1187
"Superior no univ. completa (006)",53791,25128,8661,16786,1155,1141,920
"Superior univ. incompleta (007)",31228,13836,3778,11142,963,1065,444
"Superior univ. completa (008)",75807,48449,3891,19252,2697,1065,453
"Hombres (010)",196330,63712,49291,73089,5427,4157,654
"Sin nivel (011)",2239,184,927,981,43,91,13
"Educación inicial (012)",103,14,46,29,1,13,
"Primaria (013)",17344,1370,6800,7895,372,782,125
"Secundaria (014)",65662,12306,23072,26954,1277,1707,346
"Superior no univ. incompleta (015)",19519,5899,5272,7499,401,379,69
"Superior no univ. completa (016)",29531,11889,6820,9751,720,323,28
"Superior univ. incompleta (017)",20158,8077,3172,7703,687,482,37
"Superior univ. completa (018)",41774,23973,3182,12277,1926,380,36
"Mujeres (020)",144371,59797,15159,48407,2670,7026,11312
"Sin nivel (021)",6273,508,1461,3239,91,453,521
"Educación inicial (022)",136,18,27,37,3,15,36
"Primaria (023)",17622,1626,3270,8427,279,1506,2514
"Secundaria (024)",38348,9167,5828,14982,598,2366,5407
"Superior no univ. incompleta (025)",12629,5004,1417,4273,217,600,1118
"Superior no univ. completa (026)",24260,13239,1841,7035,435,818,892
"Superior univ. incompleta (027)",11070,5759,606,3439,276,583,407
"Superior univ. completa (028)",34033,24476,709,6975,771,685,417
,,,,,,,
"URBANA (030)",331326,122720,60645,118450,7572,10063,11876
"Sin nivel (031)",7691,675,2011,3944,114,416,531
"Educación inicial (032)",214,32,54,62,3,27,36
"Primaria (033)",32496,2954,8949,15468,548,1960,2617
"Secundaria (034)",100469,21281,27310,40803,1719,3648,5708
"Superior no univ. incompleta (035)",31562,10836,6478,11589,570,908,1181
"Superior no univ. completa (036)",53016,24940,8421,16576,1097,1070,912
"Superior univ. incompleta (037)",30786,13769,3649,11002,911,1012,443
"Superior univ. completa (038)",75092,48233,3773,19006,2610,1022,448
"Hombres (040)",189937,63221,46509,70873,4993,3696,645
"Sin nivel (041)",1888,174,756,844,32,70,12
"Educación inicial (042)",88,14,35,27,,12,
"Primaria (043)",15743,1339,6035,7289,286,671,123
"Secundaria (044)",63069,12181,21831,26070,1152,1492,343
"Superior no univ. incompleta (045)",19099,5855,5098,7370,361,347,68
"Superior no univ. completa (046)",28973,11775,6614,9599,669,290,26
"Superior univ. incompleta (047)",19819,8030,3064,7591,639,458,37
"Superior univ. completa (048)",41258,23853,3076,12083,1854,356,36
"Mujeres (050)",141389,59499,14136,47577,2579,6367,11231
"Sin nivel (051)",5803,501,1255,3100,82,346,519
"Educación inicial (052)",126,18,19,35,3,15,36
"Primaria (053)",16753,1615,2914,8179,262,1289,2494
"Secundaria (054)",37400,9100,5479,14733,567,2156,5365
"Superior no univ. incompleta (055)",12463,4981,1380,4219,209,561,1113
"Superior no univ. completa (056)",24043,13165,1807,6977,428,780,886
"Superior univ. incompleta (057)",10967,5739,585,3411,272,554,406
"Superior univ. completa (058)",33834,24380,697,6923,756,666,412
,,,,,,,
"RURAL (060)",9375,789,3805,3046,525,1120,90
"Sin nivel (061)",821,17,377,276,20,128,3
"Educación inicial (062)",25,,19,4,1,1,
"Primaria (063)",2470,42,1121,854,103,328,22
"Secundaria (064)",3541,192,1590,1133,156,425,45
"Superior no univ. incompleta (065)",586,67,211,183,48,71,6
"Superior no univ. completa (066)",775,188,240,210,58,71,8
"Superior univ. incompleta (067)",442,67,129,140,52,53,1
"Superior univ. completa (068)",715,216,118,246,87,43,5
"Hombres (070)",6393,491,2782,2216,434,461,9
"Sin nivel (071)",351,10,171,137,11,21,1
"Educación inicial (072)",15,,11,2,1,1,
"Primaria (073)",1601,31,765,606,86,111,2
"Secundaria (074)",2593,125,1241,884,125,215,3
"Superior no univ. incompleta (075)",420,44,174,129,40,32,1
"Superior no univ. completa (076)",558,114,206,152,51,33,2
"Superior univ. incompleta (077)",339,47,108,112,48,24,
"Superior univ. completa (078)",516,120,106,194,72,24,
"Mujeres (080)",2982,298,1023,830,91,659,81
"Sin nivel (081)",470,7,206,139,9,107,2
"Educación inicial (082)",10,,8,2,,,
"Primaria (083)",869,11,356,248,17,217,20
"Secundaria (084)",948,67,349,249,31,210,42
"Superior no univ. incompleta (085)",166,23,37,54,8,39,5
"Superior no univ. completa (086)",217,74,34,58,7,38,6
"Superior univ. incompleta (087)",103,20,21,28,4,29,1
"Superior univ. completa (088)",199,96,12,52,15,19,5
