"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUAMALIES (000)",56569,17109,15782,11257,8552,3869
"Hombres (001)",28674,8789,8121,5541,4384,1839
"Mujeres (002)",27895,8320,7661,5716,4168,2030
"PEA (003)",20112,427,6648,6627,4942,1468
"Hombres (004)",15377,296,5066,4983,3840,1192
"Mujeres (005)",4735,131,1582,1644,1102,276
"Ocupada (006)",18368,328,5925,6146,4625,1344
"Hombres (007)",14186,228,4585,4651,3611,1111
"Mujeres (008)",4182,100,1340,1495,1014,233
"Desocupada (009)",1744,99,723,481,317,124
"Hombres (010)",1191,68,481,332,229,81
"Mujeres (011)",553,31,242,149,88,43
"No PEA (012)",36457,16682,9134,4630,3610,2401
"Hombres (013)",13297,8493,3055,558,544,647
"Mujeres (014)",23160,8189,6079,4072,3066,1754
,,,,,,
"URBANA (018)",16163,4765,4395,3414,2452,1137
"Hombres (019)",7934,2426,2149,1612,1230,517
"Mujeres (020)",8229,2339,2246,1802,1222,620
"PEA (021)",5640,78,1592,2149,1459,362
"Hombres (022)",3902,40,1080,1424,1070,288
"Mujeres (023)",1738,38,512,725,389,74
"Ocupada (024)",5290,74,1430,2068,1392,326
"Hombres (025)",3655,37,968,1366,1019,265
"Mujeres (026)",1635,37,462,702,373,61
"Desocupada (027)",350,4,162,81,67,36
"Hombres (028)",247,3,112,58,51,23
"Mujeres (029)",103,1,50,23,16,13
"No PEA (030)",10523,4687,2803,1265,993,775
"Hombres (031)",4032,2386,1069,188,160,229
"Mujeres (032)",6491,2301,1734,1077,833,546
,,,,,,
"RURAL (036)",40406,12344,11387,7843,6100,2732
"Hombres (037)",20740,6363,5972,3929,3154,1322
"Mujeres (038)",19666,5981,5415,3914,2946,1410
"PEA (039)",14472,349,5056,4478,3483,1106
"Hombres (040)",11475,256,3986,3559,2770,904
"Mujeres (041)",2997,93,1070,919,713,202
"Ocupada (042)",13078,254,4495,4078,3233,1018
"Hombres (043)",10531,191,3617,3285,2592,846
"Mujeres (044)",2547,63,878,793,641,172
"Desocupada (045)",1394,95,561,400,250,88
"Hombres (046)",944,65,369,274,178,58
"Mujeres (047)",450,30,192,126,72,30
"No PEA (048)",25934,11995,6331,3365,2617,1626
"Hombres (049)",9265,6107,1986,370,384,418
"Mujeres (050)",16669,5888,4345,2995,2233,1208
