"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TUMBES (000)",51729,866,69,11710,21273,3141,7050,2352,5268
"Empleado (001)",16535,88,16,1053,4423,1290,4555,1270,3840
"Obrero (002)",9207,216,12,2758,4910,442,509,168,192
"Trabajador independiente (003)",21669,465,24,6460,10005,1186,1720,767,1042
"Empleador o patrono (004)",1315,28,2,463,481,67,86,62,126
"Trabajador familiar no remunerado (005)",1773,28,12,551,848,92,117,72,53
"Trabajador del hogar (006)",1230,41,3,425,606,64,63,13,15
"Hombres (008)",36729,630,51,8875,16320,2090,3958,1574,3231
"Empleado (009)",9638,58,11,679,3040,732,2221,732,2165
"Obrero (010)",8214,189,10,2446,4414,392,451,145,167
"Trabajador independiente (011)",16608,338,19,4990,7860,870,1153,606,772
"Empleador o patrono (012)",1081,25,2,407,393,48,65,44,97
"Trabajador familiar no remunerado (013)",1128,18,9,335,581,44,66,46,29
"Trabajador del hogar (014)",60,2,,18,32,4,2,1,1
"Mujeres (016)",15000,236,18,2835,4953,1051,3092,778,2037
"Empleado (017)",6897,30,5,374,1383,558,2334,538,1675
"Obrero (018)",993,27,2,312,496,50,58,23,25
"Trabajador independiente (019)",5061,127,5,1470,2145,316,567,161,270
"Empleador o patrono (020)",234,3,,56,88,19,21,18,29
"Trabajador familiar no remunerado (021)",645,10,3,216,267,48,51,26,24
"Trabajador del hogar (022)",1170,39,3,407,574,60,61,12,14
,,,,,,,,,
"URBANA (024)",47949,721,60,10179,19733,3042,6748,2288,5178
"Empleado (025)",16027,85,16,1012,4256,1255,4373,1248,3782
"Obrero (026)",8035,181,9,2314,4315,414,463,155,184
"Trabajador independiente (027)",20181,380,23,5678,9500,1162,1670,745,1023
"Empleador o patrono (028)",1155,18,1,356,445,64,83,62,126
"Trabajador familiar no remunerado (029)",1395,17,8,430,644,84,99,65,48
"Trabajador del hogar (030)",1156,40,3,389,573,63,60,13,15
"Hombres (032)",33508,496,42,7509,14964,2012,3783,1529,3173
"Empleado (033)",9361,56,11,654,2922,710,2153,720,2135
"Obrero (034)",7123,158,7,2034,3858,365,409,133,159
"Trabajador independiente (035)",15270,258,18,4276,7412,852,1107,591,756
"Empleador o patrono (036)",928,15,1,304,360,45,62,44,97
"Trabajador familiar no remunerado (037)",769,7,5,226,380,36,50,40,25
"Trabajador del hogar (038)",57,2,,15,32,4,2,1,1
"Mujeres (040)",14441,225,18,2670,4769,1030,2965,759,2005
"Empleado (041)",6666,29,5,358,1334,545,2220,528,1647
"Obrero (042)",912,23,2,280,457,49,54,22,25
"Trabajador independiente (043)",4911,122,5,1402,2088,310,563,154,267
"Empleador o patrono (044)",227,3,,52,85,19,21,18,29
"Trabajador familiar no remunerado (045)",626,10,3,204,264,48,49,25,23
"Trabajador del hogar (046)",1099,38,3,374,541,59,58,12,14
,,,,,,,,,
"RURAL (048)",3780,145,9,1531,1540,99,302,64,90
"Empleado (049)",508,3,,41,167,35,182,22,58
"Obrero (050)",1172,35,3,444,595,28,46,13,8
"Trabajador independiente (051)",1488,85,1,782,505,24,50,22,19
"Empleador o patrono (052)",160,10,1,107,36,3,3,,
"Trabajador familiar no remunerado (053)",378,11,4,121,204,8,18,7,5
"Trabajador del hogar (054)",74,1,,36,33,1,3,,
"Hombres (056)",3221,134,9,1366,1356,78,175,45,58
"Empleado (057)",277,2,,25,118,22,68,12,30
"Obrero (058)",1091,31,3,412,556,27,42,12,8
"Trabajador independiente (059)",1338,80,1,714,448,18,46,15,16
"Empleador o patrono (060)",153,10,1,103,33,3,3,,
"Trabajador familiar no remunerado (061)",359,11,4,109,201,8,16,6,4
"Trabajador del hogar (062)",3,,,3,,,,,
"Mujeres (064)",559,11,,165,184,21,127,19,32
"Empleado (065)",231,1,,16,49,13,114,10,28
"Obrero (066)",81,4,,32,39,1,4,1,
"Trabajador independiente (067)",150,5,,68,57,6,4,7,3
"Empleador o patrono (068)",7,,,4,3,,,,
"Trabajador familiar no remunerado (069)",19,,,12,3,,2,1,1
"Trabajador del hogar (070)",71,1,,33,33,1,3,,
