"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ICA (000)",129962,1159,44750,47885,31554,4614
"Empleado (001)",38603,151,12039,15667,10079,667
"Obrero (002)",43907,281,19758,15215,7687,966
"Trabajador independiente (003)",38848,214,9907,14506,11720,2501
"Empleador o patrono (004)",2173,2,454,812,722,183
"Trabajador familiar no remunerado (005)",3505,432,1276,866,692,239
"Trabajador del hogar (006)",2926,79,1316,819,654,58
"Hombres (008)",80799,784,28041,28430,20006,3538
"Empleado (009)",21227,93,6232,8420,5968,514
"Obrero (010)",29810,231,13597,9514,5607,861
"Trabajador independiente (011)",26531,166,7136,9655,7697,1877
"Empleador o patrono (012)",1514,1,295,551,515,152
"Trabajador familiar no remunerado (013)",1504,275,671,240,189,129
"Trabajador del hogar (014)",213,18,110,50,30,5
"Mujeres (016)",49163,375,16709,19455,11548,1076
"Empleado (017)",17376,58,5807,7247,4111,153
"Obrero (018)",14097,50,6161,5701,2080,105
"Trabajador independiente (019)",12317,48,2771,4851,4023,624
"Empleador o patrono (020)",659,1,159,261,207,31
"Trabajador familiar no remunerado (021)",2001,157,605,626,503,110
"Trabajador del hogar (022)",2713,61,1206,769,624,53
,,,,,,
"URBANA (024)",118522,1109,40249,44007,29063,4094
"Empleado (025)",37330,150,11625,15126,9778,651
"Obrero (026)",36467,262,16306,12742,6379,778
"Trabajador independiente (027)",36702,212,9468,13791,10994,2237
"Empleador o patrono (028)",2052,2,434,779,674,163
"Trabajador familiar no remunerado (029)",3200,405,1159,801,626,209
"Trabajador del hogar (030)",2771,78,1257,768,612,56
"Hombres (032)",72860,748,25032,25851,18151,3078
"Empleado (033)",20442,92,6018,8064,5767,501
"Obrero (034)",24629,214,11233,7884,4608,690
"Trabajador independiente (035)",24862,164,6814,9131,7113,1640
"Empleador o patrono (036)",1410,1,279,524,473,133
"Trabajador familiar no remunerado (037)",1315,259,580,205,162,109
"Trabajador del hogar (038)",202,18,108,43,28,5
"Mujeres (040)",45662,361,15217,18156,10912,1016
"Empleado (041)",16888,58,5607,7062,4011,150
"Obrero (042)",11838,48,5073,4858,1771,88
"Trabajador independiente (043)",11840,48,2654,4660,3881,597
"Empleador o patrono (044)",642,1,155,255,201,30
"Trabajador familiar no remunerado (045)",1885,146,579,596,464,100
"Trabajador del hogar (046)",2569,60,1149,725,584,51
,,,,,,
"RURAL (048)",11440,50,4501,3878,2491,520
"Empleado (049)",1273,1,414,541,301,16
"Obrero (050)",7440,19,3452,2473,1308,188
"Trabajador independiente (051)",2146,2,439,715,726,264
"Empleador o patrono (052)",121,,20,33,48,20
"Trabajador familiar no remunerado (053)",305,27,117,65,66,30
"Trabajador del hogar (054)",155,1,59,51,42,2
"Hombres (056)",7939,36,3009,2579,1855,460
"Empleado (057)",785,1,214,356,201,13
"Obrero (058)",5181,17,2364,1630,999,171
"Trabajador independiente (059)",1669,2,322,524,584,237
"Empleador o patrono (060)",104,,16,27,42,19
"Trabajador familiar no remunerado (061)",189,16,91,35,27,20
"Trabajador del hogar (062)",11,,2,7,2,
"Mujeres (064)",3501,14,1492,1299,636,60
"Empleado (065)",488,,200,185,100,3
"Obrero (066)",2259,2,1088,843,309,17
"Trabajador independiente (067)",477,,117,191,142,27
"Empleador o patrono (068)",17,,4,6,6,1
"Trabajador familiar no remunerado (069)",116,11,26,30,39,10
"Trabajador del hogar (070)",144,1,57,44,40,2
