"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia SANTA CRUZ",,,,,,,,,
"Viviendas particulares (001)",10846,5179,3252,1039,681,253,182,86,174
"Ocupantes presentes (002)",43553,20184,13048,4340,2871,1115,836,408,751
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",10425,4880,3156,1023,676,251,180,85,174
"Ocupantes presentes (005)",41928,19096,12639,4253,2859,1103,829,398,751
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",5,,3,,,,2,,
"Ocupantes presentes (008)",23,,16,,,,7,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",11,4,3,2,1,,,1,
"Ocupantes presentes (011)",40,12,8,5,5,,,10,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",6,1,1,1,3,,,,
"Ocupantes presentes (014)",29,2,2,22,3,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",390,289,86,12,1,2,,,
"Ocupantes presentes (017)",1512,1066,375,55,4,12,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,1,,,,,,
"Ocupantes presentes (020)",1,,1,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",7,4,2,1,,,,,
"Ocupantes presentes (023)",18,6,7,5,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,,
"Ocupantes presentes (026)",2,2,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2277,419,623,343,371,168,138,70,145
"Ocupantes presentes (029)",8890,1369,2329,1354,1552,719,621,330,616
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2248,411,613,339,367,168,136,69,145
"Ocupantes presentes (032)",8781,1351,2295,1322,1544,719,614,320,616
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",5,,3,,,,2,,
"Ocupantes presentes (035)",23,,16,,,,7,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",11,4,3,2,1,,,1,
"Ocupantes presentes (038)",40,12,8,5,5,,,10,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",6,1,1,1,3,,,,
"Ocupantes presentes (041)",29,2,2,22,3,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,1,,,,,,
"Ocupantes presentes (047)",1,,1,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",5,2,2,1,,,,,
"Ocupantes presentes (050)",14,2,7,5,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,,
"Ocupantes presentes (053)",2,2,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",8569,4760,2629,696,310,85,44,16,29
"Ocupantes presentes (056)",34663,18815,10719,2986,1319,396,215,78,135
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",8177,4469,2543,684,309,83,44,16,29
"Ocupantes presentes (059)",33147,17745,10344,2931,1315,384,215,78,135
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",390,289,86,12,1,2,,,
"Ocupantes presentes (071)",1512,1066,375,55,4,12,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,2,,,,,,,
"Ocupantes presentes (077)",4,4,,,,,,,
"Otro tipo",,,,,,,,,
