"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MARISCAL NIETO (000)",58907,4091,18807,3843,32377
"Conviviente (001)",14453,986,4307,698,8487
"Separado(a) (002)",2509,178,663,111,1563
"Casado(a) (003)",18208,723,8076,1668,7868
"Viudo(a) (004)",2167,108,596,141,1326
"Divorciado(a) (005)",471,31,167,44,230
"Soltero(a) (006)",21099,2065,4998,1181,12903
"Hombres (008)",30022,1790,10313,2491,15579
"Conviviente (009)",7358,339,2582,484,3972
"Separado(a) (010)",855,38,302,59,459
"Casado(a) (011)",9356,326,4381,1076,3669
"Viudo(a) (012)",748,36,215,59,441
"Divorciado(a) (013)",214,11,80,24,99
"Soltero(a) (014)",11491,1040,2753,789,6939
"Mujeres (016)",28885,2301,8494,1352,16798
"Conviviente (017)",7095,647,1725,214,4515
"Separado(a) (018)",1654,140,361,52,1104
"Casado(a) (019)",8852,397,3695,592,4199
"Viudo(a) (020)",1419,72,381,82,885
"Divorciado(a) (021)",257,20,87,20,131
"Soltero(a) (022)",9608,1025,2245,392,5964
,,,,,
"URBANA (024)",50512,3682,16646,3348,27040
"Conviviente (025)",11985,889,3577,572,6970
"Separado(a) (026)",2215,164,600,96,1361
"Casado(a) (027)",15622,659,7252,1456,6379
"Viudo(a) (028)",1732,100,532,108,996
"Divorciado(a) (029)",418,29,152,41,197
"Soltero(a) (030)",18540,1841,4533,1075,11137
"Hombres (032)",25221,1585,8781,2174,12825
"Conviviente (033)",5966,297,2026,401,3259
"Separado(a) (034)",728,32,265,50,384
"Casado(a) (035)",7867,291,3814,943,2912
"Viudo(a) (036)",594,34,186,46,331
"Divorciado(a) (037)",184,10,68,22,84
"Soltero(a) (038)",9882,921,2422,712,5855
"Mujeres (040)",25291,2097,7865,1174,14215
"Conviviente (041)",6019,592,1551,171,3711
"Separado(a) (042)",1487,132,335,46,977
"Casado(a) (043)",7755,368,3438,513,3467
"Viudo(a) (044)",1138,66,346,62,665
"Divorciado(a) (045)",234,19,84,19,113
"Soltero(a) (046)",8658,920,2111,363,5282
,,,,,
"RURAL (048)",8395,409,2161,495,5337
"Conviviente (049)",2468,97,730,126,1517
"Separado(a) (050)",294,14,63,15,202
"Casado(a) (051)",2586,64,824,212,1489
"Viudo(a) (052)",435,8,64,33,330
"Divorciado(a) (053)",53,2,15,3,33
"Soltero(a) (054)",2559,224,465,106,1766
"Hombres (056)",4801,205,1532,317,2754
"Conviviente (057)",1392,42,556,83,713
"Separado(a) (058)",127,6,37,9,75
"Casado(a) (059)",1489,35,567,133,757
"Viudo(a) (060)",154,2,29,13,110
"Divorciado(a) (061)",30,1,12,2,15
"Soltero(a) (062)",1609,119,331,77,1084
"Mujeres (064)",3594,204,629,178,2583
"Conviviente (065)",1076,55,174,43,804
"Separado(a) (066)",167,8,26,6,127
"Casado(a) (067)",1097,29,257,79,732
"Viudo(a) (068)",281,6,35,20,220
"Divorciado(a) (069)",23,1,3,1,18
"Soltero(a) (070)",950,105,134,29,682
