"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia BOLOGNESI (000)",524,7,281,148,75,13
"Sin nivel (001)",11,,6,2,3,
"Educación inicial (002)",6,,3,3,,
"Primaria (003)",139,4,52,41,31,11
"Secundaria (004)",218,3,135,60,19,1
"Superior no univ. incompleta (005)",33,,23,9,1,
"Superior no univ. completa (006)",51,,29,12,9,1
"Superior univ. incompleta (007)",21,,14,5,2,
"Superior univ. completa (008)",45,,19,16,10,
"Hombres (010)",364,7,170,111,63,13
"Sin nivel (011)",3,,2,,1,
"Educación inicial (012)",5,,2,3,,
"Primaria (013)",103,4,31,33,24,11
"Secundaria (014)",156,3,87,48,17,1
"Superior no univ. incompleta (015)",22,,17,4,1,
"Superior no univ. completa (016)",33,,14,9,9,1
"Superior univ. incompleta (017)",10,,6,3,1,
"Superior univ. completa (018)",32,,11,11,10,
"Mujeres (020)",160,,111,37,12,
"Sin nivel (021)",8,,4,2,2,
"Educación inicial (022)",1,,1,,,
"Primaria (023)",36,,21,8,7,
"Secundaria (024)",62,,48,12,2,
"Superior no univ. incompleta (025)",11,,6,5,,
"Superior no univ. completa (026)",18,,15,3,,
"Superior univ. incompleta (027)",11,,8,2,1,
"Superior univ. completa (028)",13,,8,5,,
,,,,,,
"Area Urbana (030)",391,7,191,120,63,10
"Sin nivel (031)",9,,4,2,3,
"Educación inicial (032)",4,,1,3,,
"Primaria (033)",96,4,31,29,24,8
"Secundaria (034)",161,3,92,50,15,1
"Superior no univ. incompleta (035)",25,,16,8,1,
"Superior no univ. completa (036)",43,,23,11,8,1
"Superior univ. incompleta (037)",15,,8,5,2,
"Superior univ. completa (038)",38,,16,12,10,
"Hombres (040)",278,7,122,88,51,10
"Sin nivel (041)",2,,1,,1,
"Educación inicial (042)",3,,,3,,
"Primaria (043)",71,4,20,22,17,8
"Secundaria (044)",121,3,64,40,13,1
"Superior no univ. incompleta (045)",17,,13,3,1,
"Superior no univ. completa (046)",28,,11,8,8,1
"Superior univ. incompleta (047)",7,,3,3,1,
"Superior univ. completa (048)",29,,10,9,10,
"Mujeres (050)",113,,69,32,12,
"Sin nivel (051)",7,,3,2,2,
"Educación inicial (052)",1,,1,,,
"Primaria (053)",25,,11,7,7,
"Secundaria (054)",40,,28,10,2,
"Superior no univ. incompleta (055)",8,,3,5,,
"Superior no univ. completa (056)",15,,12,3,,
"Superior univ. incompleta (057)",8,,5,2,1,
"Superior univ. completa (058)",9,,6,3,,
,,,,,,
"Area Rural (060)",133,,90,28,12,3
"Sin nivel (061)",2,,2,,,
"Educación inicial (062)",2,,2,,,
"Primaria (063)",43,,21,12,7,3
"Secundaria (064)",57,,43,10,4,
"Superior no univ. incompleta (065)",8,,7,1,,
"Superior no univ. completa (066)",8,,6,1,1,
"Superior univ. incompleta (067)",6,,6,,,
"Superior univ. completa (068)",7,,3,4,,
"Hombres (070)",86,,48,23,12,3
"Sin nivel (071)",1,,1,,,
"Educación inicial (072)",2,,2,,,
"Primaria (073)",32,,11,11,7,3
"Secundaria (074)",35,,23,8,4,
"Superior no univ. incompleta (075)",5,,4,1,,
"Superior no univ. completa (076)",5,,3,1,1,
"Superior univ. incompleta (077)",3,,3,,,
"Superior univ. completa (078)",3,,1,2,,
"Mujeres (080)",47,,42,5,,
"Sin nivel (081)",1,,1,,,
"Primaria (083)",11,,10,1,,
"Secundaria (084)",22,,20,2,,
"Superior no univ. incompleta (085)",3,,3,,,
"Superior no univ. completa (086)",3,,3,,,
"Superior univ. incompleta (087)",3,,3,,,
"Superior univ. completa (088)",4,,2,2,,
