"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CAÑETE (000)",82659,2181,59,14963,37216,6813,10431,3888,7108
"Empleado (001)",19107,96,7,890,5364,1914,4865,1636,4335
"Obrero (002)",28810,1060,28,6377,15810,2020,2024,779,712
"Trabajador independiente (003)",27126,781,13,5855,12467,2251,2929,1139,1691
"Empleador o patrono (004)",1627,39,,347,669,130,169,96,177
"Trabajador familiar no remunerado (005)",3744,145,8,1034,1728,284,270,160,115
"Trabajador del hogar (006)",2245,60,3,460,1178,214,174,78,78
"Hombres (008)",53037,759,34,9074,26404,4305,5794,2530,4137
"Empleado (009)",10600,43,4,537,3586,1047,2236,925,2222
"Obrero (010)",21736,422,18,4308,12659,1566,1553,630,580
"Trabajador independiente (011)",17750,257,7,3538,8735,1477,1778,817,1141
"Empleador o patrono (012)",1269,15,,289,540,94,122,74,135
"Trabajador familiar no remunerado (013)",1570,21,5,386,823,110,98,77,50
"Trabajador del hogar (014)",112,1,,16,61,11,7,7,9
"Mujeres (016)",29622,1422,25,5889,10812,2508,4637,1358,2971
"Empleado (017)",8507,53,3,353,1778,867,2629,711,2113
"Obrero (018)",7074,638,10,2069,3151,454,471,149,132
"Trabajador independiente (019)",9376,524,6,2317,3732,774,1151,322,550
"Empleador o patrono (020)",358,24,,58,129,36,47,22,42
"Trabajador familiar no remunerado (021)",2174,124,3,648,905,174,172,83,65
"Trabajador del hogar (022)",2133,59,3,444,1117,203,167,71,69
,,,,,,,,,
"URBANA (024)",68954,1609,54,11477,30818,5936,9223,3460,6377
"Empleado (025)",17229,81,6,765,4754,1732,4429,1504,3958
"Obrero (026)",21976,725,27,4512,12274,1631,1636,610,561
"Trabajador independiente (027)",23623,631,13,4786,10916,2043,2643,1041,1550
"Empleador o patrono (028)",1167,26,,202,469,111,135,86,138
"Trabajador familiar no remunerado (029)",2963,96,5,799,1359,235,226,145,98
"Trabajador del hogar (030)",1996,50,3,413,1046,184,154,74,72
"Hombres (032)",43378,522,30,6740,21564,3679,5019,2207,3617
"Empleado (033)",9318,30,3,438,3109,914,2000,837,1987
"Obrero (034)",16704,278,17,3056,9893,1266,1258,487,449
"Trabajador independiente (035)",15209,192,7,2780,7543,1323,1586,742,1036
"Empleador o patrono (036)",861,10,,156,358,78,96,64,99
"Trabajador familiar no remunerado (037)",1191,11,3,297,610,88,73,71,38
"Trabajador del hogar (038)",95,1,,13,51,10,6,6,8
"Mujeres (040)",25576,1087,24,4737,9254,2257,4204,1253,2760
"Empleado (041)",7911,51,3,327,1645,818,2429,667,1971
"Obrero (042)",5272,447,10,1456,2381,365,378,123,112
"Trabajador independiente (043)",8414,439,6,2006,3373,720,1057,299,514
"Empleador o patrono (044)",306,16,,46,111,33,39,22,39
"Trabajador familiar no remunerado (045)",1772,85,2,502,749,147,153,74,60
"Trabajador del hogar (046)",1901,49,3,400,995,174,148,68,64
,,,,,,,,,
"RURAL (048)",13705,572,5,3486,6398,877,1208,428,731
"Empleado (049)",1878,15,1,125,610,182,436,132,377
"Obrero (050)",6834,335,1,1865,3536,389,388,169,151
"Trabajador independiente (051)",3503,150,,1069,1551,208,286,98,141
"Empleador o patrono (052)",460,13,,145,200,19,34,10,39
"Trabajador familiar no remunerado (053)",781,49,3,235,369,49,44,15,17
"Trabajador del hogar (054)",249,10,,47,132,30,20,4,6
"Hombres (056)",9659,237,4,2334,4840,626,775,323,520
"Empleado (057)",1282,13,1,99,477,133,236,88,235
"Obrero (058)",5032,144,1,1252,2766,300,295,143,131
"Trabajador independiente (059)",2541,65,,758,1192,154,192,75,105
"Empleador o patrono (060)",408,5,,133,182,16,26,10,36
"Trabajador familiar no remunerado (061)",379,10,2,89,213,22,25,6,12
"Trabajador del hogar (062)",17,,,3,10,1,1,1,1
"Mujeres (064)",4046,335,1,1152,1558,251,433,105,211
"Empleado (065)",596,2,,26,133,49,200,44,142
"Obrero (066)",1802,191,,613,770,89,93,26,20
"Trabajador independiente (067)",962,85,,311,359,54,94,23,36
"Empleador o patrono (068)",52,8,,12,18,3,8,,3
"Trabajador familiar no remunerado (069)",402,39,1,146,156,27,19,9,5
"Trabajador del hogar (070)",232,10,,44,122,29,19,3,5
