"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CARAVELI (000)",16677,132,6208,5984,3534,819
"Empleado (001)",2784,11,997,1207,527,42
"Obrero (002)",6076,33,2783,2014,1051,195
"Trabajador independiente (003)",6616,22,1991,2411,1704,488
"Empleador o patrono (004)",320,,81,93,102,44
"Trabajador familiar no remunerado (005)",643,57,220,202,116,48
"Trabajador del hogar (006)",238,9,136,57,34,2
"Hombres (008)",12594,91,4785,4409,2637,672
"Empleado (009)",1605,3,516,711,338,37
"Obrero (010)",5550,28,2575,1821,952,174
"Trabajador independiente (011)",4855,16,1510,1726,1211,392
"Empleador o patrono (012)",246,,56,71,82,37
"Trabajador familiar no remunerado (013)",317,41,120,76,49,31
"Trabajador del hogar (014)",21,3,8,4,5,1
"Mujeres (016)",4083,41,1423,1575,897,147
"Empleado (017)",1179,8,481,496,189,5
"Obrero (018)",526,5,208,193,99,21
"Trabajador independiente (019)",1761,6,481,685,493,96
"Empleador o patrono (020)",74,,25,22,20,7
"Trabajador familiar no remunerado (021)",326,16,100,126,67,17
"Trabajador del hogar (022)",217,6,128,53,29,1
,,,,,,
"URBANA (024)",9524,84,2978,3699,2273,490
"Empleado (025)",1968,11,606,906,410,35
"Obrero (026)",2750,18,1053,985,587,107
"Trabajador independiente (027)",3944,12,1007,1538,1101,286
"Empleador o patrono (028)",238,,61,76,73,28
"Trabajador familiar no remunerado (029)",444,36,143,152,80,33
"Trabajador del hogar (030)",180,7,108,42,22,1
"Hombres (032)",6641,54,2082,2491,1627,387
"Empleado (033)",1079,3,286,507,252,31
"Obrero (034)",2456,14,962,857,528,95
"Trabajador independiente (035)",2701,8,705,1019,755,214
"Empleador o patrono (036)",177,,43,56,55,23
"Trabajador familiar no remunerado (037)",216,26,80,51,35,24
"Trabajador del hogar (038)",12,3,6,1,2,
"Mujeres (040)",2883,30,896,1208,646,103
"Empleado (041)",889,8,320,399,158,4
"Obrero (042)",294,4,91,128,59,12
"Trabajador independiente (043)",1243,4,302,519,346,72
"Empleador o patrono (044)",61,,18,20,18,5
"Trabajador familiar no remunerado (045)",228,10,63,101,45,9
"Trabajador del hogar (046)",168,4,102,41,20,1
,,,,,,
"RURAL (048)",7153,48,3230,2285,1261,329
"Empleado (049)",816,,391,301,117,7
"Obrero (050)",3326,15,1730,1029,464,88
"Trabajador independiente (051)",2672,10,984,873,603,202
"Empleador o patrono (052)",82,,20,17,29,16
"Trabajador familiar no remunerado (053)",199,21,77,50,36,15
"Trabajador del hogar (054)",58,2,28,15,12,1
"Hombres (056)",5953,37,2703,1918,1010,285
"Empleado (057)",526,,230,204,86,6
"Obrero (058)",3094,14,1613,964,424,79
"Trabajador independiente (059)",2154,8,805,707,456,178
"Empleador o patrono (060)",69,,13,15,27,14
"Trabajador familiar no remunerado (061)",101,15,40,25,14,7
"Trabajador del hogar (062)",9,,2,3,3,1
"Mujeres (064)",1200,11,527,367,251,44
"Empleado (065)",290,,161,97,31,1
"Obrero (066)",232,1,117,65,40,9
"Trabajador independiente (067)",518,2,179,166,147,24
"Empleador o patrono (068)",13,,7,2,2,2
"Trabajador familiar no remunerado (069)",98,6,37,25,22,8
"Trabajador del hogar (070)",49,2,26,12,9,
