"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia OTUZCO (000)",47248,19956,181,576,23917,927,33,98,,1560
"Hombres (001)",15201,10425,107,387,2793,456,27,57,,949
"Mujeres (002)",32047,9531,74,189,21124,471,6,41,,611
"De 06 a 14 años (003)",18653,16659,,,974,423,4,21,,572
"Hombres (004)",9363,8620,,,257,207,3,11,,265
"Mujeres (005)",9290,8039,,,717,216,1,10,,307
"De 15 a 29 años (006)",11482,3226,6,108,7680,,8,29,,425
"Hombres (007)",2922,1774,3,69,805,,6,14,,251
"Mujeres (008)",8560,1452,3,39,6875,,2,15,,174
"De 30 a 44 años (009)",6991,47,9,84,6636,,15,19,,181
"Hombres (010)",884,19,5,52,635,,12,13,,148
"Mujeres (011)",6107,28,4,32,6001,,3,6,,33
"De 45 a 64 años (012)",5839,21,34,144,5450,10,4,11,,165
"Hombres (013)",873,10,16,102,586,6,4,9,,140
"Mujeres (014)",4966,11,18,42,4864,4,,2,,25
"De 65 y más años (015)",4283,3,132,240,3177,494,2,18,,217
"Hombres (016)",1159,2,83,164,510,243,2,10,,145
"Mujeres (017)",3124,1,49,76,2667,251,,8,,72
,,,,,,,,,,
"AREA URBANA (018)",11077,5342,94,165,4876,258,9,31,,302
"Hombres (019)",4006,2673,57,89,860,121,6,18,,182
"Mujeres (020)",7071,2669,37,76,4016,137,3,13,,120
"De 06 a 14 años (021)",4090,3825,,,120,79,1,3,,62
"Hombres (022)",2066,1946,,,54,36,,3,,27
"Mujeres (023)",2024,1879,,,66,43,1,,,35
"De 15 a 29 años (024)",2840,1491,6,18,1222,,2,8,,93
"Hombres (025)",1002,715,3,11,217,,2,3,,51
"Mujeres (026)",1838,776,3,7,1005,,,5,,42
"De 30 a 44 años (027)",1487,20,6,26,1384,,4,7,,40
"Hombres (028)",275,11,3,11,206,,2,5,,37
"Mujeres (029)",1212,9,3,15,1178,,2,2,,3
"De 45 a 64 años (030)",1394,6,24,35,1285,5,2,3,,34
"Hombres (031)",260,1,11,19,196,3,2,3,,25
"Mujeres (032)",1134,5,13,16,1089,2,,,,9
"De 65 y más años (033)",1266,,58,86,865,174,,10,,73
"Hombres (034)",403,,40,48,187,82,,4,,42
"Mujeres (035)",863,,18,38,678,92,,6,,31
,,,,,,,,,,
"AREA RURAL (036)",36171,14614,87,411,19041,669,24,67,,1258
"Hombres (037)",11195,7752,50,298,1933,335,21,39,,767
"Mujeres (038)",24976,6862,37,113,17108,334,3,28,,491
"De 06 a 14 años (039)",14563,12834,,,854,344,3,18,,510
"Hombres (040)",7297,6674,,,203,171,3,8,,238
"Mujeres (041)",7266,6160,,,651,173,,10,,272
"De 15 a 29 años (042)",8642,1735,,90,6458,,6,21,,332
"Hombres (043)",1920,1059,,58,588,,4,11,,200
"Mujeres (044)",6722,676,,32,5870,,2,10,,132
"De 30 a 44 años (045)",5504,27,3,58,5252,,11,12,,141
"Hombres (046)",609,8,2,41,429,,10,8,,111
"Mujeres (047)",4895,19,1,17,4823,,1,4,,30
"De 45 a 64 años (048)",4445,15,10,109,4165,5,2,8,,131
"Hombres (049)",613,9,5,83,390,3,2,6,,115
"Mujeres (050)",3832,6,5,26,3775,2,,2,,16
"De 65 y más años (051)",3017,3,74,154,2312,320,2,8,,144
"Hombres (052)",756,2,43,116,323,161,2,6,,103
"Mujeres (053)",2261,1,31,38,1989,159,,2,,41
