"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CANCHIS (000)",85101,21651,8543,1867,53146
"Hombres (001)",40982,9834,4252,1072,25888
"Mujeres (002)",44119,11817,4291,795,27258
"PEA (003)",35211,4242,4104,885,26038
"Hombres (004)",20916,2100,2282,615,15966
"Mujeres (005)",14295,2142,1822,270,10072
"Ocupada (006)",33550,4116,4005,867,24620
"Hombres (007)",19808,2036,2227,605,14987
"Mujeres (008)",13742,2080,1778,262,9633
"Desocupada (009)",1661,126,99,18,1418
"Hombres (010)",1108,64,55,10,979
"Mujeres (011)",553,62,44,8,439
"No PEA (012)",49890,17409,4439,982,27108
"Hombres (013)",20066,7734,1970,457,9922
"Mujeres (014)",29824,9675,2469,525,17186
,,,,,
"URBANA (018)",51314,10326,7665,1552,31863
"Hombres (019)",24820,4769,3791,905,15414
"Mujeres (020)",26494,5557,3874,647,16449
"PEA (021)",21656,1785,3742,755,15427
"Hombres (022)",12393,840,2028,524,9044
"Mujeres (023)",9263,945,1714,231,6383
"Ocupada (024)",20376,1700,3647,738,14344
"Hombres (025)",11572,799,1977,514,8325
"Mujeres (026)",8804,901,1670,224,6019
"Desocupada (027)",1280,85,95,17,1083
"Hombres (028)",821,41,51,10,719
"Mujeres (029)",459,44,44,7,364
"No PEA (030)",29658,8541,3923,797,16436
"Hombres (031)",12427,3929,1763,381,6370
"Mujeres (032)",17231,4612,2160,416,10066
,,,,,
"RURAL (036)",33787,11325,878,315,21283
"Hombres (037)",16162,5065,461,167,10474
"Mujeres (038)",17625,6260,417,148,10809
"PEA (039)",13555,2457,362,130,10611
"Hombres (040)",8523,1260,254,91,6922
"Mujeres (041)",5032,1197,108,39,3689
"Ocupada (042)",13174,2416,358,129,10276
"Hombres (043)",8236,1237,250,91,6662
"Mujeres (044)",4938,1179,108,38,3614
"Desocupada (045)",381,41,4,1,335
"Hombres (046)",287,23,4,,260
"Mujeres (047)",94,18,,1,75
"No PEA (048)",20232,8868,516,185,10672
"Hombres (049)",7639,3805,207,76,3552
"Mujeres (050)",12593,5063,309,109,7120
