"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia QUISPICANCHI (000)",42778,23546,260,392,16953,748,19,76,4,780
"Hombres (001)",16790,12410,156,161,3272,333,13,40,4,401
"Mujeres (002)",25988,11136,104,231,13681,415,6,36,,379
"De 06 a 14 años (003)",18965,17859,,,461,344,,10,,291
"Hombres (004)",9673,9181,,,187,165,,5,,135
"Mujeres (005)",9292,8678,,,274,179,,5,,156
"De 15 a 29 años (006)",11052,5554,7,139,5151,,7,10,4,180
"Hombres (007)",4305,3160,4,69,967,,2,8,4,91
"Mujeres (008)",6747,2394,3,70,4184,,5,2,,89
"De 30 a 44 años (009)",5181,86,20,85,4878,,6,12,,94
"Hombres (010)",946,43,13,31,778,,6,7,,68
"Mujeres (011)",4235,43,7,54,4100,,,5,,26
"De 45 a 64 años (012)",4317,36,65,86,4016,4,5,20,,85
"Hombres (013)",912,22,34,31,750,3,5,12,,55
"Mujeres (014)",3405,14,31,55,3266,1,,8,,30
"De 65 y más años (015)",3263,11,168,82,2447,400,1,24,,130
"Hombres (016)",954,4,105,30,590,165,,8,,52
"Mujeres (017)",2309,7,63,52,1857,235,1,16,,78
,,,,,,,,,,
"AREA URBANA (018)",14078,7950,191,188,5265,190,11,22,,261
"Hombres (019)",5524,4047,108,69,1062,78,7,9,,144
"Mujeres (020)",8554,3903,83,119,4203,112,4,13,,117
"De 06 a 14 años (021)",5774,5484,,,175,52,,2,,61
"Hombres (022)",2955,2797,,,99,27,,,,32
"Mujeres (023)",2819,2687,,,76,25,,2,,29
"De 15 a 29 años (024)",4131,2402,3,53,1587,,4,3,,79
"Hombres (025)",1607,1214,1,23,324,,,3,,42
"Mujeres (026)",2524,1188,2,30,1263,,4,,,37
"De 30 a 44 años (027)",1617,43,10,42,1466,,4,6,,46
"Hombres (028)",273,23,4,14,194,,4,2,,32
"Mujeres (029)",1344,20,6,28,1272,,,4,,14
"De 45 a 64 años (030)",1316,20,45,39,1176,,3,4,,29
"Hombres (031)",289,13,24,12,217,,3,2,,18
"Mujeres (032)",1027,7,21,27,959,,,2,,11
"De 65 y más años (033)",1240,1,133,54,861,138,,7,,46
"Hombres (034)",400,,79,20,228,51,,2,,20
"Mujeres (035)",840,1,54,34,633,87,,5,,26
,,,,,,,,,,
"AREA RURAL (036)",28700,15596,69,204,11688,558,8,54,4,519
"Hombres (037)",11266,8363,48,92,2210,255,6,31,4,257
"Mujeres (038)",17434,7233,21,112,9478,303,2,23,,262
"De 06 a 14 años (039)",13191,12375,,,286,292,,8,,230
"Hombres (040)",6718,6384,,,88,138,,5,,103
"Mujeres (041)",6473,5991,,,198,154,,3,,127
"De 15 a 29 años (042)",6921,3152,4,86,3564,,3,7,4,101
"Hombres (043)",2698,1946,3,46,643,,2,5,4,49
"Mujeres (044)",4223,1206,1,40,2921,,1,2,,52
"De 30 a 44 años (045)",3564,43,10,43,3412,,2,6,,48
"Hombres (046)",673,20,9,17,584,,2,5,,36
"Mujeres (047)",2891,23,1,26,2828,,,1,,12
"De 45 a 64 años (048)",3001,16,20,47,2840,4,2,16,,56
"Hombres (049)",623,9,10,19,533,3,2,10,,37
"Mujeres (050)",2378,7,10,28,2307,1,,6,,19
"De 65 y más años (051)",2023,10,35,28,1586,262,1,17,,84
"Hombres (052)",554,4,26,10,362,114,,6,,32
"Mujeres (053)",1469,6,9,18,1224,148,1,11,,52
