"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PIURA (000)",623137,106455,112513,41984,366304
"Sin Nivel (001)",79387,20396,10081,2693,46428
"Educación Inicial (002)",19103,7477,4023,1024,6724
"Primaria (003)",200028,43911,27453,8546,120771
"Secundaria (004)",175558,25608,27249,10818,112665
"Sup. no Univ. Incompleta (005)",32249,2841,5075,2415,22089
"Sup. no Univ. Completa (006)",47068,2957,15391,5195,24146
"Sup. Univ. Incompleta (007)",30471,1570,5847,5323,18090
"Sup. Univ. Completa (008)",39273,1695,17394,5970,15391
"Hombres (010)",305995,48636,53560,23320,182715
"Sin Nivel (011)",32274,9241,4592,1253,17308
"Educación Inicial (012)",9719,3797,2085,528,3382
"Primaria (013)",96556,20300,12960,4458,59178
"Secundaria (014)",94694,11724,13798,6503,63135
"Sup. no Univ. Incompleta (015)",15771,1019,2472,1452,10935
"Sup. no Univ. Completa (016)",20352,1043,5965,2746,10889
"Sup. Univ. Incompleta (017)",16287,708,3061,3013,9683
"Sup. Univ. Completa (018)",20342,804,8627,3367,8205
"Mujeres (020)",317142,57819,58953,18664,183589
"Sin Nivel (021)",47113,11155,5489,1440,29120
"Educación Inicial (022)",9384,3680,1938,496,3342
"Primaria (023)",103472,23611,14493,4088,61593
"Secundaria (024)",80864,13884,13451,4315,49530
"Sup. no Univ. Incompleta (025)",16478,1822,2603,963,11154
"Sup. no Univ. Completa (026)",26716,1914,9426,2449,13257
"Sup. Univ. Incompleta (027)",14184,862,2786,2310,8407
"Sup. Univ. Completa (028)",18931,891,8767,2603,7186
,,,,,
"URBANA (030)",537135,90731,108121,40752,301580
"Sin Nivel (031)",58986,16162,8733,2429,31863
"Educación Inicial (032)",16856,6431,3898,1006,5664
"Primaria (033)",158797,36275,25598,8091,89465
"Secundaria (034)",157281,23126,26555,10495,97857
"Sup. no Univ. Incompleta (035)",30763,2708,4999,2368,20856
"Sup. no Univ. Completa (036)",45842,2852,15243,5136,23231
"Sup. Univ. Incompleta (037)",29965,1525,5809,5299,17691
"Sup. Univ. Completa (038)",38645,1652,17286,5928,14953
"Hombres (040)",260911,41216,51138,22532,148205
"Sin Nivel (041)",23302,7220,3943,1121,11131
"Educación Inicial (042)",8552,3258,2013,520,2833
"Primaria (043)",75046,16823,11905,4165,42479
"Secundaria (044)",83525,10507,13369,6264,53823
"Sup. no Univ. Incompleta (045)",14927,957,2428,1422,10224
"Sup. no Univ. Completa (046)",19659,992,5885,2708,10364
"Sup. Univ. Incompleta (047)",15973,681,3036,2997,9437
"Sup. Univ. Completa (048)",19927,778,8559,3335,7914
"Mujeres (050)",276224,49515,56983,18220,153375
"Sin Nivel (051)",35684,8942,4790,1308,20732
"Educación Inicial (052)",8304,3173,1885,486,2831
"Primaria (053)",83751,19452,13693,3926,46986
"Secundaria (054)",73756,12619,13186,4231,44034
"Sup. no Univ. Incompleta (055)",15836,1751,2571,946,10632
"Sup. no Univ. Completa (056)",26183,1860,9358,2428,12867
"Sup. Univ. Incompleta (057)",13992,844,2773,2302,8254
"Sup. Univ. Completa (058)",18718,874,8727,2593,7039
,,,,,
"RURAL (060)",86002,15724,4392,1232,64724
"Sin Nivel (061)",20401,4234,1348,264,14565
"Educación Inicial (062)",2247,1046,125,18,1060
"Primaria (063)",41231,7636,1855,455,31306
"Secundaria (064)",18277,2482,694,323,14808
"Sup. no Univ. Incompleta (065)",1486,133,76,47,1233
"Sup. no Univ. Completa (066)",1226,105,148,59,915
"Sup. Univ. Incompleta (067)",506,45,38,24,399
"Sup. Univ. Completa (068)",628,43,108,42,438
"Hombres (070)",45084,7420,2422,788,34510
"Sin Nivel (071)",8972,2021,649,132,6177
"Educación Inicial (072)",1167,539,72,8,549
"Primaria (073)",21510,3477,1055,293,16699
"Secundaria (074)",11169,1217,429,239,9312
"Sup. no Univ. Incompleta (075)",844,62,44,30,711
"Sup. no Univ. Completa (076)",693,51,80,38,525
"Sup. Univ. Incompleta (077)",314,27,25,16,246
"Sup. Univ. Completa (078)",415,26,68,32,291
"Mujeres (080)",40918,8304,1970,444,30214
"Sin Nivel (081)",11429,2213,699,132,8388
"Educación Inicial (082)",1080,507,53,10,511
"Primaria (083)",19721,4159,800,162,14607
"Secundaria (084)",7108,1265,265,84,5496
"Sup. no Univ. Incompleta (085)",642,71,32,17,522
"Sup. no Univ. Completa (086)",533,54,68,21,390
"Sup. Univ. Incompleta (087)",192,18,13,8,153
"Sup. Univ. Completa (088)",213,17,40,10,147
