"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia SECHURA (000)",35930,34375,1555
"Hombres (001)",17963,17313,650
"Mujeres (002)",17967,17062,905
"De 18 a 29 años (003)",14152,13272,880
"Hombres (004)",6904,6472,432
"Mujeres (005)",7248,6800,448
"De 30 a 44 años (006)",11213,11069,144
"Hombres (007)",5634,5569,65
"Mujeres (008)",5579,5500,79
"De 45 a 64 años (009)",7545,7402,143
"Hombres (010)",3896,3858,38
"Mujeres (011)",3649,3544,105
"De 65 y más años (012)",3020,2632,388
"Hombres (013)",1529,1414,115
"Mujeres (014)",1491,1218,273
,,,
"URBANA (015)",33734,32292,1442
"Hombres (016)",16777,16185,592
"Mujeres (017)",16957,16107,850
"De 18 a 29 años (018)",13263,12445,818
"Hombres (019)",6428,6033,395
"Mujeres (020)",6835,6412,423
"De 30 a 44 años (021)",10596,10469,127
"Hombres (022)",5302,5247,55
"Mujeres (023)",5294,5222,72
"De 45 a 64 años (024)",7054,6920,134
"Hombres (025)",3628,3591,37
"Mujeres (026)",3426,3329,97
"De 65 y más años (027)",2821,2458,363
"Hombres (028)",1419,1314,105
"Mujeres (029)",1402,1144,258
,,,
"RURAL (030)",2196,2083,113
"Hombres (031)",1186,1128,58
"Mujeres (032)",1010,955,55
"De 18 a 29 años (033)",889,827,62
"Hombres (034)",476,439,37
"Mujeres (035)",413,388,25
"De 30 a 44 años (036)",617,600,17
"Hombres (037)",332,322,10
"Mujeres (038)",285,278,7
"De 45 a 64 años (039)",491,482,9
"Hombres (040)",268,267,1
"Mujeres (041)",223,215,8
"De 65 y más años (042)",199,174,25
"Hombres (043)",110,100,10
"Mujeres (044)",89,74,15
