"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia LA UNION (000)",4296,41,115,281,488,870,1509,992
"De 12 a 14 años (001)",6,,,,,,,6
"De 15 a 19 años (002)",104,,,,,,69,35
"De 20 a 24 años (003)",305,,,,,,199,106
"De 25 a 29 años (004)",399,,,,,13,291,95
"De 30 a 34 años (005)",479,,,,,64,327,88
"De 35 a 39 años (006)",502,,,,3,130,297,72
"De 40 a 44 años (007)",458,,,,15,163,206,74
"De 45 a 49 años (008)",384,,,,25,191,96,72
"De 50 y más años (009)",1659,41,115,281,445,309,24,444
"PEA (010)",1872,8,24,88,213,431,695,413
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",43,,,,,,27,16
"De 20 a 24 años (013)",116,,,,,,72,44
"De 25 a 29 años (014)",168,,,,,6,116,46
"De 30 a 34 años (015)",253,,,,,39,164,50
"De 35 a 39 años (016)",268,,,,1,65,161,41
"De 40 a 44 años (017)",256,,,,13,91,107,45
"De 45 a 49 años (018)",183,,,,16,95,39,33
"De 50 y más años (019)",584,8,24,88,183,135,9,137
"Ocupada (020)",1853,8,24,88,210,430,689,404
"De 12 a 14 años (021)",1,,,,,,,1
"De 15 a 19 años (022)",42,,,,,,27,15
"De 20 a 24 años (023)",115,,,,,,71,44
"De 25 a 29 años (024)",164,,,,,6,114,44
"De 30 a 34 años (025)",252,,,,,39,164,49
"De 35 a 39 años (026)",267,,,,1,65,160,41
"De 40 a 44 años (027)",254,,,,13,91,105,45
"De 45 a 49 años (028)",179,,,,16,94,39,30
"De 50 y más años (029)",579,8,24,88,180,135,9,135
"Desocupada (030)",19,,,,3,1,6,9
"De 15 a 19 años (032)",1,,,,,,,1
"De 20 a 24 años (033)",1,,,,,,1,
"De 25 a 29 años (034)",4,,,,,,2,2
"De 30 a 34 años (035)",1,,,,,,,1
"De 35 a 39 años (036)",1,,,,,,1,
"De 40 a 44 años (037)",2,,,,,,2,
"De 45 a 49 años (038)",4,,,,,1,,3
"De 50 y más años (039)",5,,,,3,,,2
"No PEA (040)",2424,33,91,193,275,439,814,579
"De 12 a 14 años (041)",5,,,,,,,5
"De 15 a 19 años (042)",61,,,,,,42,19
"De 20 a 24 años (043)",189,,,,,,127,62
"De 25 a 29 años (044)",231,,,,,7,175,49
"De 30 a 34 años (045)",226,,,,,25,163,38
"De 35 a 39 años (046)",234,,,,2,65,136,31
"De 40 a 44 años (047)",202,,,,2,72,99,29
"De 45 a 49 años (048)",201,,,,9,96,57,39
"De 50 y más años (049)",1075,33,91,193,262,174,15,307
,,,,,,,,
