"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia TOCACHE (000)",29486,644,10499,10581,6628,1134
"Agric., ganadería, caza y silvicultura (001)",17168,451,6140,5632,4073,872
"Pesca (002)",16,,2,9,5,
"Explotación de minas y canteras (003)",9,,2,4,3,
"Industrias manufactureras (004)",1149,16,413,423,273,24
"Suministro de electricidad, gas y agua (005)",37,,11,16,9,1
"Construcción (006)",779,4,272,268,219,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2719,75,794,1102,646,102
"Venta, mant.y rep. veh.autom.y motoc. (008)",376,10,134,148,73,11
"Comercio al por mayor (009)",138,5,42,58,28,5
"Comercio al por menor (010)",2205,60,618,896,545,86
"Hoteles y restaurantes (011)",978,38,296,360,257,27
"Trans., almac. y comunicaciones (012)",1222,1,490,492,231,8
"Intermediación financiera (013)",42,,16,12,14,
"Activid.inmobil., empres. y alquileres (014)",432,1,181,169,76,5
"Admin.pub. y defensa; p. segur.soc.afil (015)",1326,,724,426,169,7
"Enseñanza (016)",1316,,263,786,261,6
"Servicios sociales y de salud (017)",284,,79,148,52,5
"Otras activ. serv.comun.soc y personales (018)",642,7,226,299,95,15
"Hogares privados con servicio doméstico (019)",635,39,301,180,99,16
"Actividad economica no especificada (021)",732,12,289,255,146,30
"Hombres (022)",23032,477,8376,8000,5235,944
"Agric., ganadería, caza y silvicultura (023)",15276,385,5577,4982,3555,777
"Pesca (024)",16,,2,9,5,
"Explotación de minas y canteras (025)",9,,2,4,3,
"Industrias manufactureras (026)",973,13,357,344,238,21
"Suministro de electricidad, gas y agua (027)",32,,8,14,9,1
"Construcción (028)",760,4,270,253,217,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1443,47,415,533,377,71
"Venta, mant.y rep. veh.autom.y motoc. (030)",342,9,117,137,69,10
"Comercio al por mayor (031)",76,3,22,31,16,4
"Comercio al por menor (032)",1025,35,276,365,292,57
"Hoteles y restaurantes (033)",198,11,66,57,53,11
"Trans., almac. y comunicaciones (034)",1161,1,448,478,226,8
"Intermediación financiera (035)",34,,10,10,14,
"Activid.inmobil., empres. y alquileres (036)",348,1,133,139,70,5
"Admin.pub. y defensa; p. segur.soc.afil (037)",1189,,647,383,153,6
"Enseñanza (038)",677,,111,407,155,4
"Servicios sociales y de salud (039)",139,,39,66,31,3
"Otras activ. serv.comun.soc y personales (040)",470,5,171,221,60,13
