"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia PASCO (000)",37383,277,12068,12778,4371,1389,621,183,28,,5668
"Sin Nivel (001)",4450,65,1694,1409,444,167,98,49,11,,513
"Educación Inicial (002)",37,,16,12,2,,,,,,7
"Primaria (003)",10796,113,4553,3569,961,341,196,72,8,,983
"Secundaria (004)",12732,75,4677,4564,1119,308,144,27,7,,1811
"Sup. no Univ. Incompleta (005)",1487,4,284,584,168,43,19,9,,,376
"Sup. no Univ. Completa (006)",1985,5,239,730,423,106,26,5,1,,450
"Sup. Univ. Incompleta (007)",1695,5,252,625,202,50,27,1,,,533
"Sup. Univ. Completa (008)",4201,10,353,1285,1052,374,111,20,1,,995
,,,,,,,,,,,
"URBANA (010)",29150,209,9078,10000,3591,1121,524,140,20,,4467
"Sin Nivel (011)",2789,43,1096,834,257,100,62,31,6,,360
"Educación Inicial (012)",23,,10,6,1,,,,,,6
"Primaria (013)",7345,82,3180,2408,631,220,155,51,7,,611
"Secundaria (014)",10130,60,3723,3668,925,249,126,24,6,,1349
"Sup. no Univ. Incompleta (015)",1355,4,263,535,160,41,18,9,,,325
"Sup. no Univ. Completa (016)",1870,5,226,694,400,102,26,5,1,,411
"Sup. Univ. Incompleta (017)",1577,5,237,596,189,49,26,1,,,474
"Sup. Univ. Completa (018)",4061,10,343,1259,1028,360,111,19,,,931
,,,,,,,,,,,
"RURAL (020)",8233,68,2990,2778,780,268,97,43,8,,1201
"Sin Nivel (021)",1661,22,598,575,187,67,36,18,5,,153
"Educación Inicial (022)",14,,6,6,1,,,,,,1
"Primaria (023)",3451,31,1373,1161,330,121,41,21,1,,372
"Secundaria (024)",2602,15,954,896,194,59,18,3,1,,462
"Sup. no Univ. Incompleta (025)",132,,21,49,8,2,1,,,,51
"Sup. no Univ. Completa (026)",115,,13,36,23,4,,,,,39
"Sup. Univ. Incompleta (027)",118,,15,29,13,1,1,,,,59
"Sup. Univ. Completa (028)",140,,10,26,24,14,,1,1,,64
