"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PUNO (000)",205533,41745,63067,45025,37548,18148
"Sin nivel (001)",16610,649,403,1124,5811,8623
"Educación inicial (002)",3029,2950,43,36,,
"Primaria (003)",64409,28739,5392,9865,13489,6924
"Secundaria (004)",67636,9407,33461,15250,8069,1449
"Superior no univ. incompleta (005)",8018,,5442,1803,697,76
"Superior no univ. completa (006)",11882,,3981,5205,2331,365
"Superior univ. incompleta (007)",12983,,9243,2314,1310,116
"Superior univ. completa (008)",20966,,5102,9428,5841,595
"PEA (010)",99739,1213,29185,34232,26676,8433
"Sin nivel (011)",7530,32,172,602,3208,3516
"Educación inicial (012)",62,15,28,19,,
"Primaria (013)",23944,699,3102,6534,9599,4010
"Secundaria (014)",33835,467,15036,11675,6075,582
"Superior no univ. incompleta (015)",4020,,2106,1364,522,28
"Superior no univ. completa (016)",8766,,2728,4297,1652,89
"Superior univ. incompleta (017)",5033,,2313,1671,1012,37
"Superior univ. completa (018)",16549,,3700,8070,4608,171
"Ocupada (020)",93680,1181,26025,32374,25827,8273
"Sin nivel (021)",7398,29,160,586,3147,3476
"Educación inicial (022)",54,13,23,18,,
"Primaria (023)",23115,686,2913,6302,9297,3917
"Secundaria (024)",31180,453,13367,10970,5823,567
"Superior no univ. incompleta (025)",3740,,1923,1286,503,28
"Superior no univ. completa (026)",8108,,2357,4054,1613,84
"Superior univ. incompleta (027)",4752,,2158,1590,967,37
